Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY ,Zip Code
"San Jose, CA - Cambrian-Pioneer",Aug-14,$960K,-5.90%,11.90%,4,33.30%,0%,7,-12.50%,-12.50%,2,-60%,-66.70%,17,7,4,104.40%,-1.50%,3%,95118
"San Jose, CA - Cambrian-Pioneer",Sep-14,$978K,1.80%,19.90%,6,50%,50%,9,28.60%,-30.80%,5,150%,-28.60%,15,-2,-2,104.40%,0%,1.80%,95118
"San Jose, CA - Cambrian-Pioneer",Oct-14,"$1,055K",7.90%,37%,7,16.70%,16.70%,8,-11.10%,-33.30%,4,-20%,0%,14,-1,-3,105.10%,0.70%,5.20%,95118
"San Jose, CA - Cambrian-Pioneer",Nov-14,"$1,036K",-1.80%,31.10%,8,14.30%,14.30%,9,12.50%,12.50%,2,-50%,-33.30%,13,-2,-4,106.50%,1.40%,7.90%,95118
"San Jose, CA - Cambrian-Pioneer",Dec-14,"$1,013K",-2.20%,26.20%,8,0%,14.30%,5,-44.40%,150%,1,-50%,0%,14,1,-3,105.80%,-0.60%,7.80%,95118
"San Jose, CA - Cambrian-Pioneer",Jan-15,$988K,-2.50%,13.60%,6,-25%,0%,3,-40%,200%,,,,22,8,0,103.60%,-2.30%,4.30%,95118
"San Jose, CA - Cambrian-Pioneer",Feb-15,"$1,040K",5.30%,13%,6,0%,100%,1,-66.70%,-83.30%,,,,22,0,-3,99.90%,-3.70%,-1.10%,95118
"San Jose, CA - Cambrian-Pioneer",Mar-15,"$1,080K",3.80%,18.70%,3,-50%,0%,4,300%,-20%,2,,100%,51,30,27,99%,-0.90%,-1.50%,95118
"San Jose, CA - Cambrian-Pioneer",Apr-15,"$1,178K",9.10%,26%,3,0%,-40%,5,25%,0%,3,50%,200%,11,-40,1,102.20%,3.20%,-1.50%,95118
"San Jose, CA - Cambrian-Pioneer",May-15,"$1,398K",18.60%,49.50%,2,-33.30%,-60%,8,60%,300%,3,0%,0%,11,0,1,107.90%,5.70%,4.20%,95118
"San Jose, CA - Cambrian-Pioneer",Jun-15,"$1,335K",-4.50%,34.80%,3,50%,-40%,7,-12.50%,75%,2,-33.30%,-33.30%,20,9,10,105.30%,-2.60%,1.60%,95118
"San Jose, CA - Cambrian-Pioneer",Jul-15,"$1,203K",-9.90%,17.90%,6,100%,100%,8,14.30%,0%,4,100%,-20%,29,9,19,104.20%,-1.10%,-1.70%,95118
"San Jose, CA - Cambrian-Pioneer",Aug-15,"$1,195K",-0.60%,24.50%,6,0%,50%,6,-25%,-14.30%,2,-50%,0%,29,0,13,106.60%,2.40%,2.20%,95118
"San Jose, CA - Cambrian-Pioneer",Sep-15,"$1,190K",-0.40%,21.70%,5,-16.70%,-16.70%,5,-16.70%,-44.40%,2,0%,-60%,29,0,14,107.90%,1.30%,3.50%,95118
"San Jose, CA - Cambrian-Pioneer",Oct-15,"$1,165K",-2.10%,10.40%,3,-40%,-57.10%,4,-20%,-50%,2,0%,-50%,8,-21,-6,104.20%,-3.70%,-0.90%,95118
"San Jose, CA - Cambrian-Pioneer",Nov-15,"$1,450K",24.50%,40%,3,0%,-62.50%,4,0%,-55.60%,2,0%,0%,13,5,1,97.50%,-6.70%,-8.90%,95118
"San Jose, CA - Cambrian-Pioneer",Dec-15,"$1,308K",-9.80%,29.10%,4,33.30%,-50%,4,0%,-20%,1,-50%,0%,10,-3,-4,99.10%,1.50%,-6.80%,95118
"San Jose, CA - Cambrian-Pioneer",Jan-16,"$1,190K",-9%,20.50%,2,-50%,-66.70%,5,25%,66.70%,3,200%,,10,0,-12,100.50%,1.40%,-3.10%,95118
"San Jose, CA - Cambrian-Pioneer",Feb-16,"$1,210K",1.70%,16.30%,2,0%,-66.70%,4,-20%,300%,2,-33.30%,,32,22,10,101.80%,1.30%,1.90%,95118
"San Jose, CA - Cambrian-Pioneer",Mar-16,"$1,320K",9.10%,22.20%,3,50%,0%,5,25%,25%,2,0%,0%,39,8,-12,95.30%,-6.50%,-3.70%,95118
"San Jose, CA - Cambrian-Pioneer",Apr-16,"$1,353K",2.50%,14.80%,4,33.30%,33.30%,4,-20%,-20%,3,50%,0%,39,0,28,96.50%,1.20%,-5.70%,95118
"San Jose, CA - Cambrian-Pioneer",May-16,"$1,285K",-5%,-8.10%,4,0%,100%,6,50%,-25%,4,33.30%,33.30%,21,-18,10,99.90%,3.40%,-8%,95118
"San Jose, CA - Cambrian-Pioneer",Jun-16,"$1,318K",2.50%,-1.30%,2,-50%,-33.30%,7,16.70%,0%,5,25%,150%,10,-11,-10,106.80%,6.90%,1.50%,95118
"San Jose, CA - Cambrian-Pioneer",Jul-16,"$1,340K",1.70%,11.40%,3,50%,-50%,5,-28.60%,-37.50%,2,-60%,-50%,33,23,4,103.60%,-3.20%,-0.60%,95118
"San Jose, CA - Cambrian-Pioneer",Aug-16,"$1,154K",-13.90%,-3.40%,5,66.70%,-16.70%,4,-20%,-33.30%,,,,40,7,11,99.60%,-4%,-7%,95118
"San Jose, CA - Cambrian-Pioneer",Sep-16,"$1,247K",8.10%,4.80%,6,20%,20%,1,-75%,-80%,,,,37,-4,8,99.60%,0.10%,-8.20%,95118
"San Jose, CA - Cambrian-Pioneer",Oct-16,"$1,121K",-10.10%,-3.80%,4,-33.30%,33.30%,1,0%,-75%,,,,31,-6,23,100.20%,0.50%,-4%,95118
"San Jose, CA - Cambrian-Pioneer",Nov-16,"$1,292K",15.30%,-10.90%,2,-50%,-33.30%,2,100%,-50%,,,,5,-26,-8,104%,3.80%,6.50%,95118
"San Jose, CA - Cambrian-Pioneer",Dec-16,"$1,129K",-12.60%,-13.70%,2,0%,-50%,2,0%,-50%,,,,10,5,0,107.60%,3.60%,8.50%,95118
"San Jose, CA - Carlton",Apr-14,"$1,049K",,,1,,,1,,,,,,10,,,116.70%,,,95136
"San Jose, CA - Carlton",May-14,"$1,049K",0%,,1,0%,,,,,,,,10,0,,116.70%,0%,,95136
"San Jose, CA - Carlton",Jun-14,"$1,049K",0%,,1,0%,,,,,,,,10,0,,116.70%,0%,,95136
"San Jose, CA - Carlton",Oct-14,"$1,302K",,,1,,,1,,,,,,6,,,108.90%,,,95136
"San Jose, CA - Carlton",Nov-14,"$1,302K",0%,,1,0%,,1,0%,,,,,6,0,,108.90%,0%,,95136
"San Jose, CA - Carlton",Dec-14,"$1,302K",0%,,1,0%,,,,,,,,6,0,,108.90%,0%,,95136
"San Jose, CA - Central San Jose",Jan-12,$380K,-2.80%,23.80%,25,8.70%,4.20%,25,-7.40%,0%,22,-8.30%,-45%,107,43,52,96.50%,-2.40%,1.70%,95113
"San Jose, CA - Central San Jose",Feb-12,$380K,0%,5.80%,23,-8%,-11.50%,23,-8%,-32.40%,16,-27.30%,-61.90%,115,8,87,97.10%,0.50%,-2.40%,95113
"San Jose, CA - Central San Jose",Mar-12,$385K,1.30%,7.50%,21,-8.70%,-27.60%,18,-21.70%,-53.80%,14,-12.50%,-64.10%,45,-70,7,97.90%,0.90%,-1.30%,95113
"San Jose, CA - Central San Jose",Apr-12,$381K,-1.20%,6.30%,18,-14.30%,-37.90%,19,5.60%,-52.50%,14,0%,-67.40%,45,0,1,97.50%,-0.40%,-2%,95113
"San Jose, CA - Central San Jose",May-12,$410K,7.80%,18.80%,17,-5.60%,-26.10%,24,26.30%,-31.40%,15,7.10%,-60.50%,34,-12,-23,99.90%,2.40%,2.90%,95113
"San Jose, CA - Central San Jose",Jun-12,$449K,9.50%,19.70%,15,-11.80%,-21.10%,22,-8.30%,-26.70%,11,-26.70%,-70.30%,15,-19,-69,99.70%,-0.20%,4%,95113
"San Jose, CA - Central San Jose",Jul-12,$460K,2.40%,24.30%,17,13.30%,-19%,22,0%,-24.10%,12,9.10%,-69.20%,13,-2,-49,100.50%,0.80%,2.60%,95113
"San Jose, CA - Central San Jose",Aug-12,$460K,0%,27.60%,18,5.90%,-18.20%,20,-9.10%,-31%,13,8.30%,-63.90%,13,-1,-54,102.10%,1.50%,5.60%,95113
"San Jose, CA - Central San Jose",Sep-12,$450K,-2.20%,25%,13,-27.80%,-43.50%,28,40%,-12.50%,18,38.50%,-35.70%,13,1,-49,100.70%,-1.40%,3.10%,95113
"San Jose, CA - Central San Jose",Oct-12,$460K,2.20%,19.30%,14,7.70%,-30%,34,21.40%,21.40%,20,11.10%,-23.10%,9,-4,-7,99%,-1.70%,0.40%,95113
"San Jose, CA - Central San Jose",Nov-12,$499K,8.50%,27.60%,19,35.70%,0%,30,-11.80%,15.40%,13,-35%,-48%,15,6,-49,99%,0%,1.60%,95113
"San Jose, CA - Central San Jose",Dec-12,$472K,-5.40%,20.70%,26,36.80%,13%,25,-16.70%,-7.40%,8,-38.50%,-66.70%,15,0,-49,99.70%,0.70%,0.90%,95113
"San Jose, CA - Central San Jose",Jan-13,$520K,10.20%,36.80%,24,-7.70%,-4%,19,-24%,-24%,12,50%,-45.50%,23,8,-84,100.80%,1%,4.30%,95113
"San Jose, CA - Central San Jose",Feb-13,$525K,1%,38.20%,23,-4.20%,0%,23,21.10%,0%,11,-8.30%,-31.30%,19,-5,-96,103.90%,3.10%,6.80%,95113
"San Jose, CA - Central San Jose",Mar-13,$540K,2.90%,40.30%,18,-21.70%,-14.30%,29,26.10%,61.10%,17,54.50%,21.40%,17,-2,-28,106.80%,2.90%,8.90%,95113
"San Jose, CA - Central San Jose",Apr-13,$550K,1.90%,44.50%,19,5.60%,5.60%,42,44.80%,121.10%,26,52.90%,85.70%,14,-3,-31,106.50%,-0.30%,9%,95113
"San Jose, CA - Central San Jose",May-13,$600K,9.10%,46.30%,20,5.30%,17.60%,49,16.70%,104.20%,25,-3.80%,66.70%,14,-1,-20,102.90%,-3.60%,2.90%,95113
"San Jose, CA - Central San Jose",Jun-13,$600K,0%,33.60%,24,20%,60%,45,-8.20%,104.50%,27,8%,145.50%,16,3,1,100.80%,-2.10%,1.10%,95113
"San Jose, CA - Central San Jose",Jul-13,$600K,0%,30.40%,24,0%,41.20%,44,-2.20%,100%,35,29.60%,191.70%,22,6,9,100.80%,0%,0.20%,95113
"San Jose, CA - Central San Jose",Aug-13,$548K,-8.80%,19%,24,0%,33.30%,40,-9.10%,100%,29,-17.10%,123.10%,19,-4,6,100.80%,0%,-1.30%,95113
"San Jose, CA - Central San Jose",Sep-13,$553K,1%,22.90%,27,12.50%,107.70%,39,-2.50%,39.30%,31,6.90%,72.20%,13,-6,0,103.20%,2.50%,2.60%,95113
"San Jose, CA - Central San Jose",Oct-13,$535K,-3.30%,16.30%,25,-7.40%,78.60%,23,-41%,-32.40%,25,-19.40%,25%,14,1,5,102.10%,-1.10%,3.10%,95113
"San Jose, CA - Central San Jose",Nov-13,$530K,-0.90%,6.20%,19,-24%,0%,16,-30.40%,-46.70%,20,-20%,53.80%,44,30,29,100.90%,-1.20%,1.90%,95113
"San Jose, CA - Central San Jose",Dec-13,$531K,0.20%,12.50%,18,-5.30%,-30.80%,16,0%,-36%,13,-35%,62.50%,101,57,86,95.10%,-5.80%,-4.60%,95113
"San Jose, CA - Central San Jose",Jan-14,$596K,12.20%,14.60%,21,16.70%,-12.50%,25,56.30%,31.60%,16,23.10%,33.30%,76,-25,53,98.50%,3.40%,-2.30%,95113
"San Jose, CA - Central San Jose",Feb-14,$606K,1.70%,15.40%,26,23.80%,13%,28,12%,21.70%,17,6.30%,54.50%,30,-46,12,98.40%,-0.10%,-5.40%,95113
"San Jose, CA - Central San Jose",Mar-14,$580K,-4.30%,7.40%,21,-19.20%,16.70%,29,3.60%,0%,15,-11.80%,-11.80%,22,-8,5,99.50%,1%,-7.30%,95113
"San Jose, CA - Central San Jose",Apr-14,$590K,1.70%,7.30%,19,-9.50%,0%,24,-17.20%,-42.90%,19,26.70%,-26.90%,14,-8,0,99.70%,0.20%,-6.80%,95113
"San Jose, CA - Central San Jose",May-14,$683K,15.70%,13.80%,20,5.30%,0%,26,8.30%,-46.90%,17,-10.50%,-32%,15,1,1,101.60%,1.90%,-1.20%,95113
"San Jose, CA - Central San Jose",Jun-14,$695K,1.80%,15.80%,22,10%,-8.30%,29,11.50%,-35.60%,23,35.30%,-14.80%,16,2,0,100.60%,-1%,-0.20%,95113
"San Jose, CA - Central San Jose",Jul-14,$675K,-2.90%,12.50%,23,4.50%,-4.20%,36,24.10%,-18.20%,31,34.80%,-11.40%,17,1,-5,99.20%,-1.40%,-1.50%,95113
"San Jose, CA - Central San Jose",Aug-14,$630K,-6.70%,15.10%,15,-34.80%,-37.50%,35,-2.80%,-12.50%,34,9.70%,17.20%,17,0,-2,98.90%,-0.40%,-1.90%,95113
"San Jose, CA - Central San Jose",Sep-14,$663K,5.20%,19.80%,14,-6.70%,-48.10%,33,-5.70%,-15.40%,37,8.80%,19.40%,15,-2,2,100.70%,1.90%,-2.50%,95113
"San Jose, CA - Central San Jose",Oct-14,$663K,0.10%,23.90%,15,7.10%,-40%,26,-21.20%,13%,31,-16.20%,24%,25,10,11,99.80%,-0.90%,-2.30%,95113
"San Jose, CA - Central San Jose",Nov-14,$680K,2.60%,28.30%,15,0%,-21.10%,24,-7.70%,50%,29,-6.50%,45%,57,32,13,97.90%,-1.90%,-3%,95113
"San Jose, CA - Central San Jose",Dec-14,$710K,4.40%,33.70%,19,26.70%,5.60%,21,-12.50%,31.30%,22,-24.10%,69.20%,91,34,-11,99.90%,2.10%,4.80%,95113
"San Jose, CA - Central San Jose",Jan-15,$680K,-4.20%,14.10%,21,10.50%,0%,20,-4.80%,-20%,18,-18.20%,12.50%,79,-12,3,99.70%,-0.20%,1.20%,95113
"San Jose, CA - Central San Jose",Feb-15,$679K,-0.20%,12%,26,23.80%,0%,21,5%,-25%,16,-11.10%,-5.90%,57,-22,27,100.30%,0.60%,1.90%,95113
"San Jose, CA - Central San Jose",Mar-15,$608K,-10.50%,4.70%,24,-7.70%,14.30%,19,-9.50%,-34.50%,13,-18.80%,-13.30%,40,-17,18,100%,-0.40%,0.50%,95113
"San Jose, CA - Central San Jose",Apr-15,$730K,20.20%,23.70%,23,-4.20%,21.10%,22,15.80%,-8.30%,12,-7.70%,-36.80%,18,-22,4,102.30%,2.40%,2.60%,95113
"San Jose, CA - Central San Jose",May-15,$785K,7.50%,15%,22,-4.30%,10%,23,4.50%,-11.50%,14,16.70%,-17.60%,25,7,11,102.40%,0.10%,0.80%,95113
"San Jose, CA - Central San Jose",Jun-15,$780K,-0.60%,12.20%,23,4.50%,4.50%,34,47.80%,17.20%,18,28.60%,-21.70%,18,-7,2,101.20%,-1.20%,0.70%,95113
"San Jose, CA - Central San Jose",Jul-15,$755K,-3.20%,11.90%,22,-4.30%,-4.30%,34,0%,-5.60%,15,-16.70%,-51.60%,18,0,1,101.30%,0.10%,2.10%,95113
"San Jose, CA - Central San Jose",Aug-15,$705K,-6.60%,11.90%,22,0%,46.70%,33,-2.90%,-5.70%,18,20%,-47.10%,17,-1,0,100%,-1.30%,1.10%,95113
"San Jose, CA - Central San Jose",Sep-15,$700K,-0.70%,5.70%,17,-22.70%,21.40%,26,-21.20%,-21.20%,15,-16.70%,-59.50%,24,7,9,99.30%,-0.70%,-1.40%,95113
"San Jose, CA - Central San Jose",Oct-15,$713K,1.80%,7.50%,17,0%,13.30%,21,-19.20%,-19.20%,16,6.70%,-48.40%,19,-5,-6,98.30%,-1%,-1.50%,95113
"San Jose, CA - Central San Jose",Nov-15,$720K,1.10%,5.90%,19,11.80%,26.70%,20,-4.80%,-16.70%,16,0%,-44.80%,28,9,-29,99.30%,1%,1.40%,95113
"San Jose, CA - Central San Jose",Dec-15,$825K,14.60%,16.20%,21,10.50%,10.50%,11,-45%,-47.60%,11,-31.30%,-50%,28,0,-63,99.30%,-0.10%,-0.70%,95113
"San Jose, CA - Central San Jose",Jan-16,$802K,-2.80%,17.90%,17,-19%,-19%,15,36.40%,-25%,13,18.20%,-27.80%,41,13,-38,99.30%,0%,-0.40%,95113
"San Jose, CA - Central San Jose",Feb-16,$826K,3%,21.70%,10,-41.20%,-61.50%,13,-13.30%,-38.10%,13,0%,-18.80%,39,-3,-19,99.10%,-0.20%,-1.30%,95113
"San Jose, CA - Central San Jose",Mar-16,$680K,-17.70%,11.90%,13,30%,-45.80%,20,53.80%,5.30%,10,-23.10%,-23.10%,41,3,1,101.40%,2.30%,1.40%,95113
"San Jose, CA - Central San Jose",Apr-16,$690K,1.50%,-5.50%,14,7.70%,-39.10%,23,15%,4.50%,15,50%,25%,31,-10,13,102.80%,1.50%,0.50%,95113
"San Jose, CA - Central San Jose",May-16,$723K,4.70%,-8%,16,14.30%,-27.30%,30,30.40%,30.40%,20,33.30%,42.90%,21,-10,-4,103.20%,0.30%,0.70%,95113
"San Jose, CA - Central San Jose",Jun-16,$823K,13.80%,5.40%,13,-18.80%,-43.50%,29,-3.30%,-14.70%,20,0%,11.10%,9,-12,-9,104.90%,1.70%,3.60%,95113
"San Jose, CA - Central San Jose",Jul-16,$878K,6.70%,16.20%,10,-23.10%,-54.50%,24,-17.20%,-29.40%,16,-20%,6.70%,9,0,-9,104.50%,-0.40%,3.10%,95113
"San Jose, CA - Central San Jose",Aug-16,$860K,-2%,22%,16,60%,-27.30%,16,-33.30%,-51.50%,11,-31.30%,-38.90%,20,11,3,104.30%,-0.20%,4.30%,95113
"San Jose, CA - Central San Jose",Sep-16,$780K,-9.30%,11.40%,15,-6.30%,-11.80%,13,-18.80%,-50%,10,-9.10%,-33.30%,34,14,10,103.20%,-1.10%,3.90%,95113
"San Jose, CA - Central San Jose",Oct-16,$775K,-0.60%,8.80%,18,20%,5.90%,17,30.80%,-19%,14,40%,-12.50%,48,15,29,103.30%,0.20%,5%,95113
"San Jose, CA - Central San Jose",Nov-16,$743K,-4.20%,3.10%,10,-44.40%,-47.40%,19,11.80%,-5%,16,14.30%,0%,25,-24,-4,103.90%,0.60%,4.60%,95113
"San Jose, CA - Central San Jose",Dec-16,$700K,-5.70%,-15.20%,19,90%,-9.50%,17,-10.50%,54.50%,6,-62.50%,-45.50%,46,22,18,100.80%,-3.10%,1.50%,95113
"San Jose, CA - Crossgate",Jul-12,$800K,,,1,,,1,,,,,,21,,,97%,,,95120
"San Jose, CA - Crossgate",Aug-12,$800K,0%,,1,0%,,,,,,,,21,0,,97%,0%,,95120
"San Jose, CA - Crossgate",Sep-12,$800K,0%,,1,0%,,,,,,,,21,0,,97%,0%,,95120
"San Jose, CA - Crossgate",Nov-13,$953K,,,1,,,1,,,,,,24,,,100.30%,,,95120
"San Jose, CA - Crossgate",Dec-13,$953K,0%,,1,0%,,,,,,,,24,0,,100.30%,0%,,95120
"San Jose, CA - Crossgate",Jan-14,$953K,0%,,1,0%,,,,,,,,24,0,,100.30%,0%,,95120
"San Jose, CA - Crossgate",Apr-14,"$1,030K",,,1,,,1,,,,,,32,,,104.20%,,,95120
"San Jose, CA - Crossgate",May-14,"$1,030K",0%,,1,0%,,,,,,,,32,0,,104.20%,0%,,95120
"San Jose, CA - Crossgate",Jun-14,"$1,030K",0%,,1,0%,,,,,,,,32,0,,104.20%,0%,,95120
"San Jose, CA - Crossgate",Mar-16,"$1,300K",,,1,,,,,,,,,37,,,100.90%,,,95120
"San Jose, CA - Crossgate",Apr-16,"$1,300K",0%,,1,0%,,,,,,,,37,0,,100.90%,0%,,95120
"San Jose, CA - Crossgate",May-16,"$1,300K",0%,,1,0%,,,,,,,,37,0,,100.90%,0%,,95120
"San Jose, CA - Cypress-Jurdo",Feb-14,$872K,,,1,,,1,,,1,,,10,,,109.10%,,,95117
"San Jose, CA - Cypress-Jurdo",Mar-14,$872K,0%,,1,0%,,1,0%,,1,0%,,10,0,,109.10%,0%,,95117
"San Jose, CA - Cypress-Jurdo",Apr-14,$810K,-7.10%,,2,100%,,1,0%,,,,,110,100,,105.80%,-3.30%,,95117
"San Jose, CA - Cypress-Jurdo",May-14,$748K,-7.70%,,1,-50%,,,,,,,,209,100,,102.50%,-3.30%,,95117
"San Jose, CA - Cypress-Jurdo",Jun-14,$748K,0%,,1,0%,,,,,,,,209,0,,102.50%,0%,,95117
"San Jose, CA - Cypress-Jurdo",Nov-14,$741K,,,1,,,1,,,,,,49,,,97.60%,,,95117
"San Jose, CA - Cypress-Jurdo",Dec-14,$741K,0%,,1,0%,,1,0%,,,,,49,0,,97.60%,0%,,95117
"San Jose, CA - Cypress-Jurdo",Jan-15,$741K,0%,,1,0%,,,,,,,,49,0,,97.60%,0%,,95117
"San Jose, CA - Cypress-Jurdo",Oct-16,"$1,002K",,,2,,,1,,,,,,62,,,97.80%,,,95117
"San Jose, CA - Cypress-Jurdo",Nov-16,"$1,002K",0%,,2,0%,,1,0%,,,,,62,0,,97.80%,0%,,95117
"San Jose, CA - Cypress-Jurdo",Dec-16,"$1,002K",0%,,2,0%,,1,0%,,,,,62,0,,97.80%,0%,,95117
"San Jose, CA - Downtown San Jose",Jan-12,$413K,8.60%,35.20%,6,20%,-45.50%,10,0%,-37.50%,11,-8.30%,-47.60%,128,-21,77,99.90%,-7.50%,5.20%,95113
"San Jose, CA - Downtown San Jose",Feb-12,$445K,7.90%,21.90%,7,16.70%,-53.30%,6,-40%,-60%,10,-9.10%,-41.20%,107,-21,81,98.50%,-1.40%,-2.90%,95113
"San Jose, CA - Downtown San Jose",Mar-12,$505K,13.50%,40.30%,4,-42.90%,-73.30%,8,33.30%,-42.90%,9,-10%,-35.70%,38,-69,-18,104.40%,5.90%,3.30%,95113
"San Jose, CA - Downtown San Jose",Apr-12,$385K,-23.80%,7.20%,5,25%,-68.80%,9,12.50%,-35.70%,7,-22.20%,-58.80%,33,-5,-43,100.70%,-3.70%,-0.60%,95113
"San Jose, CA - Downtown San Jose",May-12,$385K,0%,4.80%,7,40%,-41.70%,14,55.60%,16.70%,7,0%,-30%,16,-17,-54,100.50%,-0.20%,4%,95113
"San Jose, CA - Downtown San Jose",Jun-12,$410K,6.50%,5.80%,11,57.10%,-8.30%,12,-14.30%,20%,5,-28.60%,-37.50%,11,-6,-63,97.70%,-2.70%,0.50%,95113
"San Jose, CA - Downtown San Jose",Jul-12,$493K,20.10%,23.10%,12,9.10%,9.10%,10,-16.70%,0%,4,-20%,-60%,12,1,-48,99%,1.20%,1.50%,95113
"San Jose, CA - Downtown San Jose",Aug-12,$532K,8%,62.40%,10,-16.70%,42.90%,6,-40%,-40%,5,25%,-54.50%,14,3,-45,99.80%,0.80%,2.70%,95113
"San Jose, CA - Downtown San Jose",Sep-12,$473K,-11.10%,46%,6,-40%,100%,7,16.70%,-46.20%,6,20%,-45.50%,19,5,-15,98.30%,-1.50%,0.30%,95113
"San Jose, CA - Downtown San Jose",Oct-12,$473K,0%,31.70%,4,-33.30%,100%,10,42.90%,-9.10%,7,16.70%,-46.20%,9,-10,-1,101.40%,3.10%,-10%,95113
"San Jose, CA - Downtown San Jose",Nov-12,$517K,9.30%,32.20%,6,50%,500%,10,0%,-23.10%,4,-42.90%,-73.30%,10,1,-1,101%,-0.50%,-32.80%,95113
"San Jose, CA - Downtown San Jose",Dec-12,$566K,9.50%,48.90%,9,50%,80%,9,-10%,-10%,1,-75%,-91.70%,11,1,-138,100.80%,-0.10%,-6.60%,95113
"San Jose, CA - Downtown San Jose",Jan-13,$700K,23.70%,69.70%,7,-22.20%,16.70%,6,-33.30%,-40%,3,200%,-72.70%,15,4,-113,99.60%,-1.20%,-0.30%,95113
"San Jose, CA - Downtown San Jose",Feb-13,$566K,-19.10%,27.20%,7,0%,0%,8,33.30%,33.30%,2,-33.30%,-80%,15,0,-92,105.40%,5.80%,6.90%,95113
"San Jose, CA - Downtown San Jose",Mar-13,$475K,-16.10%,-5.90%,5,-28.60%,25%,12,50%,50%,4,100%,-55.60%,11,-4,-27,110.20%,4.80%,5.80%,95113
"San Jose, CA - Downtown San Jose",Apr-13,$600K,26.30%,55.80%,7,40%,40%,19,58.30%,111.10%,11,175%,57.10%,15,4,-18,107.70%,-2.50%,7%,95113
"San Jose, CA - Downtown San Jose",May-13,$535K,-10.80%,39%,7,0%,0%,19,0%,35.70%,9,-18.20%,28.60%,25,10,9,100.80%,-6.80%,0.40%,95113
"San Jose, CA - Downtown San Jose",Jun-13,$585K,9.30%,42.70%,8,14.30%,-27.30%,19,0%,58.30%,13,44.40%,160%,34,10,24,98.50%,-2.40%,0.70%,95113
"San Jose, CA - Downtown San Jose",Jul-13,$535K,-8.50%,8.60%,7,-12.50%,-41.70%,17,-10.50%,70%,15,15.40%,275%,49,15,38,96.70%,-1.80%,-2.30%,95113
"San Jose, CA - Downtown San Jose",Aug-13,$555K,3.70%,4.30%,9,28.60%,-10%,21,23.50%,250%,13,-13.30%,160%,21,-28,7,101.70%,5%,1.90%,95113
"San Jose, CA - Downtown San Jose",Sep-13,$553K,-0.40%,16.90%,13,44.40%,116.70%,20,-4.80%,185.70%,13,0%,116.70%,12,-9,-7,108.70%,7%,10.40%,95113
"San Jose, CA - Downtown San Jose",Oct-13,$531K,-3.90%,12.30%,14,7.70%,250%,15,-25%,50%,12,-7.70%,71.40%,11,-1,2,108.70%,0%,7.20%,95113
"San Jose, CA - Downtown San Jose",Nov-13,$528K,-0.70%,2%,11,-21.40%,83.30%,7,-53.30%,-30%,7,-41.70%,75%,12,1,2,107.40%,-1.20%,6.50%,95113
"San Jose, CA - Downtown San Jose",Dec-13,$500K,-5.20%,-11.70%,9,-18.20%,0%,4,-42.90%,-55.60%,5,-28.60%,400%,96,84,85,96.60%,-10.80%,-4.20%,95113
"San Jose, CA - Downtown San Jose",Jan-14,$535K,7%,-23.60%,10,11.10%,42.90%,8,100%,33.30%,10,100%,233.30%,107,11,92,97.90%,1.30%,-1.70%,95113
"San Jose, CA - Downtown San Jose",Feb-14,$583K,9%,3%,10,0%,42.90%,12,50%,50%,12,20%,500%,101,-6,86,99.30%,1.40%,-6.10%,95113
"San Jose, CA - Downtown San Jose",Mar-14,$526K,-9.80%,10.70%,5,-50%,0%,13,8.30%,8.30%,8,-33.30%,100%,71,-31,60,102.50%,3.20%,-7.70%,95113
"San Jose, CA - Downtown San Jose",Apr-14,$683K,29.80%,13.80%,6,20%,-14.30%,9,-30.80%,-52.60%,9,12.50%,-18.20%,17,-54,2,102.40%,0%,-5.20%,95113
"San Jose, CA - Downtown San Jose",May-14,$650K,-4.80%,21.50%,9,50%,28.60%,9,0%,-52.60%,10,11.10%,11.10%,13,-4,-12,101.20%,-1.20%,0.40%,95113
"San Jose, CA - Downtown San Jose",Jun-14,$600K,-7.70%,2.60%,10,11.10%,25%,11,22.20%,-42.10%,10,0%,-23.10%,15,2,-19,100.70%,-0.50%,2.20%,95113
"San Jose, CA - Downtown San Jose",Jul-14,$615K,2.50%,15%,10,0%,42.90%,17,54.50%,0%,15,50%,0%,17,2,-32,99.90%,-0.80%,3.30%,95113
"San Jose, CA - Downtown San Jose",Aug-14,$623K,1.20%,12.20%,6,-40%,-33.30%,18,5.90%,-14.30%,18,20%,38.50%,20,3,-2,100.70%,0.80%,-1%,95113
"San Jose, CA - Downtown San Jose",Sep-14,$675K,8.40%,22.10%,9,50%,-30.80%,15,-16.70%,-25%,14,-22.20%,7.70%,20,1,8,101%,0.40%,-7.60%,95113
"San Jose, CA - Downtown San Jose",Oct-14,$730K,8.10%,37.40%,7,-22.20%,-50%,10,-33.30%,-33.30%,12,-14.30%,0%,20,0,9,101.90%,0.80%,-6.80%,95113
"San Jose, CA - Downtown San Jose",Nov-14,$730K,0%,38.40%,7,0%,-36.40%,7,-30%,0%,11,-8.30%,57.10%,34,14,22,99.80%,-2%,-7.60%,95113
