Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY ,Zip Code
"San Jose, CA - Cedarville-Giannotta",16-Sep,$720K,15.10%,1.50%,2,-33.30%,-71.40%,5,25.00%,0.00%,2,0.00%,,21,5,12,100.70%,-3.20%,-7.20%,95133
"San Jose, CA - Cedarville-Giannotta",16-Oct,$765K,6.30%,10.20%,3,50.00%,-50.00%,4,-20.00%,-33.30%,1,-50.00%,-66.70%,32,11,20,101.20%,0.50%,-7.80%,95133
"San Jose, CA - Cedarville-Giannotta",16-Nov,$765K,0.00%,15.90%,3,0.00%,0.00%,2,-50.00%,-66.70%,,,,11,-21,-7,103.40%,2.20%,-4.70%,95133
"San Jose, CA - Cedarville-Giannotta",16-Dec,$716K,-6.40%,41.50%,4,33.30%,-20.00%,1,-50.00%,-80.00%,,,,62,51,50,101.40%,-2.00%,-8.70%,95133
"San Jose, CA - Central San Jose",12-Jan,$363K,0.90%,-4.30%,15,-11.80%,-37.50%,18,0.00%,28.60%,14,-26.30%,-33.30%,61,-7,-9,98.90%,-0.50%,0.30%,95113
"San Jose, CA - Central San Jose",12-Feb,$346K,-4.70%,-6.20%,15,0.00%,-34.80%,14,-22.20%,27.30%,13,-7.10%,-35.00%,31,-30,-68,98.50%,-0.30%,-0.20%,95113
"San Jose, CA - Central San Jose",12-Mar,$338K,-2.50%,-3.80%,14,-6.70%,-17.60%,15,7.10%,36.40%,14,7.70%,-22.20%,16,-15,-83,98.20%,-0.30%,-2.00%,95113
"San Jose, CA - Central San Jose",12-Apr,$346K,2.50%,-1.40%,15,7.10%,15.40%,20,33.30%,81.80%,17,21.40%,-5.60%,14,-2,-57,98.60%,0.40%,-0.80%,95113
"San Jose, CA - Central San Jose",12-May,$365K,5.50%,4.30%,14,-6.70%,27.30%,31,55.00%,121.40%,13,-23.50%,-18.80%,17,3,-45,98.90%,0.30%,-0.50%,95113
"San Jose, CA - Central San Jose",12-Jun,$401K,9.90%,14.60%,17,21.40%,13.30%,28,-9.70%,55.60%,11,-15.40%,-42.10%,15,-2,-58,101.90%,3.00%,4.70%,95113
"San Jose, CA - Central San Jose",12-Jul,$440K,9.70%,25.70%,29,70.60%,93.30%,28,0.00%,33.30%,12,9.10%,-50.00%,31,16,-152,100.90%,-1.00%,2.70%,95113
"San Jose, CA - Central San Jose",12-Aug,$440K,0.00%,19.10%,30,3.40%,87.50%,16,-42.90%,-20.00%,8,-33.30%,-61.90%,18,-13,-166,101.40%,0.50%,3.30%,95113
"San Jose, CA - Central San Jose",12-Sep,$440K,0.00%,18.90%,28,-6.70%,154.50%,14,-12.50%,-22.20%,6,-25.00%,-70.00%,26,8,-184,101.90%,0.50%,3.10%,95113
"San Jose, CA - Central San Jose",12-Oct,$411K,-6.60%,11.40%,19,-32.10%,111.10%,10,-28.60%,-23.10%,8,33.30%,-57.90%,19,-7,-120,103.00%,1.10%,4.10%,95113
"San Jose, CA - Central San Jose",12-Nov,$406K,-1.20%,12.90%,18,-5.30%,63.60%,11,10.00%,-35.30%,2,-75.00%,-88.20%,21,2,-33,103.40%,0.40%,3.90%,95113
"San Jose, CA - Central San Jose",12-Dec,$445K,9.60%,23.70%,19,5.60%,11.80%,14,27.30%,-22.20%,4,100.00%,-78.90%,20,-1,-48,101.40%,-2.00%,2.10%,95113
"San Jose, CA - Central San Jose",13-Jan,$420K,-5.60%,15.70%,19,0.00%,26.70%,17,21.40%,-5.60%,5,25.00%,-64.30%,18,-2,-43,102.30%,0.90%,3.50%,95113
"San Jose, CA - Central San Jose",13-Feb,$448K,6.50%,29.30%,20,5.30%,33.30%,17,0.00%,21.40%,3,-40.00%,-76.90%,21,3,-10,102.60%,0.20%,4.10%,95113
"San Jose, CA - Central San Jose",13-Mar,$445K,-0.60%,31.80%,15,-25.00%,7.10%,15,-11.80%,0.00%,2,-33.30%,-85.70%,13,-8,-3,104.30%,1.70%,6.00%,95113
"San Jose, CA - Central San Jose",13-Apr,$497K,11.70%,43.60%,14,-6.70%,-6.70%,15,0.00%,-25.00%,5,150.00%,-70.60%,17,4,3,103.70%,-0.50%,5.10%,95113
"San Jose, CA - Central San Jose",13-May,$472K,-5.00%,29.30%,14,0.00%,0.00%,19,26.70%,-38.70%,4,-20.00%,-69.20%,13,-4,-4,105.10%,1.40%,6.20%,95113
"San Jose, CA - Central San Jose",13-Jun,$530K,12.30%,32.20%,20,42.90%,17.60%,27,42.10%,-3.60%,3,-25.00%,-72.70%,13,0,-2,105.50%,0.40%,3.60%,95113
"San Jose, CA - Central San Jose",13-Jul,$512K,-3.40%,16.40%,24,20.00%,-17.20%,29,7.40%,3.60%,7,133.30%,-41.70%,10,-3,-21,105.40%,-0.10%,4.50%,95113
"San Jose, CA - Central San Jose",13-Aug,$540K,5.50%,22.70%,27,12.50%,-10.00%,37,27.60%,131.30%,15,114.30%,87.50%,10,-1,-9,104.60%,-0.80%,3.20%,95113
"San Jose, CA - Central San Jose",13-Sep,$540K,0.00%,22.70%,25,-7.40%,-10.70%,32,-13.50%,128.60%,9,-40.00%,50.00%,10,1,-16,104.00%,-0.60%,2.10%,95113
"San Jose, CA - Central San Jose",13-Oct,$570K,5.60%,38.70%,25,0.00%,31.60%,29,-9.40%,190.00%,4,-55.60%,-50.00%,12,2,-7,103.90%,-0.10%,0.90%,95113
"San Jose, CA - Central San Jose",13-Nov,$555K,-2.60%,36.70%,24,-4.00%,33.30%,16,-44.80%,45.50%,3,-25.00%,50.00%,16,4,-5,103.30%,-0.50%,-0.10%,95113
"San Jose, CA - Central San Jose",13-Dec,$555K,0.00%,24.70%,20,-16.70%,5.30%,11,-31.30%,-21.40%,3,0.00%,-25.00%,16,0,-4,102.30%,-1.00%,0.90%,95113
"San Jose, CA - Central San Jose",14-Jan,$550K,-0.90%,31.00%,13,-35.00%,-31.60%,8,-27.30%,-52.90%,6,100.00%,20.00%,15,-1,-3,102.00%,-0.40%,-0.40%,95113
"San Jose, CA - Central San Jose",14-Feb,$460K,-16.40%,2.80%,5,-61.50%,-75.00%,9,12.50%,-47.10%,7,16.70%,133.30%,13,-2,-8,100.90%,-1.10%,-1.70%,95113
"San Jose, CA - Central San Jose",14-Mar,$512K,11.40%,15.10%,4,-20.00%,-73.30%,14,55.60%,-6.70%,8,14.30%,300.00%,7,-6,-6,101.70%,0.90%,-2.50%,95113
"San Jose, CA - Central San Jose",14-Apr,$559K,9.10%,12.50%,12,200.00%,-14.30%,23,64.30%,53.30%,10,25.00%,100.00%,10,3,-7,102.70%,0.90%,-1.10%,95113
"San Jose, CA - Central San Jose",14-May,$570K,2.00%,20.80%,19,58.30%,35.70%,28,21.70%,47.40%,8,-20.00%,100.00%,12,2,-1,102.50%,-0.20%,-2.60%,95113
"San Jose, CA - Central San Jose",14-Jun,$600K,5.30%,13.20%,29,52.60%,45.00%,33,17.90%,22.20%,8,0.00%,166.70%,13,1,0,102.40%,-0.10%,-3.10%,95113
"San Jose, CA - Central San Jose",14-Jul,$603K,0.50%,17.80%,26,-10.30%,8.30%,29,-12.10%,0.00%,9,12.50%,28.60%,13,-1,3,102.00%,-0.30%,-3.40%,95113
"San Jose, CA - Central San Jose",14-Aug,$611K,1.20%,13.10%,26,0.00%,-3.70%,33,13.80%,-10.80%,11,22.20%,-26.70%,13,1,4,102.40%,0.40%,-2.10%,95113
"San Jose, CA - Central San Jose",14-Sep,$584K,-4.30%,8.10%,24,-7.70%,-4.00%,28,-15.20%,-12.50%,11,0.00%,22.20%,13,-1,3,101.60%,-0.80%,-2.40%,95113
"San Jose, CA - Central San Jose",14-Oct,$602K,3.10%,5.60%,25,4.20%,0.00%,23,-17.90%,-20.70%,10,-9.10%,150.00%,20,8,8,101.00%,-0.60%,-2.80%,95113
"San Jose, CA - Central San Jose",14-Nov,$592K,-1.70%,6.60%,23,-8.00%,-4.20%,12,-47.80%,-25.00%,9,-10.00%,200.00%,20,0,4,100.30%,-0.70%,-3.00%,95113
"San Jose, CA - Central San Jose",14-Dec,$599K,1.20%,7.90%,20,-13.00%,0.00%,8,-33.30%,-27.30%,5,-44.40%,66.70%,25,5,9,100.20%,-0.10%,-2.10%,95113
"San Jose, CA - Central San Jose",15-Jan,$581K,-3.00%,5.60%,13,-35.00%,0.00%,7,-12.50%,-12.50%,5,0.00%,-16.70%,26,1,11,100.40%,0.20%,-1.50%,95113
"San Jose, CA - Central San Jose",15-Feb,$635K,9.40%,38.00%,10,-23.10%,100.00%,13,85.70%,44.40%,6,20.00%,-14.30%,42,16,29,99.70%,-0.70%,-1.10%,95113
"San Jose, CA - Central San Jose",15-Mar,$615K,-3.10%,20.00%,14,40.00%,250.00%,28,115.40%,100.00%,7,16.70%,-12.50%,16,-27,9,102.20%,2.50%,0.50%,95113
"San Jose, CA - Central San Jose",15-Apr,$665K,8.10%,18.90%,30,114.30%,150.00%,37,32.10%,60.90%,9,28.60%,-10.00%,11,-5,1,103.60%,1.40%,0.90%,95113
"San Jose, CA - Central San Jose",15-May,$665K,0.00%,16.70%,38,26.70%,100.00%,44,18.90%,57.10%,9,0.00%,12.50%,10,-1,-2,105.00%,1.40%,2.50%,95113
"San Jose, CA - Central San Jose",15-Jun,$675K,1.50%,12.50%,37,-2.60%,27.60%,36,-18.20%,9.10%,9,0.00%,12.50%,11,1,-2,105.80%,0.80%,3.50%,95113
"San Jose, CA - Central San Jose",15-Jul,$678K,0.40%,12.40%,28,-24.30%,7.70%,35,-2.80%,20.70%,9,0.00%,0.00%,12,1,-1,106.30%,0.50%,4.30%,95113
"San Jose, CA - Central San Jose",15-Aug,$685K,1.10%,12.20%,33,17.90%,26.90%,27,-22.90%,-18.20%,7,-22.20%,-36.40%,14,2,1,104.30%,-2.00%,1.90%,95113
"San Jose, CA - Central San Jose",15-Sep,$690K,0.70%,18.20%,29,-12.10%,20.80%,26,-3.70%,-7.10%,7,0.00%,-36.40%,13,-2,0,104.50%,0.20%,2.90%,95113
"San Jose, CA - Central San Jose",15-Oct,$695K,0.70%,15.40%,29,0.00%,16.00%,18,-30.80%,-21.70%,5,-28.60%,-50.00%,15,2,-6,104.90%,0.40%,3.90%,95113
"San Jose, CA - Central San Jose",15-Nov,$690K,-0.70%,16.60%,17,-41.40%,-26.10%,17,-5.60%,41.70%,6,20.00%,-33.30%,26,12,6,105.80%,0.90%,5.40%,95113
"San Jose, CA - Central San Jose",15-Dec,$703K,1.80%,17.30%,14,-17.60%,-30.00%,12,-29.40%,50.00%,3,-50.00%,-40.00%,27,1,2,105.50%,-0.30%,5.20%,95113
"San Jose, CA - Central San Jose",16-Jan,$685K,-2.50%,18.00%,14,0.00%,7.70%,18,50.00%,157.10%,6,100.00%,20.00%,11,-17,-16,103.70%,-1.70%,3.30%,95113
"San Jose, CA - Central San Jose",16-Feb,$727K,6.10%,14.50%,17,21.40%,70.00%,16,-11.10%,23.10%,4,-33.30%,-33.30%,9,-2,-33,105.40%,1.70%,5.70%,95113
"San Jose, CA - Central San Jose",16-Mar,$740K,1.80%,20.30%,20,17.60%,42.90%,18,12.50%,-35.70%,3,-25.00%,-57.10%,9,0,-7,104.90%,-0.50%,2.70%,95113
"San Jose, CA - Central San Jose",16-Apr,$747K,0.90%,12.30%,16,-20.00%,-46.70%,14,-22.20%,-62.20%,7,133.30%,-22.20%,10,1,-1,105.30%,0.40%,1.70%,95113
"San Jose, CA - Central San Jose",16-May,$760K,1.80%,14.30%,13,-18.80%,-65.80%,17,21.40%,-61.40%,10,42.90%,11.10%,17,7,7,104.00%,-1.30%,-1.10%,95113
"San Jose, CA - Central San Jose",16-Jun,$713K,-6.20%,5.60%,13,0.00%,-64.90%,22,29.40%,-38.90%,12,20.00%,33.30%,27,11,16,103.20%,-0.80%,-2.60%,95113
"San Jose, CA - Central San Jose",16-Jul,$755K,5.90%,11.40%,18,38.50%,-35.70%,22,0.00%,-37.10%,7,-41.70%,-22.20%,28,1,16,103.00%,-0.20%,-3.30%,95113
"San Jose, CA - Central San Jose",16-Aug,$750K,-0.70%,9.50%,21,16.70%,-36.40%,21,-4.50%,-22.20%,8,14.30%,14.30%,28,1,14,103.10%,0.10%,-1.20%,95113
"San Jose, CA - Central San Jose",16-Sep,$750K,0.00%,8.70%,18,-14.30%,-37.90%,16,-23.80%,-38.50%,7,-12.50%,0.00%,29,1,17,103.20%,0.10%,-1.30%,95113
"San Jose, CA - Central San Jose",16-Oct,$729K,-2.80%,4.90%,12,-33.30%,-58.60%,19,18.80%,5.60%,11,57.10%,120.00%,27,-2,13,102.70%,-0.50%,-2.20%,95113
"San Jose, CA - Central San Jose",16-Nov,$725K,-0.50%,5.10%,12,0.00%,-29.40%,13,-31.60%,-23.50%,3,-72.70%,-50.00%,32,5,6,101.80%,-0.90%,-4.00%,95113
"San Jose, CA - Central San Jose",16-Dec,$725K,0.00%,3.20%,15,25.00%,7.10%,9,-30.80%,-25.00%,1,-66.70%,-66.70%,40,8,13,101.10%,-0.70%,-4.30%,95113
"San Jose, CA - Chaboya",12-Apr,$443K,,28.30%,2,,100.00%,,,,,,,161,,111,100.10%,,4.00%,95135
"San Jose, CA - Chaboya",12-May,$443K,0.00%,28.30%,2,0.00%,-33.30%,,,,,,,161,0,111,100.10%,0.00%,1.10%,95135
"San Jose, CA - Chaboya",12-Jun,$443K,0.00%,28.30%,2,0.00%,-33.30%,,,,,,,161,0,111,100.10%,0.00%,1.10%,95135
"San Jose, CA - Chaboya",12-Aug,$360K,,-35.70%,1,,-66.70%,,,,,,,4,,-32,107.50%,,8.20%,95135
"San Jose, CA - Chaboya",12-Sep,$360K,0.00%,-33.30%,1,0.00%,-75.00%,,,,,,,4,0,-29,107.50%,0.00%,8.50%,95135
"San Jose, CA - Chaboya",12-Oct,$360K,0.00%,-34.90%,1,0.00%,-75.00%,,,,,,,4,0,-22,107.50%,0.00%,6.40%,95135
"San Jose, CA - Chaboya",13-Mar,$640K,,,1,,,2,,,,,,5,,,100.30%,,,95135
"San Jose, CA - Chaboya",13-Apr,$643K,0.40%,45.20%,2,100.00%,0.00%,2,0.00%,,,,,6,1,-155,102.30%,2.00%,2.30%,95135
"San Jose, CA - Chaboya",13-May,$643K,0.00%,45.20%,2,0.00%,0.00%,1,-50.00%,,,,,6,0,-155,102.30%,0.00%,2.30%,95135
"San Jose, CA - Chaboya",13-Jun,$670K,4.30%,51.40%,2,0.00%,0.00%,2,100.00%,,1,,,9,3,-152,103.40%,1.10%,3.40%,95135
"San Jose, CA - Chaboya",13-Jul,$695K,3.70%,,1,-50.00%,,2,0.00%,,1,0.00%,,11,2,,102.50%,-0.90%,,95135
"San Jose, CA - Chaboya",13-Aug,$695K,0.00%,93.10%,1,0.00%,0.00%,1,-50.00%,,,,,11,0,7,102.50%,0.00%,-5.00%,95135
"San Jose, CA - Chaboya",13-Oct,$642K,,78.30%,3,,200.00%,4,,,2,,,36,,32,99.60%,,-7.80%,95135
"San Jose, CA - Chaboya",13-Nov,$656K,2.20%,,4,33.30%,,4,0.00%,,1,-50.00%,,16,-20,,101.20%,1.50%,,95135
"San Jose, CA - Chaboya",13-Dec,$650K,-1.00%,,6,50.00%,,3,-25.00%,,,,,23,7,,100.90%,-0.20%,,95135
"San Jose, CA - Chaboya",14-Jan,$658K,1.20%,,3,-50.00%,,2,-33.30%,,,,,20,-3,,102.30%,1.30%,,95135
"San Jose, CA - Chaboya",14-Feb,$665K,1.10%,,4,33.30%,,2,0.00%,,,,,19,-1,,100.60%,-1.70%,,95135
"San Jose, CA - Chaboya",14-Mar,$700K,5.30%,9.40%,2,-50.00%,100.00%,3,50.00%,50.00%,,,,17,-3,12,100.60%,0.10%,0.30%,95135
"San Jose, CA - Chaboya",14-Apr,$692K,-1.10%,7.70%,3,50.00%,50.00%,2,-33.30%,0.00%,1,,,14,-3,8,102.20%,1.50%,-0.20%,95135
"San Jose, CA - Chaboya",14-May,$692K,0.00%,7.70%,1,-66.70%,-50.00%,2,0.00%,100.00%,1,0.00%,,9,-5,3,105.20%,3.00%,2.80%,95135
"San Jose, CA - Chaboya",14-Jun,$692K,0.00%,3.30%,1,0.00%,-50.00%,2,0.00%,0.00%,,,,9,0,0,105.20%,0.00%,1.70%,95135
"San Jose, CA - Chaboya",14-Jul,$663K,-4.20%,-4.60%,1,0.00%,0.00%,1,-50.00%,-50.00%,,,,16,7,5,99.00%,-6.20%,-3.60%,95135
"San Jose, CA - Chaboya",14-Aug,$663K,0.00%,-4.60%,1,0.00%,0.00%,1,0.00%,0.00%,,,,16,0,5,99.00%,0.00%,-3.60%,95135
"San Jose, CA - Chaboya",14-Sep,$663K,0.00%,,1,0.00%,,,,,,,,16,0,,99.00%,0.00%,,95135
"San Jose, CA - Chaboya",15-Aug,$805K,,21.40%,3,,200.00%,6,,500.00%,2,,,45,,29,99.00%,,0.10%,95135
"San Jose, CA - Chaboya",15-Sep,$745K,-7.50%,12.40%,5,66.70%,400.00%,6,0.00%,,1,-50.00%,,21,-24,5,99.30%,0.30%,0.30%,95135
"San Jose, CA - Chaboya",15-Oct,$749K,0.50%,,7,40.00%,,3,-50.00%,,,,,21,0,,99.60%,0.40%,,95135
"San Jose, CA - Chaboya",15-Nov,$747K,-0.30%,,4,-42.90%,,1,-66.70%,,,,,19,-3,,100.10%,0.50%,,95135
"San Jose, CA - Chaboya",15-Dec,$764K,2.20%,,2,-50.00%,,,,,,,,38,19,,100.50%,0.40%,,95135
"San Jose, CA - Chaboya",16-Mar,$676K,,,1,,,2,,,,,,11,,,105.60%,,,95135
"San Jose, CA - Chaboya",16-Apr,$743K,9.90%,,2,100.00%,,3,50.00%,,1,,,11,0,,104.20%,-1.50%,,95135
"San Jose, CA - Chaboya",16-May,$743K,0.00%,,2,0.00%,,3,0.00%,,,,,11,0,,104.20%,0.00%,,95135
"San Jose, CA - Chaboya",16-Jun,$805K,8.30%,,3,50.00%,,2,-33.30%,,,,,11,0,,102.50%,-1.60%,,95135
"San Jose, CA - Chaboya",16-Jul,$791K,-1.70%,,2,-33.30%,,2,0.00%,,1,,,13,2,,102.50%,-0.10%,,95135
"San Jose, CA - Chaboya",16-Aug,$791K,0.00%,-1.70%,2,0.00%,-33.30%,1,-50.00%,-83.30%,,,,13,0,-32,102.50%,0.00%,3.50%,95135
"San Jose, CA - Cherrywood",12-Mar,$227K,,,1,,,,,,,,,54,,,98.70%,,,95118
"San Jose, CA - Cherrywood",12-Apr,$227K,0.00%,,1,0.00%,,1,,,,,,54,0,,98.70%,0.00%,,95118
"San Jose, CA - Cherrywood",12-May,$227K,0.00%,,1,0.00%,,1,0.00%,,,,,54,0,,98.70%,0.00%,,95118
"San Jose, CA - Cherrywood",12-Jun,$485K,113.70%,,1,0.00%,,1,0.00%,,,,,21,-33,,99.00%,0.30%,,95118
"San Jose, CA - Cherrywood",12-Jul,$485K,0.00%,,1,0.00%,,,,,,,,21,0,,99.00%,0.00%,,95118
"San Jose, CA - Cherrywood",12-Aug,$485K,0.00%,,1,0.00%,,,,,,,,21,0,,99.00%,0.00%,,95118
"San Jose, CA - Cherrywood",13-May,$666K,,193.20%,1,,0.00%,4,,300.00%,2,,,7,,-47,110.90%,,12.20%,95118
"San Jose, CA - Cherrywood",13-Jun,$645K,-3.10%,32.90%,2,100.00%,100.00%,4,0.00%,300.00%,,,,7,0,-14,107.50%,-3.50%,8.50%,95118
"San Jose, CA - Cherrywood",13-Jul,$624K,-3.20%,28.70%,3,50.00%,200.00%,3,-25.00%,,,,,7,0,-14,105.90%,-1.50%,6.90%,95118
"San Jose, CA - Cherrywood",13-Aug,$585K,-6.30%,20.50%,2,-33.30%,100.00%,2,-33.30%,,2,,,15,8,-6,103.40%,-2.50%,4.40%,95118
"San Jose, CA - Cherrywood",13-Sep,$545K,-6.80%,,1,-50.00%,,2,0.00%,,1,-50.00%,,23,8,,102.90%,-0.60%,,95118
"San Jose, CA - Cherrywood",13-Oct,$604K,10.80%,,1,0.00%,,2,0.00%,,,,,33,10,,95.90%,-7.00%,,95118
"San Jose, CA - Cherrywood",13-Nov,$613K,1.50%,,2,100.00%,,,,,,,,42,9,,99.80%,3.90%,,95118
"San Jose, CA - Cherrywood",13-Dec,$613K,0.00%,,2,0.00%,,,,,,,,42,0,,99.80%,0.00%,,95118
"San Jose, CA - Cherrywood",14-Jan,$622K,1.50%,,1,-50.00%,,,,,,,,51,9,,103.70%,3.90%,,95118
"San Jose, CA - Cherrywood",14-Apr,$656K,,,1,,,3,,,1,,,11,,,109.50%,,,95118
"San Jose, CA - Cherrywood",14-May,$656K,0.00%,-1.40%,3,200.00%,200.00%,3,0.00%,-25.00%,,,,11,0,4,109.50%,-0.10%,-1.50%,95118
"San Jose, CA - Cherrywood",14-Jun,$656K,0.00%,1.70%,3,0.00%,50.00%,4,33.30%,0.00%,1,,,11,0,4,109.50%,0.00%,2.00%,95118
"San Jose, CA - Cherrywood",14-Jul,$653K,-0.50%,4.60%,4,33.30%,33.30%,4,0.00%,33.30%,1,0.00%,,9,-3,2,105.90%,-3.60%,0.00%,95118
"San Jose, CA - Cherrywood",14-Aug,$648K,-0.80%,10.90%,3,-25.00%,50.00%,4,0.00%,100.00%,,,,8,-1,-7,101.90%,-4.00%,-1.50%,95118
"San Jose, CA - Cherrywood",14-Sep,$648K,0.00%,18.90%,3,0.00%,200.00%,1,-75.00%,-50.00%,,,,8,0,-15,101.90%,0.00%,-1.00%,95118
"San Jose, CA - Cherrywood",14-Oct,$658K,1.50%,8.90%,2,-33.30%,100.00%,,,,,,,32,24,-1,101.40%,-0.50%,5.50%,95118
"San Jose, CA - Cherrywood",14-Nov,$670K,1.90%,9.30%,1,-50.00%,-50.00%,,,,,,,47,15,5,101.80%,0.40%,2.00%,95118
"San Jose, CA - Cherrywood",14-Dec,$670K,0.00%,9.30%,1,0.00%,-50.00%,,,,,,,47,0,5,101.80%,0.00%,2.00%,95118
"San Jose, CA - Cherrywood",15-Apr,$730K,,11.30%,1,,0.00%,1,,-66.70%,,,,10,,-1,112.30%,,2.80%,95118
"San Jose, CA - Cherrywood",15-May,$730K,0.00%,11.30%,1,0.00%,-66.70%,,,,,,,10,0,-1,112.30%,0.00%,2.90%,95118
"San Jose, CA - Cherrywood",15-Jun,$730K,0.00%,11.30%,1,0.00%,-66.70%,,,,,,,10,0,-1,112.30%,0.00%,2.90%,95118
"San Jose, CA - Cherrywood",16-Mar,$790K,,,1,,,1,,,,,,20,,,98.90%,,,95118
"San Jose, CA - Cherrywood",16-Apr,$790K,0.00%,8.20%,1,0.00%,0.00%,,,,,,,20,0,10,98.90%,0.00%,-13.40%,95118
"San Jose, CA - Cherrywood",16-May,$790K,0.00%,8.20%,1,0.00%,0.00%,1,,,,,,20,0,10,98.90%,0.00%,-13.40%,95118
"San Jose, CA - Cherrywood",16-Jun,$700K,-11.40%,-4.10%,1,0.00%,0.00%,1,0.00%,,,,,20,0,10,97.90%,-1.00%,-14.40%,95118
"San Jose, CA - Cherrywood",16-Jul,$700K,0.00%,,1,0.00%,,1,0.00%,,,,,20,0,,97.90%,0.00%,,95118
"San Jose, CA - Cherrywood",16-Aug,$700K,0.00%,,1,0.00%,,,,,,,,20,0,,97.90%,0.00%,,95118
"San Jose, CA - Cherrywood",16-Dec,$740K,,,1,,,2,,,1,,,43,,,105.70%,,,95118
"San Jose, CA - Commodore",12-Nov,$575K,,,1,,,1,,,,,,36,,,99.60%,,,95133
"San Jose, CA - Commodore",12-Dec,$575K,0.00%,,3,200.00%,,,,,,,,32,-4,,99.60%,0.00%,,95133
"San Jose, CA - Commodore",13-Jan,$575K,0.00%,,4,33.30%,,2,,,,,,32,0,,99.70%,0.10%,,95133
"San Jose, CA - Commodore",13-Feb,$575K,0.00%,,3,-25.00%,,2,0.00%,,,,,32,0,,99.70%,0.00%,,95133
"San Jose, CA - Commodore",13-Mar,$509K,-11.60%,,3,0.00%,,2,0.00%,,,,,6,-26,,100.00%,0.20%,,95133
"San Jose, CA - Commodore",13-Apr,$546K,7.30%,,2,-33.30%,,,,,,,,6,0,,100.00%,0.00%,,95133
"San Jose, CA - Commodore",13-May,$546K,0.00%,,2,0.00%,,,,,,,,6,0,,100.00%,0.00%,,95133
"San Jose, CA - Commodore",13-Dec,$582K,,1.20%,2,,-33.30%,,,,1,,,37,,5,99.30%,,-0.30%,95133
"San Jose, CA - Commodore",14-Jan,$583K,0.10%,1.30%,3,50.00%,-25.00%,,,,,,,61,25,29,99.30%,0.00%,-0.40%,95133
"San Jose, CA - Commodore",14-Feb,$583K,0.00%,1.40%,3,0.00%,0.00%,1,,-50.00%,1,,,61,0,29,99.30%,0.00%,-0.50%,95133
"San Jose, CA - Commodore",14-Mar,$676K,15.90%,32.90%,1,-66.70%,-66.70%,1,0.00%,-50.00%,,,,151,90,145,99.20%,-0.10%,-0.80%,95133
"San Jose, CA - Commodore",14-Apr,$700K,3.60%,28.20%,1,0.00%,-50.00%,3,200.00%,,,,,50,-101,44,100.00%,0.80%,0.00%,95133
"San Jose, CA - Commodore",14-May,$730K,4.30%,33.70%,2,100.00%,0.00%,2,-33.30%,,,,,32,-18,26,102.90%,2.90%,2.90%,95133
"San Jose, CA - Commodore",14-Jun,$700K,-4.10%,,3,50.00%,,2,0.00%,,,,,14,-18,,102.40%,-0.50%,,95133
"San Jose, CA - Commodore",14-Jul,$713K,1.80%,,2,-33.30%,,1,-50.00%,,1,,,14,-1,,103.60%,1.20%,,95133
"San Jose, CA - Commodore",14-Aug,$665K,-6.70%,,1,-50.00%,,1,0.00%,,,,,13,-1,,101.40%,-2.20%,,95133
"San Jose, CA - Commodore",14-Nov,$762K,,,1,,,5,,,,,,33,,,99.70%,,,95133
"San Jose, CA - Commodore",14-Dec,$683K,-10.40%,17.20%,3,200.00%,50.00%,3,-40.00%,,,,,33,0,-4,98.50%,-1.10%,-0.80%,95133
"San Jose, CA - Commodore",15-Jan,$683K,0.00%,17.10%,5,66.70%,66.70%,,,,,,,14,-19,-47,97.90%,-0.70%,-1.40%,95133
"San Jose, CA - Commodore",15-Feb,$680K,-0.40%,16.70%,4,-20.00%,33.30%,,,,,,,14,0,-47,97.40%,-0.40%,-1.80%,95133
"San Jose, CA - Commodore",15-Mar,$665K,-2.20%,-1.60%,2,-50.00%,100.00%,,,,,,,13,-1,-138,96.90%,-0.60%,-2.30%,95133
"San Jose, CA - Commodore",15-May,$675K,,-7.50%,1,,-50.00%,2,,0.00%,,,,12,,-20,104.20%,,1.20%,95133
"San Jose, CA - Commodore",15-Jun,$675K,0.00%,-3.60%,1,0.00%,-66.70%,2,0.00%,0.00%,,,,12,0,-2,104.20%,0.00%,1.80%,95133
"San Jose, CA - Commodore",15-Jul,$675K,0.00%,-5.30%,1,0.00%,-50.00%,2,0.00%,100.00%,1,,0.00%,12,0,-2,104.20%,0.00%,0.60%,95133
"San Jose, CA - Commodore",15-Aug,$760K,12.60%,14.30%,1,0.00%,0.00%,2,0.00%,100.00%,,,,11,-1,-2,101.60%,-2.60%,0.20%,95133
"San Jose, CA - Commodore",15-Sep,$760K,0.00%,,1,0.00%,,4,100.00%,,2,,,11,0,,101.60%,0.00%,,95133
"San Jose, CA - Commodore",15-Oct,$776K,2.10%,,2,100.00%,,4,0.00%,,1,-50.00%,,11,0,,103.70%,2.10%,,95133
"San Jose, CA - Commodore",15-Nov,$830K,7.00%,9.00%,3,50.00%,200.00%,4,0.00%,-20.00%,1,0.00%,,11,0,-22,106.10%,2.40%,6.50%,95133
