,Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY,Zip Code,property_type,property_type_num,location,city,state,neighborhood,neighborhood_num,long,lat,Median_Sale_Price_Bin
4080,"San Jose, CA - McKay-Ringwood",13-Aug,620000,-5.1,27.2,10.0,-16.7,66.7,9.0,-40.0,0.0,1.0,-66.7,-85.7,16.0,6.0,7.0,107.5,-2.3,2.4,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4081,"San Jose, CA - McKay-Ringwood",13-Sep,620000,0.0,45.5,8.0,-20.0,166.7,5.0,-44.4,-50.0,1.0,-66.7,-85.7,17.0,1.0,7.0,105.8,-1.7,2.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4082,"San Jose, CA - McKay-Ringwood",13-Oct,610000,-1.6,27.1,5.0,-37.5,-28.6,5.0,0.0,-28.6,2.0,-66.7,-85.7,14.0,-3.0,-37.0,103.7,-2.1,2.7,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4083,"San Jose, CA - McKay-Ringwood",13-Nov,578000,-5.2,29.6,5.0,0.0,-54.5,6.0,20.0,20.0,2.0,-66.7,-85.7,13.0,-1.0,-5.0,104.4,0.8,-0.5,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4084,"San Jose, CA - McKay-Ringwood",13-Dec,539000,-6.7,18.5,7.0,40.0,-22.2,5.0,-16.7,-16.7,2.0,-66.7,-85.7,13.0,0.0,-5.0,103.3,-1.1,-1.9,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4085,"San Jose, CA - McKay-Ringwood",14-Jan,529000,-1.9,22.9,6.0,-14.3,-14.3,1.0,-80.0,-83.3,2.0,-66.7,-85.7,14.0,1.0,4.0,103.0,-0.3,-5.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4086,"San Jose, CA - McKay-Ringwood",14-Feb,539000,2.0,24.6,3.0,-50.0,-25.0,3.0,200.0,-57.1,2.0,-66.7,100.0,14.0,0.0,5.0,103.3,0.3,-0.5,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4087,"San Jose, CA - McKay-Ringwood",14-Mar,675000,25.2,50.5,1.0,-66.7,-87.5,9.0,200.0,80.0,3.0,50.0,200.0,11.0,-3.0,3.0,104.2,0.9,-1.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4088,"San Jose, CA - McKay-Ringwood",14-Apr,675000,0.0,44.8,7.0,600.0,16.7,12.0,33.3,50.0,3.0,0.0,50.0,10.0,-1.0,2.0,104.2,0.0,-1.5,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4089,"San Jose, CA - McKay-Ringwood",14-May,675000,0.0,18.4,9.0,28.6,0.0,13.0,8.3,8.3,4.0,33.3,0.0,10.0,0.0,2.0,104.1,0.0,-4.7,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4090,"San Jose, CA - McKay-Ringwood",14-Jun,658000,-2.5,0.5,12.0,33.3,50.0,8.0,-38.5,-50.0,1.0,-75.0,-66.7,10.0,0.0,2.0,104.4,0.3,-6.0,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4091,"San Jose, CA - McKay-Ringwood",14-Jul,653000,-0.8,-0.1,8.0,-33.3,-33.3,12.0,50.0,-20.0,5.0,400.0,66.7,11.0,1.0,2.0,104.1,-0.4,-5.6,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4092,"San Jose, CA - McKay-Ringwood",14-Aug,632000,-3.2,1.9,8.0,0.0,-20.0,11.0,-8.3,22.2,6.0,20.0,500.0,10.0,-2.0,-6.0,103.4,-0.7,-4.1,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4093,"San Jose, CA - McKay-Ringwood",14-Sep,645000,2.1,4.0,7.0,-12.5,-12.5,12.0,9.1,140.0,3.0,-50.0,500.0,20.0,11.0,4.0,101.8,-1.5,-3.9,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4094,"San Jose, CA - McKay-Ringwood",14-Oct,618000,-4.2,1.3,9.0,28.6,80.0,7.0,-41.7,40.0,2.0,-33.3,0.0,15.0,-5.0,1.0,101.5,-0.3,-2.2,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4095,"San Jose, CA - McKay-Ringwood",14-Nov,618000,0.0,6.9,9.0,0.0,80.0,5.0,-28.6,-16.7,1.0,-50.0,0.0,26.0,11.0,13.0,102.2,0.7,-2.3,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4096,"San Jose, CA - McKay-Ringwood",14-Dec,618000,0.0,14.7,7.0,-22.2,0.0,3.0,-40.0,-40.0,1.0,0.0,0.0,11.0,-15.0,-2.0,102.2,0.0,-1.1,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4097,"San Jose, CA - McKay-Ringwood",15-Jan,545000,-11.8,3.1,3.0,-57.1,-50.0,1.0,-66.7,0.0,1.0,0.0,0.0,11.0,0.0,-3.0,103.4,1.2,0.4,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4098,"San Jose, CA - McKay-Ringwood",15-Feb,545000,0.0,1.1,1.0,-66.7,-66.7,2.0,100.0,-33.3,2.0,100.0,0.0,10.0,-1.0,-4.0,101.9,-1.6,-1.4,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,2
4100,"San Jose, CA - McKay-Ringwood",15-Apr,778000,-6.8,15.3,4.0,100.0,-42.9,5.0,25.0,-58.3,1.0,0.0,-66.7,12.0,0.0,2.0,113.0,0.7,8.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4101,"San Jose, CA - McKay-Ringwood",15-May,786000,1.0,16.4,7.0,75.0,-22.2,4.0,-20.0,-69.2,1.0,0.0,-66.7,11.0,-1.0,1.0,110.5,-2.5,6.3,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4102,"San Jose, CA - McKay-Ringwood",15-Jun,786000,0.0,19.5,5.0,-28.6,-58.3,3.0,-25.0,-62.5,1.0,0.0,-66.7,9.0,-2.0,-1.0,109.8,-0.7,5.3,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4103,"San Jose, CA - McKay-Ringwood",15-Jul,802000,2.0,22.8,4.0,-20.0,-50.0,4.0,33.3,-66.7,2.0,0.0,-60.0,9.0,-1.0,-3.0,110.0,0.2,5.9,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,4
4104,"San Jose, CA - McKay-Ringwood",15-Aug,715000,-10.8,13.2,2.0,-50.0,-75.0,5.0,25.0,-54.5,1.0,-50.0,-83.3,12.0,3.0,2.0,110.2,0.2,6.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4113,"San Jose, CA - McKay-Ringwood",16-May,749000,-22.8,-4.7,4.0,300.0,-42.9,5.0,0.0,25.0,1.0,-50.0,-83.3,18.0,9.0,7.0,104.3,-3.6,-6.2,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4114,"San Jose, CA - McKay-Ringwood",16-Jun,790000,5.5,0.5,5.0,25.0,0.0,5.0,0.0,66.7,1.0,-50.0,-83.3,19.0,2.0,10.0,104.1,-0.2,-5.6,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4115,"San Jose, CA - McKay-Ringwood",16-Jul,790000,0.0,-1.4,5.0,0.0,25.0,3.0,-40.0,-25.0,1.0,-50.0,-50.0,19.0,0.0,11.0,104.1,0.0,-5.8,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4116,"San Jose, CA - McKay-Ringwood",16-Aug,828000,4.8,15.8,3.0,-40.0,50.0,3.0,0.0,-40.0,1.0,-50.0,-50.0,8.0,-11.0,-4.0,104.8,0.7,-5.4,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,4
4117,"San Jose, CA - McKay-Ringwood",16-Sep,628000,-24.2,-26.3,3.0,0.0,-40.0,4.0,33.3,-42.9,1.0,-50.0,-50.0,8.0,0.0,-2.0,104.3,-0.5,-1.7,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4118,"San Jose, CA - McKay-Ringwood",16-Oct,628000,0.0,-25.1,3.0,0.0,-50.0,2.0,-50.0,-75.0,1.0,-50.0,-50.0,8.0,0.0,-4.0,105.0,0.7,1.2,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,3
4119,"San Jose, CA - McKay-Ringwood",16-Nov,800000,27.4,-6.1,3.0,0.0,-57.1,2.0,0.0,-75.0,1.0,-50.0,-50.0,28.0,20.0,18.0,104.1,-0.9,-1.9,95131.0,condo,0,"['San Jose', ' CA - McKay-Ringwood']",san jose,ca,mckay-ringwood,64,-121.8961047,37.3902956,4
4130,"San Jose, CA - Meadow Fair",12-Oct,405000,17.6,30.6,3.0,50.0,-57.1,5.0,-16.7,-37.5,2.0,0.0,-50.0,23.0,-36.0,7.0,106.2,5.1,4.5,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4131,"San Jose, CA - Meadow Fair",12-Nov,428000,5.6,29.5,2.0,-33.3,-60.0,6.0,20.0,-33.3,4.0,100.0,33.3,16.0,-8.0,-1.0,107.0,0.8,6.5,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4134,"San Jose, CA - Meadow Fair",13-Feb,352000,10.5,21.4,6.0,50.0,20.0,3.0,-40.0,-66.7,1.0,100.0,-80.0,15.0,11.0,4.0,101.4,1.5,6.2,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4135,"San Jose, CA - Meadow Fair",13-Mar,404000,14.7,36.9,4.0,-33.3,0.0,3.0,0.0,-66.7,2.0,100.0,-33.3,36.0,21.0,31.0,104.8,3.4,6.8,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4136,"San Jose, CA - Meadow Fair",13-Apr,423000,4.6,28.0,3.0,-25.0,0.0,4.0,33.3,-33.3,3.0,50.0,50.0,24.0,-12.0,2.0,105.0,0.2,8.4,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4137,"San Jose, CA - Meadow Fair",13-May,458000,8.3,38.7,2.0,-33.3,-60.0,5.0,25.0,66.7,2.0,-33.3,-33.3,15.0,-10.0,-15.0,102.3,-2.7,4.0,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4138,"San Jose, CA - Meadow Fair",13-Jun,432000,-5.7,30.8,4.0,100.0,0.0,6.0,20.0,200.0,4.0,100.0,33.3,23.0,9.0,-7.0,105.4,3.1,5.0,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4139,"San Jose, CA - Meadow Fair",13-Jul,432000,0.0,36.3,4.0,0.0,0.0,6.0,0.0,50.0,2.0,-50.0,-33.3,23.0,0.0,-24.0,105.4,0.0,5.6,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4140,"San Jose, CA - Meadow Fair",13-Aug,413000,-4.3,36.3,6.0,50.0,100.0,6.0,0.0,20.0,3.0,50.0,0.0,23.0,0.0,-3.0,104.0,-1.3,3.3,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4141,"San Jose, CA - Meadow Fair",13-Sep,408000,-1.3,18.4,4.0,-33.3,100.0,4.0,-33.3,-33.3,3.0,0.0,50.0,14.0,-9.0,-45.0,105.0,0.9,3.9,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4142,"San Jose, CA - Meadow Fair",13-Oct,408000,0.0,0.6,4.0,0.0,33.3,5.0,25.0,0.0,5.0,66.7,150.0,14.0,0.0,-9.0,105.0,0.0,-1.2,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4143,"San Jose, CA - Meadow Fair",13-Nov,410000,0.6,-4.1,2.0,-50.0,0.0,3.0,-40.0,-50.0,3.0,-40.0,-25.0,21.0,7.0,6.0,109.3,4.3,2.3,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4144,"San Jose, CA - Meadow Fair",13-Dec,436000,6.3,34.2,3.0,50.0,-40.0,3.0,0.0,-50.0,2.0,-33.3,100.0,34.0,13.0,28.0,99.6,-9.7,-2.3,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4145,"San Jose, CA - Meadow Fair",14-Jan,436000,0.0,36.9,3.0,0.0,-25.0,1.0,-66.7,-80.0,2.0,0.0,100.0,34.0,0.0,30.0,99.6,0.0,-0.3,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4146,"San Jose, CA - Meadow Fair",14-Feb,447000,2.5,27.0,2.0,-33.3,-66.7,1.0,0.0,-66.7,1.0,-50.0,0.0,51.0,17.0,36.0,99.3,-0.2,-2.1,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4147,"San Jose, CA - Meadow Fair",14-Mar,451000,0.9,11.7,1.0,-50.0,-75.0,3.0,200.0,0.0,3.0,200.0,50.0,92.0,41.0,57.0,100.2,0.9,-4.6,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4148,"San Jose, CA - Meadow Fair",14-Apr,451000,0.0,6.7,1.0,0.0,-66.7,5.0,66.7,25.0,3.0,0.0,0.0,92.0,0.0,68.0,100.2,0.0,-4.8,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4149,"San Jose, CA - Meadow Fair",14-May,485000,7.5,6.0,3.0,200.0,50.0,7.0,40.0,40.0,3.0,0.0,50.0,92.0,0.0,78.0,100.1,-0.1,-2.2,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4150,"San Jose, CA - Meadow Fair",14-Jun,492000,1.4,14.0,4.0,33.3,0.0,5.0,-28.6,-16.7,1.0,-66.7,-75.0,33.0,-59.0,10.0,101.5,1.5,-3.8,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4151,"San Jose, CA - Meadow Fair",14-Jul,480000,-2.4,11.2,6.0,50.0,50.0,4.0,-20.0,-33.3,3.0,200.0,50.0,19.0,-14.0,-4.0,100.3,-1.2,-5.0,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4152,"San Jose, CA - Meadow Fair",14-Aug,475000,-1.0,15.0,5.0,-16.7,-16.7,3.0,-25.0,-50.0,4.0,33.3,33.3,13.0,-6.0,-10.0,101.8,1.4,-2.3,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4153,"San Jose, CA - Meadow Fair",14-Sep,405000,-14.7,-0.6,3.0,-40.0,-25.0,6.0,100.0,50.0,4.0,0.0,33.3,13.0,0.0,-1.0,100.9,-0.9,-4.1,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,1
4154,"San Jose, CA - Meadow Fair",14-Oct,472000,16.5,15.8,3.0,0.0,-25.0,5.0,-16.7,0.0,5.0,25.0,0.0,37.0,24.0,23.0,103.2,2.3,-1.8,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4155,"San Jose, CA - Meadow Fair",14-Nov,495000,4.9,20.7,4.0,33.3,100.0,5.0,0.0,66.7,4.0,-20.0,33.3,57.0,20.0,36.0,102.4,-0.8,-6.8,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4156,"San Jose, CA - Meadow Fair",14-Dec,480000,-3.0,10.1,7.0,75.0,133.3,2.0,-60.0,-33.3,2.0,-50.0,0.0,58.0,1.0,24.0,100.2,-2.2,0.6,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4157,"San Jose, CA - Meadow Fair",15-Jan,480000,0.0,10.1,5.0,-28.6,66.7,2.0,0.0,100.0,3.0,50.0,50.0,65.0,7.0,31.0,99.7,-0.5,0.1,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4158,"San Jose, CA - Meadow Fair",15-Feb,465000,-3.1,4.0,4.0,-20.0,100.0,1.0,-50.0,0.0,1.0,-66.7,0.0,62.0,-3.0,11.0,98.0,-1.7,-1.4,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4159,"San Jose, CA - Meadow Fair",15-Mar,460000,-1.1,2.0,1.0,-75.0,0.0,2.0,100.0,-33.3,2.0,100.0,-33.3,19.0,-43.0,-73.0,100.2,2.2,0.0,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4160,"San Jose, CA - Meadow Fair",15-Apr,460000,0.0,2.0,1.0,0.0,0.0,1.0,-50.0,-80.0,1.0,-50.0,-66.7,19.0,0.0,-73.0,100.2,0.0,0.0,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4161,"San Jose, CA - Meadow Fair",15-Jul,503000,0.0,4.8,1.0,0.0,-83.3,8.0,-50.0,100.0,8.0,-50.0,166.7,14.0,0.0,-5.0,105.9,0.0,5.5,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4162,"San Jose, CA - Meadow Fair",15-Aug,503000,0.0,5.9,1.0,0.0,-80.0,11.0,37.5,266.7,10.0,25.0,150.0,14.0,0.0,1.0,105.9,0.0,4.1,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4163,"San Jose, CA - Meadow Fair",15-Sep,502000,-0.3,23.8,4.0,300.0,33.3,9.0,-18.2,50.0,7.0,-30.0,75.0,32.0,18.0,19.0,100.1,-5.8,-0.8,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4164,"San Jose, CA - Meadow Fair",15-Oct,473000,-5.8,0.1,4.0,0.0,33.3,10.0,11.1,100.0,9.0,28.6,80.0,59.0,28.0,22.0,97.3,-2.8,-5.9,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4165,"San Jose, CA - Meadow Fair",15-Nov,500000,5.8,1.0,5.0,25.0,25.0,9.0,-10.0,80.0,7.0,-22.2,75.0,74.0,15.0,17.0,97.6,0.4,-4.8,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4166,"San Jose, CA - Meadow Fair",15-Dec,506000,1.2,5.4,6.0,20.0,-14.3,10.0,11.1,400.0,7.0,0.0,250.0,66.0,-8.0,8.0,97.7,0.1,-2.5,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4167,"San Jose, CA - Meadow Fair",16-Jan,520000,2.8,8.3,7.0,16.7,40.0,7.0,-30.0,250.0,3.0,-57.1,0.0,74.0,8.0,9.0,98.0,0.3,-1.7,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4168,"San Jose, CA - Meadow Fair",16-Feb,534000,2.7,14.8,10.0,42.9,150.0,7.0,0.0,600.0,4.0,33.3,300.0,51.0,-24.0,-12.0,99.5,1.5,1.6,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4169,"San Jose, CA - Meadow Fair",16-Mar,523000,-2.2,13.6,8.0,-20.0,700.0,3.0,-57.1,50.0,3.0,-25.0,50.0,53.0,3.0,34.0,95.0,-4.5,-5.2,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4170,"San Jose, CA - Meadow Fair",16-Apr,528000,1.1,14.8,7.0,-12.5,600.0,4.0,33.3,300.0,3.0,0.0,200.0,43.0,-10.0,24.0,94.6,-0.4,-5.6,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4171,"San Jose, CA - Meadow Fair",16-May,556000,5.3,14.8,5.0,-28.6,600.0,5.0,25.0,300.0,4.0,33.3,200.0,81.0,38.0,24.0,93.6,-1.0,-5.6,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4172,"San Jose, CA - Meadow Fair",16-Jun,583000,4.9,14.8,5.0,0.0,600.0,6.0,20.0,300.0,3.0,-25.0,200.0,67.0,-14.0,24.0,103.1,9.5,-5.6,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4173,"San Jose, CA - Meadow Fair",16-Jul,580000,-0.6,15.2,6.0,20.0,500.0,4.0,-33.3,-50.0,1.0,-66.7,-87.5,53.0,-15.0,39.0,103.8,0.7,-2.1,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4174,"San Jose, CA - Meadow Fair",16-Aug,583000,0.6,15.9,5.0,-16.7,400.0,1.0,-75.0,-90.9,1.0,0.0,-90.0,47.0,-6.0,33.0,101.8,-2.0,-4.1,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4175,"San Jose, CA - Meadow Fair",16-Sep,576000,-1.2,14.9,3.0,-40.0,-25.0,2.0,100.0,-77.8,2.0,100.0,-71.4,49.0,2.0,18.0,101.3,-0.5,1.2,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4176,"San Jose, CA - Meadow Fair",16-Oct,613000,6.4,29.7,3.0,0.0,-25.0,5.0,150.0,-50.0,4.0,100.0,-55.6,49.0,0.0,-10.0,102.3,1.0,5.0,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4177,"San Jose, CA - Meadow Fair",16-Nov,533000,-13.1,6.6,5.0,66.7,0.0,7.0,40.0,-22.2,4.0,0.0,-42.9,42.0,-7.0,-32.0,99.4,-2.9,1.8,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4178,"San Jose, CA - Meadow Fair",16-Dec,564000,5.8,11.5,6.0,20.0,0.0,5.0,-28.6,-50.0,1.0,-75.0,-85.7,43.0,1.0,-23.0,100.1,0.7,2.4,95122.0,condo,0,"['San Jose', ' CA - Meadow Fair']",san jose,ca,meadow,65,-121.8391808,37.3304014,2
4188,"San Jose, CA - Meadows",12-Oct,416000,29.2,25.7,3.0,-40.0,-57.1,9.0,28.6,-35.7,3.0,-50.0,-62.5,27.0,0.0,8.0,102.6,3.9,4.2,95110.0,condo,0,"['San Jose', ' CA - Meadows']",san jose,ca,meadows,66,-121.918866,37.354611,1
4192,"San Jose, CA - Meadows",13-Feb,385000,28.3,28.3,5.0,-28.6,-58.3,3.0,50.0,-62.5,1.0,-50.0,-75.0,11.0,-14.0,-11.0,102.5,0.6,5.4,95110.0,condo,0,"['San Jose', ' CA - Meadows']",san jose,ca,meadows,66,-121.918866,37.354611,1
4193,"San Jose, CA - Meadows",13-Mar,407000,5.6,40.2,4.0,-20.0,-55.6,10.0,233.3,11.1,3.0,200.0,-25.0,11.0,-1.0,-16.0,112.4,10.0,12.1,95110.0,condo,0,"['San Jose', ' CA - Meadows']",san jose,ca,meadows,66,-121.918866,37.354611,1
4194,"San Jose, CA - Meadows",13-Apr,436000,7.3,35.0,4.0,0.0,0.0,10.0,0.0,42.9,1.0,-66.7,0.0,8.0,-3.0,-30.0,109.6,-2.8,6.7,95110.0,condo,0,"['San Jose', ' CA - Meadows']",san jose,ca,meadows,66,-121.918866,37.354611,1
4195,"San Jose, CA - Meadows",13-May,460000,5.5,46.7,7.0,75.0,16.7,9.0,-10.0,80.0,1.0,0.0,-50.0,15.0,7.0,-6.0,110.6,0.9,8.6,95110.0,condo,0,"['San Jose', ' CA - Meadows']",san jose,ca,meadows,66,-121.918866,37.354611,2
4196,"San Jose, CA - Meadows",13-Jun,430000,-6.5,27.6,7.0,0.0,40.0,3.0,-66.7,-57.1,1.0,0.0,-80.0,15.0,0.0,-1.0,108.9,-1.7,5.8,95110.0,condo,0,"['San Jose', ' CA - Meadows']",san jose,ca,meadows,66,-121.918866,37.354611,1
