Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY ,Zip Code
"San Jose, CA - Alexander",Jan-12,$290K,20.20%,,1,-50%,,1,0%,,1,,,13,1,,101.80%,1.50%,,95116
"San Jose, CA - Alexander",Feb-12,$290K,0%,23.20%,1,0%,0%,1,0%,-66.70%,,,,13,0,9,101.80%,0%,-7.80%,95116
"San Jose, CA - Alexander",Mar-12,$300K,3.40%,27.40%,1,0%,0%,1,0%,-66.70%,,,,38,25,34,100%,-1.70%,-9.50%,95116
"San Jose, CA - Alexander",Apr-12,$300K,0%,27.40%,1,0%,0%,,,,,,,38,0,34,100%,0%,-9.50%,95116
"San Jose, CA - Alexander",May-12,$300K,0%,,1,0%,,,,,,,,38,0,,100%,0%,,95116
"San Jose, CA - Alexander",Dec-12,$295K,,22.30%,1,,-50%,,,,,,,11,,-2,107.10%,,6.80%,95116
"San Jose, CA - Alexander",Jan-13,$295K,0%,1.70%,1,0%,0%,,,,,,,11,0,-2,107.10%,0%,5.30%,95116
"San Jose, CA - Alexander",Feb-13,$295K,0%,1.70%,1,0%,0%,,,,,,,11,0,-2,107.10%,0%,5.30%,95116
"San Jose, CA - Alexander",Jun-13,$400K,,,1,,,1,,,,,,39,,,102.60%,,,95116
"San Jose, CA - Alexander",Jul-13,$400K,0%,,1,0%,,,,,,,,39,0,,102.60%,0%,,95116
"San Jose, CA - Alexander",Aug-13,$400K,0%,,1,0%,,1,,,,,,39,0,,102.60%,0%,,95116
"San Jose, CA - Alexander",Apr-15,$456K,,,1,,,1,,,1,,,154,,,100%,,,95116
"San Jose, CA - Alexander",May-15,$456K,0%,,1,0%,,1,0%,,1,0%,,154,0,,100%,0%,,95116
"San Jose, CA - Alexander",Jun-15,$456K,0%,,1,0%,,1,0%,,1,0%,,154,0,,100%,0%,,95116
"San Jose, CA - Alexander",Dec-15,$490K,,,3,,,2,,,,,,62,,,102.40%,,,95116
"San Jose, CA - Alexander",Jan-16,$490K,0%,,3,0%,,1,-50%,,,,,62,0,,102.40%,0%,,95116
"San Jose, CA - Alexander",Feb-16,$490K,0%,,3,0%,,,,,,,,62,0,,102.40%,0%,,95116
"San Jose, CA - Alexander",Nov-16,$396K,,,1,,,1,,,,,,22,,,110.20%,,,95116
"San Jose, CA - Alexander",Dec-16,$396K,0%,-19.30%,1,0%,-66.70%,1,0%,-50%,,,,22,0,-40,110.20%,0%,7.80%,95116
"San Jose, CA - Alma-Almaden",Jul-13,$345K,,,1,,,1,,,,,,3,,,115.40%,,,95125
"San Jose, CA - Alma-Almaden",Aug-13,$345K,0%,,1,0%,,1,0%,,,,,3,0,,115.40%,0%,,95125
"San Jose, CA - Alma-Almaden",Sep-13,$345K,0%,,1,0%,,,,,,,,3,0,,115.40%,0%,,95125
"San Jose, CA - Alma-Almaden",Jun-16,$600K,,,1,,,1,,,,,,75,,,100.20%,,,95125
"San Jose, CA - Alma-Almaden",Jul-16,$600K,0%,,1,0%,,,,,,,,75,0,,100.20%,0%,,95125
"San Jose, CA - Alma-Almaden",Aug-16,$600K,0%,,1,0%,,,,,,,,75,0,,100.20%,0%,,95125
"San Jose, CA - Almaden Meadows",Jan-12,$768K,0%,-4%,10,66.70%,11.10%,4,-50%,0%,2,-33.30%,0%,25,1,-32,99.40%,-0.70%,0.40%,95120
"San Jose, CA - Almaden Meadows",Feb-12,$771K,0.40%,0.50%,9,-10%,12.50%,2,-50%,-60%,2,0%,-60%,27,2,-32,98.20%,-1.10%,-0.40%,95120
"San Jose, CA - Almaden Meadows",Mar-12,$750K,-2.70%,2%,7,-22.20%,0%,6,200%,-14.30%,3,50%,-62.50%,23,-4,-34,100.30%,2%,-0.60%,95120
"San Jose, CA - Almaden Meadows",Apr-12,$708K,-5.60%,1.80%,3,-57.10%,50%,6,0%,-50%,3,0%,-70%,11,-12,-33,103.80%,3.50%,-2%,95120
"San Jose, CA - Almaden Meadows",May-12,$785K,10.90%,-1.90%,5,66.70%,66.70%,8,33.30%,-38.50%,4,33.30%,-55.60%,126,115,99,101.20%,-2.60%,-1.20%,95120
"San Jose, CA - Almaden Meadows",Jun-12,$848K,8%,3.60%,5,0%,-37.50%,7,-12.50%,-53.30%,3,-25%,-70%,126,0,110,98.70%,-2.50%,0%,95120
"San Jose, CA - Almaden Meadows",Jul-12,$855K,0.80%,4.50%,7,40%,-30%,11,57.10%,10%,8,166.70%,14.30%,28,-98,12,99.10%,0.50%,0.20%,95120
"San Jose, CA - Almaden Meadows",Aug-12,$848K,-0.80%,14.70%,7,0%,-36.40%,12,9.10%,33.30%,8,0%,0%,18,-10,3,99.90%,0.80%,1.60%,95120
"San Jose, CA - Almaden Meadows",Sep-12,$760K,-10.40%,7.80%,9,28.60%,28.60%,13,8.30%,160%,7,-12.50%,75%,21,3,2,100.20%,0.30%,1.70%,95120
"San Jose, CA - Almaden Meadows",Oct-12,$788K,3.60%,9.80%,10,11.10%,66.70%,10,-23.10%,11.10%,5,-28.60%,-28.60%,17,-5,-9,99.80%,-0.40%,2%,95120
"San Jose, CA - Almaden Meadows",Nov-12,$848K,7.70%,18.20%,12,20%,200%,8,-20%,-11.10%,1,-80%,-83.30%,26,10,9,99%,-0.80%,-3.30%,95120
"San Jose, CA - Almaden Meadows",Dec-12,$880K,3.80%,14.60%,11,-8.30%,83.30%,5,-37.50%,-37.50%,1,0%,-66.70%,24,-2,-1,98.60%,-0.40%,-1.50%,95120
"San Jose, CA - Almaden Meadows",Jan-13,$817K,-7.20%,6.40%,9,-18.20%,-10%,6,20%,50%,2,100%,0%,28,4,3,98.80%,0.20%,-0.60%,95120
"San Jose, CA - Almaden Meadows",Feb-13,$910K,11.40%,18%,7,-22.20%,-22.20%,9,50%,350%,4,100%,100%,11,-17,-16,101.60%,2.80%,3.30%,95120
"San Jose, CA - Almaden Meadows",Mar-13,$962K,5.70%,28.30%,7,0%,0%,13,44.40%,116.70%,4,0%,33.30%,8,-3,-15,102.60%,1.10%,2.30%,95120
"San Jose, CA - Almaden Meadows",Apr-13,$956K,-0.60%,35%,10,42.90%,233.30%,14,7.70%,133.30%,4,0%,33.30%,14,6,3,101.30%,-1.30%,-2.40%,95120
"San Jose, CA - Almaden Meadows",May-13,$954K,-0.20%,21.50%,15,50%,200%,13,-7.10%,62.50%,3,-25%,-25%,13,-2,-114,101.20%,-0.10%,0.10%,95120
"San Jose, CA - Almaden Meadows",Jun-13,$951K,-0.30%,12.10%,14,-6.70%,180%,17,30.80%,142.90%,8,166.70%,166.70%,15,3,-111,101.50%,0.30%,2.90%,95120
"San Jose, CA - Almaden Meadows",Jul-13,$954K,0.30%,11.60%,13,-7.10%,85.70%,20,17.60%,81.80%,7,-12.50%,-12.50%,13,-3,-16,102.30%,0.80%,3.20%,95120
"San Jose, CA - Almaden Meadows",Aug-13,$990K,3.70%,16.70%,14,7.70%,100%,19,-5%,58.30%,5,-28.60%,-37.50%,17,5,-1,101.40%,-0.90%,1.50%,95120
"San Jose, CA - Almaden Meadows",Sep-13,$978K,-1.20%,28.60%,14,0%,55.60%,11,-42.10%,-15.40%,5,0%,-28.60%,17,-1,-5,101.40%,-0.10%,1.20%,95120
"San Jose, CA - Almaden Meadows",Oct-13,$982K,0.40%,24.60%,12,-14.30%,20%,9,-18.20%,-10%,5,0%,0%,17,1,1,100.80%,-0.60%,1%,95120
"San Jose, CA - Almaden Meadows",Nov-13,$960K,-2.20%,13.20%,11,-8.30%,-8.30%,7,-22.20%,-12.50%,,,,20,3,-6,100.70%,-0.10%,1.70%,95120
"San Jose, CA - Almaden Meadows",Dec-13,"$1,013K",5.50%,15.10%,12,9.10%,9.10%,8,14.30%,60%,,,,24,4,-1,100.30%,-0.30%,1.80%,95120
"San Jose, CA - Almaden Meadows",Jan-14,"$1,042K",2.90%,27.50%,12,0%,33.30%,5,-37.50%,-16.70%,1,,-50%,14,-10,-15,101.90%,1.60%,3.10%,95120
"San Jose, CA - Almaden Meadows",Feb-14,"$1,125K",8%,23.60%,6,-50%,-14.30%,6,20%,-33.30%,2,100%,-50%,8,-6,-4,103.80%,1.90%,2.30%,95120
"San Jose, CA - Almaden Meadows",Mar-14,"$1,061K",-5.70%,10.30%,4,-33.30%,-42.90%,10,66.70%,-23.10%,4,100%,0%,7,-1,-2,105.50%,1.70%,2.90%,95120
"San Jose, CA - Almaden Meadows",Apr-14,"$1,140K",7.40%,19.20%,6,50%,-40%,13,30%,-7.10%,2,-50%,-50%,10,3,-5,105.70%,0.20%,4.30%,95120
"San Jose, CA - Almaden Meadows",May-14,"$1,128K",-1.10%,18.20%,12,100%,-20%,19,46.20%,46.20%,6,200%,100%,10,1,-3,104.80%,-0.90%,3.50%,95120
"San Jose, CA - Almaden Meadows",Jun-14,"$1,149K",1.90%,20.80%,16,33.30%,14.30%,17,-10.50%,0%,1,-83.30%,-87.50%,9,-1,-6,108.20%,3.40%,6.70%,95120
"San Jose, CA - Almaden Meadows",Jul-14,"$1,163K",1.20%,21.90%,18,12.50%,38.50%,17,0%,-15%,3,200%,-57.10%,6,-3,-7,108.80%,0.60%,6.50%,95120
"San Jose, CA - Almaden Meadows",Aug-14,"$1,184K",1.80%,19.60%,16,-11.10%,14.30%,13,-23.50%,-31.60%,3,0%,-40%,7,1,-11,109.20%,0.40%,7.80%,95120
"San Jose, CA - Almaden Meadows",Sep-14,"$1,192K",0.70%,21.90%,13,-18.80%,-7.10%,13,0%,18.20%,5,66.70%,0%,8,2,-9,105.90%,-3.30%,4.50%,95120
"San Jose, CA - Almaden Meadows",Oct-14,"$1,078K",-9.60%,9.80%,11,-15.40%,-8.30%,8,-38.50%,-11.10%,2,-60%,-60%,20,12,3,102.70%,-3.20%,1.90%,95120
"San Jose, CA - Almaden Meadows",Nov-14,"$1,055K",-2.10%,9.90%,7,-36.40%,-36.40%,5,-37.50%,-28.60%,1,-50%,,22,2,2,101.30%,-1.40%,0.60%,95120
"San Jose, CA - Almaden Meadows",Dec-14,"$1,058K",0.20%,4.40%,8,14.30%,-33.30%,1,-80%,-87.50%,,,,27,5,4,100.80%,-0.40%,0.50%,95120
"San Jose, CA - Almaden Meadows",Jan-15,"$1,055K",-0.30%,1.20%,4,-50%,-66.70%,4,300%,-20%,2,,100%,69,42,56,99.90%,-0.90%,-2%,95120
"San Jose, CA - Almaden Meadows",Feb-15,"$1,075K",1.90%,-4.40%,5,25%,-16.70%,5,25%,-16.70%,2,0%,0%,56,-14,48,102.70%,2.70%,-1.20%,95120
"San Jose, CA - Almaden Meadows",Mar-15,"$1,200K",11.60%,13.10%,5,0%,25%,12,140%,20%,3,50%,-25%,13,-43,6,107.30%,4.60%,1.80%,95120
"San Jose, CA - Almaden Meadows",Apr-15,"$1,170K",-2.50%,2.60%,10,100%,66.70%,15,25%,15.40%,4,33.30%,100%,9,-4,-1,109.20%,1.90%,3.50%,95120
"San Jose, CA - Almaden Meadows",May-15,"$1,207K",3.20%,7%,12,20%,0%,14,-6.70%,-26.30%,3,-25%,-50%,9,0,-1,110%,0.80%,5.20%,95120
"San Jose, CA - Almaden Meadows",Jun-15,"$1,209K",0.20%,5.20%,12,0%,-25%,8,-42.90%,-52.90%,1,-66.70%,0%,10,1,1,108.50%,-1.50%,0.30%,95120
"San Jose, CA - Almaden Meadows",Jul-15,"$1,231K",1.80%,5.80%,8,-33.30%,-55.60%,5,-37.50%,-70.60%,2,100%,-33.30%,9,-1,3,108.20%,-0.20%,-0.60%,95120
"San Jose, CA - Almaden Meadows",Aug-15,"$1,156K",-6.10%,-2.30%,6,-25%,-62.50%,8,60%,-38.50%,3,50%,0%,31,22,25,105.10%,-3.10%,-4.10%,95120
"San Jose, CA - Almaden Meadows",Sep-15,"$1,237K",7%,3.70%,6,0%,-53.80%,9,12.50%,-30.80%,3,0%,-40%,10,-22,2,107.90%,2.70%,2%,95120
"San Jose, CA - Almaden Meadows",Oct-15,"$1,237K",0%,14.70%,6,0%,-45.50%,8,-11.10%,0%,3,0%,50%,20,10,-1,105.30%,-2.60%,2.60%,95120
"San Jose, CA - Almaden Meadows",Nov-15,"$1,248K",0.90%,18.30%,5,-16.70%,-28.60%,7,-12.50%,40%,2,-33.30%,100%,9,-11,-13,111.20%,5.90%,9.90%,95120
"San Jose, CA - Almaden Meadows",Dec-15,"$1,268K",1.60%,19.90%,6,20%,-25%,5,-28.60%,400%,2,0%,,26,17,-2,106.20%,-5%,5.40%,95120
"San Jose, CA - Almaden Meadows",Jan-16,"$1,203K",-5.10%,14%,6,0%,50%,3,-40%,-25%,1,-50%,-50%,11,-15,-58,105.20%,-1%,5.20%,95120
"San Jose, CA - Almaden Meadows",Feb-16,"$1,225K",1.90%,14%,8,33.30%,60%,5,66.70%,0%,2,100%,0%,62,51,7,99.90%,-5.30%,-2.80%,95120
"San Jose, CA - Almaden Meadows",Mar-16,"$1,240K",1.20%,3.30%,7,-12.50%,40%,12,140%,0%,3,50%,0%,9,-53,-4,102.70%,2.80%,-4.60%,95120
"San Jose, CA - Almaden Meadows",Apr-16,"$1,280K",3.20%,9.40%,11,57.10%,10%,13,8.30%,-13.30%,1,-66.70%,-75%,14,5,5,104%,1.30%,-5.20%,95120
"San Jose, CA - Almaden Meadows",May-16,"$1,300K",1.60%,7.70%,11,0%,-8.30%,13,0%,-7.10%,2,100%,-33.30%,9,-5,0,105%,1%,-5%,95120
"San Jose, CA - Almaden Meadows",Jun-16,"$1,268K",-2.50%,4.80%,10,-9.10%,-16.70%,13,0%,62.50%,7,250%,600%,14,5,4,103.10%,-1.90%,-5.40%,95120
"San Jose, CA - Almaden Meadows",Jul-16,"$1,245K",-1.80%,1.20%,10,0%,25%,13,0%,160%,4,-42.90%,100%,21,7,12,101%,-2%,-7.20%,95120
"San Jose, CA - Almaden Meadows",Aug-16,"$1,300K",4.40%,12.50%,10,0%,66.70%,10,-23.10%,25%,3,-25%,0%,21,0,-11,100.90%,-0.20%,-4.30%,95120
"San Jose, CA - Almaden Meadows",Sep-16,"$1,218K",-6.30%,-1.50%,10,0%,66.70%,5,-50%,-44.40%,5,66.70%,66.70%,33,13,24,100.60%,-0.30%,-7.30%,95120
"San Jose, CA - Almaden Meadows",Oct-16,"$1,159K",-4.80%,-6.30%,6,-40%,0%,7,40%,-12.50%,4,-20%,33.30%,47,14,27,101.70%,1.10%,-3.60%,95120
"San Jose, CA - Almaden Meadows",Nov-16,"$1,150K",-0.80%,-7.80%,6,0%,20%,6,-14.30%,-14.30%,3,-25%,50%,48,1,39,101%,-0.70%,-10.10%,95120
"San Jose, CA - Almaden Meadows",Dec-16,"$1,160K",0.90%,-8.50%,7,16.70%,16.70%,4,-33.30%,-20%,,,,35,-13,10,102.70%,1.70%,-3.50%,95120
"San Jose, CA - Almaden Valley",Jan-12,$842K,-9.50%,-5.40%,62,-7.50%,-7.50%,59,7.30%,3.50%,62,26.50%,-12.70%,61,19,-7,98.10%,0.20%,0.90%,95120
"San Jose, CA - Almaden Valley",Feb-12,$842K,0%,-5.40%,62,0%,0%,74,25.40%,-11.90%,57,-8.10%,-36%,56,-5,-16,97.30%,-0.80%,0.70%,95120
"San Jose, CA - Almaden Valley",Mar-12,$838K,-0.50%,-0.60%,74,19.40%,-1.30%,105,41.90%,-12.50%,66,15.80%,-32.70%,38,-19,-19,97.70%,0.40%,0.10%,95120
"San Jose, CA - Almaden Valley",Apr-12,$850K,1.50%,-0.10%,80,8.10%,2.60%,119,13.30%,-14.40%,70,6.10%,-38.10%,23,-15,-6,98.40%,0.70%,0.50%,95120
"San Jose, CA - Almaden Valley",May-12,$876K,3%,-2.70%,92,15%,-1.10%,133,11.80%,-4.30%,75,7.10%,-34.20%,18,-5,-5,99.40%,1%,1%,95120
"San Jose, CA - Almaden Valley",Jun-12,$930K,6.20%,3.60%,95,3.30%,-3.10%,124,-6.80%,-6.80%,64,-14.70%,-45.80%,18,0,-5,99.80%,0.40%,1.10%,95120
"San Jose, CA - Almaden Valley",Jul-12,$955K,2.70%,4.10%,105,10.50%,14.10%,124,0%,-3.90%,73,14.10%,-31.80%,16,-2,-9,100%,0.20%,1.50%,95120
"San Jose, CA - Almaden Valley",Aug-12,$945K,-1%,9.10%,104,-1%,4%,115,-7.30%,8.50%,66,-9.60%,-29.80%,18,2,-19,99.90%,-0.10%,1.70%,95120
"San Jose, CA - Almaden Valley",Sep-12,$888K,-6.10%,4.10%,94,-9.60%,14.60%,107,-7%,13.80%,67,1.50%,-18.30%,19,1,-29,100.10%,0.20%,3.10%,95120
"San Jose, CA - Almaden Valley",Oct-12,$900K,1.40%,4.70%,91,-3.20%,0%,94,-12.10%,19%,59,-11.90%,-22.40%,22,3,-20,99.90%,-0.20%,2.90%,95120
"San Jose, CA - Almaden Valley",Nov-12,$930K,3.30%,4.30%,87,-4.40%,20.80%,75,-20.20%,11.90%,40,-32.20%,-35.50%,22,0,-15,99.90%,0%,2.60%,95120
"San Jose, CA - Almaden Valley",Dec-12,$948K,1.90%,1.90%,81,-6.90%,20.90%,57,-24%,3.60%,27,-32.50%,-44.90%,23,1,-20,99.40%,-0.50%,1.50%,95120
"San Jose, CA - Almaden Valley",Jan-13,$947K,-0.10%,12.50%,74,-8.60%,19.40%,58,1.80%,-1.70%,30,11.10%,-51.60%,26,4,-35,99.20%,-0.20%,1%,95120
"San Jose, CA - Almaden Valley",Feb-13,$939K,-0.80%,11.60%,66,-10.80%,6.50%,83,43.10%,12.20%,42,40%,-26.30%,17,-10,-40,100%,0.80%,2.70%,95120
"San Jose, CA - Almaden Valley",Mar-13,"$1,024K",9%,22.30%,81,22.70%,9.50%,118,42.20%,12.40%,33,-21.40%,-50%,14,-3,-24,100.60%,0.60%,3%,95120
"San Jose, CA - Almaden Valley",Apr-13,$985K,-3.80%,15.90%,102,25.90%,27.50%,147,24.60%,23.50%,49,48.50%,-30%,11,-3,-12,102.20%,1.50%,3.80%,95120
"San Jose, CA - Almaden Valley",May-13,"$1,015K",3%,15.90%,134,31.40%,45.70%,170,15.60%,27.80%,54,10.20%,-28%,11,0,-7,102.50%,0.40%,3.20%,95120
"San Jose, CA - Almaden Valley",Jun-13,"$1,003K",-1.20%,7.80%,146,9%,53.70%,171,0.60%,37.90%,51,-5.60%,-20.30%,10,-1,-8,103.40%,0.90%,3.70%,95120
"San Jose, CA - Almaden Valley",Jul-13,"$1,050K",4.70%,9.90%,141,-3.40%,34.30%,162,-5.30%,30.60%,56,9.80%,-23.30%,11,1,-6,103.50%,0%,3.50%,95120
"San Jose, CA - Almaden Valley",Aug-13,"$1,013K",-3.60%,7.10%,144,2.10%,38.50%,138,-14.80%,20%,40,-28.60%,-39.40%,12,2,-6,103.20%,-0.20%,3.30%,95120
"San Jose, CA - Almaden Valley",Sep-13,"$1,022K",0.90%,15.10%,134,-6.90%,42.60%,126,-8.70%,17.80%,40,0%,-40.30%,13,1,-7,102.80%,-0.40%,2.70%,95120
"San Jose, CA - Almaden Valley",Oct-13,"$1,030K",0.80%,14.40%,117,-12.70%,28.60%,100,-20.60%,6.40%,32,-20%,-45.80%,15,3,-7,102.20%,-0.60%,2.30%,95120
"San Jose, CA - Almaden Valley",Nov-13,"$1,080K",4.90%,16.10%,98,-16.20%,12.60%,74,-26%,-1.30%,15,-53.10%,-62.50%,15,0,-7,101.30%,-0.80%,1.40%,95120
"San Jose, CA - Almaden Valley",Dec-13,"$1,113K",3%,17.40%,82,-16.30%,1.20%,48,-35.10%,-15.80%,9,-40%,-66.70%,17,2,-6,100.30%,-1%,0.90%,95120
"San Jose, CA - Almaden Valley",Jan-14,"$1,149K",3.30%,21.40%,66,-19.50%,-10.80%,48,0%,-17.20%,19,111.10%,-36.70%,15,-3,-12,101.10%,0.80%,1.90%,95120
"San Jose, CA - Almaden Valley",Feb-14,"$1,149K",0%,22.30%,48,-27.30%,-27.30%,74,54.20%,-10.80%,28,47.40%,-33.30%,10,-5,-7,102.60%,1.50%,2.60%,95120
"San Jose, CA - Almaden Valley",Mar-14,"$1,115K",-3%,8.90%,66,37.50%,-18.50%,117,58.10%,-0.80%,36,28.60%,9.10%,9,-1,-5,104.20%,1.60%,3.60%,95120
"San Jose, CA - Almaden Valley",Apr-14,"$1,198K",7.40%,21.60%,95,43.90%,-6.90%,138,17.90%,-6.10%,39,8.30%,-20.40%,9,0,-2,104.60%,0.40%,2.40%,95120
"San Jose, CA - Almaden Valley",May-14,"$1,199K",0.10%,18.10%,122,28.40%,-9%,158,14.50%,-7.10%,55,41%,1.90%,9,0,-2,104.70%,0.10%,2.20%,95120
"San Jose, CA - Almaden Valley",Jun-14,"$1,200K",0.10%,19.60%,122,0%,-16.40%,144,-8.90%,-15.80%,49,-10.90%,-3.90%,9,0,-1,105.80%,1.10%,2.30%,95120
"San Jose, CA - Almaden Valley",Jul-14,"$1,208K",0.60%,15%,124,1.60%,-12.10%,137,-4.90%,-15.40%,46,-6.10%,-17.90%,10,1,-1,105.60%,-0.20%,2.10%,95120
"San Jose, CA - Almaden Valley",Aug-14,"$1,220K",1%,20.50%,128,3.20%,-11.10%,100,-27%,-27.50%,38,-17.40%,-5%,12,2,0,104.30%,-1.30%,1.10%,95120
"San Jose, CA - Almaden Valley",Sep-14,"$1,211K",-0.70%,18.60%,108,-15.60%,-19.40%,89,-11%,-29.40%,45,18.40%,12.50%,13,1,0,103.10%,-1.20%,0.40%,95120
"San Jose, CA - Almaden Valley",Oct-14,"$1,215K",0.30%,18%,81,-25%,-30.80%,74,-16.90%,-26%,40,-11.10%,25%,15,2,-1,101.90%,-1.30%,-0.30%,95120
"San Jose, CA - Almaden Valley",Nov-14,"$1,250K",2.90%,15.70%,49,-39.50%,-50%,68,-8.10%,-8.10%,35,-12.50%,133.30%,20,6,5,101.90%,0%,0.50%,95120
"San Jose, CA - Almaden Valley",Dec-14,"$1,244K",-0.50%,11.80%,49,0%,-40.20%,50,-26.50%,4.20%,19,-45.70%,111.10%,27,7,10,101.20%,-0.60%,0.90%,95120
"San Jose, CA - Almaden Valley",Jan-15,"$1,250K",0.50%,8.80%,52,6.10%,-21.20%,49,-2%,2.10%,31,63.20%,63.20%,28,1,14,100.40%,-0.90%,-0.70%,95120
"San Jose, CA - Almaden Valley",Feb-15,"$1,250K",0%,8.80%,55,5.80%,14.60%,69,40.80%,-6.80%,39,25.80%,39.30%,22,-7,12,100.80%,0.50%,-1.70%,95120
"San Jose, CA - Almaden Valley",Mar-15,"$1,330K",6.40%,19.20%,70,27.30%,6.10%,117,69.60%,0%,50,28.20%,38.90%,15,-7,6,103.70%,2.80%,-0.50%,95120
"San Jose, CA - Almaden Valley",Apr-15,"$1,340K",0.80%,11.90%,97,38.60%,2.10%,143,22.20%,3.60%,49,-2%,25.60%,12,-3,3,105.60%,1.90%,1%,95120
"San Jose, CA - Almaden Valley",May-15,"$1,360K",1.50%,13.40%,126,29.90%,3.30%,161,12.60%,1.90%,61,24.50%,10.90%,10,-2,1,106.80%,1.30%,2.10%,95120
"San Jose, CA - Almaden Valley",Jun-15,"$1,360K",0%,13.30%,123,-2.40%,0.80%,138,-14.30%,-4.20%,62,1.60%,26.50%,11,1,2,106.20%,-0.70%,0.40%,95120
"San Jose, CA - Almaden Valley",Jul-15,"$1,350K",-0.70%,11.80%,115,-6.50%,-7.30%,126,-8.70%,-8%,55,-11.30%,19.60%,12,2,2,104.90%,-1.30%,-0.70%,95120
"San Jose, CA - Almaden Valley",Aug-15,"$1,295K",-4.10%,6.10%,104,-9.60%,-18.80%,103,-18.30%,3%,47,-14.50%,23.70%,22,10,10,102.30%,-2.50%,-2%,95120
"San Jose, CA - Almaden Valley",Sep-15,"$1,320K",1.90%,9%,109,4.80%,0.90%,100,-2.90%,12.40%,54,14.90%,20%,26,4,14,102.10%,-0.30%,-1.10%,95120
"San Jose, CA - Almaden Valley",Oct-15,"$1,320K",0%,8.60%,89,-18.30%,9.90%,89,-11%,20.30%,49,-9.30%,22.50%,22,-4,8,102.40%,0.40%,0.50%,95120
"San Jose, CA - Almaden Valley",Nov-15,"$1,320K",0%,5.60%,70,-21.30%,42.90%,69,-22.50%,1.50%,35,-28.60%,0%,20,-2,0,103.30%,0.90%,1.50%,95120
"San Jose, CA - Almaden Valley",Dec-15,"$1,310K",-0.80%,5.30%,60,-14.30%,22.40%,47,-31.90%,-6%,27,-22.90%,42.10%,28,8,1,101.40%,-1.90%,0.20%,95120
"San Jose, CA - Almaden Valley",Jan-16,"$1,270K",-3.10%,1.60%,56,-6.70%,7.70%,32,-31.90%,-34.70%,22,-18.50%,-29%,39,11,11,101.10%,-0.30%,0.80%,95120
"San Jose, CA - Almaden Valley",Feb-16,"$1,277K",0.50%,2.10%,52,-7.10%,-5.50%,61,90.60%,-11.60%,41,86.40%,5.10%,52,14,31,100.10%,-1.10%,-0.80%,95120
"San Jose, CA - Almaden Valley",Mar-16,"$1,349K",5.70%,1.50%,50,-3.80%,-28.60%,92,50.80%,-21.40%,50,22%,0%,19,-33,4,103%,2.90%,-0.70%,95120
"San Jose, CA - Almaden Valley",Apr-16,"$1,460K",8.20%,9%,76,52%,-21.60%,127,38%,-11.20%,61,22%,24.50%,18,-1,6,102.80%,-0.20%,-2.80%,95120
"San Jose, CA - Almaden Valley",May-16,"$1,445K",-1%,6.30%,91,19.70%,-27.80%,143,12.60%,-11.20%,75,23%,23%,16,-2,6,103.20%,0.40%,-3.60%,95120
"San Jose, CA - Almaden Valley",Jun-16,"$1,369K",-5.30%,0.70%,115,26.40%,-6.50%,149,4.20%,8%,77,2.70%,24.20%,20,4,10,102.20%,-1%,-4%,95120
"San Jose, CA - Almaden Valley",Jul-16,"$1,310K",-4.30%,-3%,109,-5.20%,-5.20%,140,-6%,11.10%,75,-2.60%,36.40%,28,8,16,101.60%,-0.60%,-3.30%,95120
"San Jose, CA - Almaden Valley",Aug-16,"$1,346K",2.70%,3.90%,120,10.10%,15.40%,116,-17.10%,12.60%,57,-24%,21.30%,33,5,11,100.70%,-0.80%,-1.60%,95120
"San Jose, CA - Almaden Valley",Sep-16,"$1,350K",0.30%,2.30%,109,-9.20%,0%,101,-12.90%,1%,57,0%,5.60%,37,4,11,99.90%,-0.90%,-2.20%,95120
"San Jose, CA - Almaden Valley",Oct-16,"$1,375K",1.90%,4.20%,100,-8.30%,12.40%,87,-13.90%,-2.20%,46,-19.30%,-6.10%,39,2,17,99.70%,-0.10%,-2.70%,95120
"San Jose, CA - Almaden Valley",Nov-16,"$1,380K",0.40%,4.50%,85,-15%,21.40%,73,-16.10%,5.80%,40,-13%,14.30%,40,1,20,99.50%,-0.20%,-3.80%,95120
"San Jose, CA - Almaden Valley",Dec-16,"$1,356K",-1.80%,3.50%,68,-20%,13.30%,45,-38.40%,-4.30%,18,-55%,-33.30%,41,2,13,99.40%,-0.10%,-2%,95120
"San Jose, CA - Anderson East",Jan-12,$405K,-3.60%,-6.50%,17,30.80%,54.50%,12,-14.30%,-20%,5,0%,-64.30%,17,-23,-12,101.90%,1.80%,4.80%,95123
"San Jose, CA - Anderson East",Feb-12,$410K,1.20%,-3.50%,18,5.90%,38.50%,16,33.30%,6.70%,4,-20%,-73.30%,15,-2,-14,101.50%,-0.50%,3.80%,95123
"San Jose, CA - Anderson East",Mar-12,$422K,2.90%,8.90%,17,-5.60%,41.70%,13,-18.80%,-7.10%,4,0%,-73.30%,12,-3,-17,100.80%,-0.60%,3.90%,95123
"San Jose, CA - Anderson East",Apr-12,$440K,4.30%,10.60%,12,-29.40%,20%,13,0%,8.30%,3,-25%,-75%,15,3,-7,101.40%,0.60%,2.10%,95123
