Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Loma Linda",Oct-15,$649K,-43.60%,-33.40%,1,0.00%,0.00%,2,0.00%,100.00%,,,,8,-1,-5,109.10%,-9.70%,-1.80%
"San Jose, CA - Loma Linda",Nov-15,$649K,0.00%,-33.40%,1,0.00%,0.00%,1,-50.00%,0.00%,,,,8,0,-5,109.10%,0.00%,-1.80%
"San Jose, CA - Loma Linda",Dec-15,$649K,0.00%,-33.40%,1,0.00%,0.00%,,,,,,,8,0,-5,109.10%,0.00%,-1.80%
"San Jose, CA - Loma Linda",Mar-16,"$1,225K",,,1,,,4,,,2,,,18,,,98.00%,,
"San Jose, CA - Loma Linda",Apr-16,"$1,188K",-3.10%,,2,100.00%,,4,0.00%,,,,,19,1,,101.30%,3.30%,
"San Jose, CA - Loma Linda",May-16,"$1,188K",0.00%,25.00%,4,100.00%,300.00%,4,0.00%,300.00%,1,,,14,-5,-23,103.70%,2.40%,-15.00%
"San Jose, CA - Loma Linda",Jun-16,"$1,150K",-3.20%,21.10%,3,-25.00%,200.00%,2,-50.00%,0.00%,2,100.00%,,10,-4,-27,105.60%,1.90%,-13.10%
"San Jose, CA - Loma Linda",Jul-16,"$1,222K",6.20%,16.30%,2,-33.30%,0.00%,2,0.00%,100.00%,,,,10,-1,-14,106.10%,0.50%,-12.70%
"San Jose, CA - Loma Linda",Aug-16,$850K,-30.40%,-26.10%,2,0.00%,100.00%,1,-50.00%,-50.00%,,,,52,43,43,101.00%,-5.10%,-17.80%
"San Jose, CA - Loma Linda",Sep-16,$850K,0.00%,-26.10%,2,0.00%,100.00%,,,,,,,52,0,43,101.00%,0.00%,-17.80%
"San Jose, CA - Loma Linda",Oct-16,$850K,0.00%,31.00%,2,0.00%,100.00%,,,,,,,52,0,44,101.00%,0.00%,-8.10%
"San Jose, CA - Lone Bluff",Jan-12,$175K,0.00%,16.70%,1,0.00%,0.00%,,,,,,,71,0,-9,102.40%,0.00%,13.90%
"San Jose, CA - Lone Bluff",Feb-12,$170K,-2.90%,13.30%,1,0.00%,0.00%,,,,,,,9,-62,-71,106.30%,3.90%,17.80%
"San Jose, CA - Lone Bluff",Mar-12,$170K,0.00%,13.30%,1,0.00%,0.00%,,,,,,,9,0,-71,106.30%,0.00%,17.80%
"San Jose, CA - Lone Bluff",Apr-12,$170K,0.00%,,1,0.00%,,,,,,,,9,0,,106.30%,0.00%,
"San Jose, CA - Lone Bluff",Oct-13,$250K,,,1,,,2,,,1,,,9,,,100.00%,,
"San Jose, CA - Lone Bluff",Nov-13,$250K,0.00%,,1,0.00%,,2,0.00%,,1,0.00%,,9,0,,100.00%,0.00%,
"San Jose, CA - Lone Bluff",Dec-13,$250K,0.00%,,1,0.00%,,3,50.00%,,,,,9,0,,100.00%,0.00%,
"San Jose, CA - Lone Bluff",Jan-14,$296K,18.40%,,1,0.00%,,3,0.00%,,1,,,9,0,,109.60%,9.60%,
"San Jose, CA - Lone Bluff",Feb-14,$296K,0.00%,,1,0.00%,,3,0.00%,,2,100.00%,,9,0,,109.60%,0.00%,
"San Jose, CA - Lone Bluff",Mar-14,$317K,7.10%,,2,100.00%,,2,-33.30%,,1,-50.00%,,28,19,,103.10%,-6.50%,
"San Jose, CA - Lone Bluff",Apr-14,$338K,6.60%,,1,-50.00%,,1,-50.00%,,,,,47,19,,96.60%,-6.50%,
"San Jose, CA - Lone Bluff",May-14,$319K,-5.60%,,2,100.00%,,,,,,,,58,11,,98.30%,1.70%,
"San Jose, CA - Lone Bluff",Jun-14,$300K,-6.00%,,1,-50.00%,,,,,,,,69,11,,100.00%,1.70%,
"San Jose, CA - Lone Bluff",Jul-14,$295K,-1.70%,,2,100.00%,,,,,,,,62,-7,,103.70%,3.70%,
"San Jose, CA - Lone Bluff",Aug-14,$290K,-1.70%,,1,-50.00%,,,,,,,,55,-7,,107.40%,3.70%,
"San Jose, CA - Lone Bluff",Sep-14,$290K,0.00%,,1,0.00%,,,,,,,,55,0,,107.40%,0.00%,
"San Jose, CA - Lone Bluff",Apr-15,$330K,,-2.40%,1,,0.00%,1,,0.00%,,,,14,,-33,98.20%,,1.70%
"San Jose, CA - Lone Bluff",May-15,$330K,0.00%,3.40%,1,0.00%,-50.00%,1,0.00%,,,,,14,0,-44,98.20%,0.00%,0.00%
"San Jose, CA - Lone Bluff",Jun-15,$330K,0.00%,10.00%,1,0.00%,0.00%,,,,,,,14,0,-55,98.20%,0.00%,-1.80%
"San Jose, CA - Lone Bluff",Sep-15,$345K,,19.00%,1,,0.00%,1,,,,,,48,,-7,104.90%,,-2.50%
"San Jose, CA - Lone Bluff",Oct-15,$345K,0.00%,,1,0.00%,,1,0.00%,,,,,48,0,,104.90%,0.00%,
"San Jose, CA - Lone Bluff",Nov-15,$345K,0.00%,,1,0.00%,,,,,,,,48,0,,104.90%,0.00%,
"San Jose, CA - Lone Bluff",Jun-16,$410K,,24.20%,1,,0.00%,1,,,,,,41,,27,107.90%,,9.60%
"San Jose, CA - Lone Bluff",Jul-16,$410K,0.00%,,1,0.00%,,1,0.00%,,,,,41,0,,107.90%,0.00%,
"San Jose, CA - Lone Bluff",Aug-16,$410K,0.00%,,1,0.00%,,,,,,,,41,0,,107.90%,0.00%,
"San Jose, CA - Lone Bluff",Nov-16,$385K,,11.60%,1,,0.00%,,,,,,,13,,-35,110.00%,,5.10%
"San Jose, CA - Lone Bluff",Dec-16,$385K,0.00%,,1,0.00%,,,,,,,,13,0,,110.00%,0.00%,
"San Jose, CA - Los Arboles",Jan-12,$167K,-1.60%,3.70%,11,-8.30%,57.10%,10,25.00%,-37.50%,2,0.00%,-83.30%,11,4,-7,103.00%,0.80%,2.60%
"San Jose, CA - Los Arboles",Feb-12,$162K,-3.30%,-4.40%,10,-9.10%,66.70%,9,-10.00%,-40.00%,2,0.00%,-75.00%,11,0,-6,100.90%,-2.10%,-0.20%
"San Jose, CA - Los Arboles",Mar-12,$170K,5.30%,-4.50%,7,-30.00%,-22.20%,8,-11.10%,-27.30%,2,0.00%,-60.00%,13,2,-1,99.20%,-1.80%,-3.90%
"San Jose, CA - Los Arboles",Apr-12,$175K,2.90%,2.90%,9,28.60%,-30.80%,8,0.00%,-20.00%,1,-50.00%,-83.30%,6,-7,-8,99.60%,0.40%,-3.70%
"San Jose, CA - Los Arboles",May-12,$180K,2.90%,15.40%,7,-22.20%,-61.10%,9,12.50%,-25.00%,1,0.00%,-66.70%,6,0,-11,101.50%,2.00%,0.70%
"San Jose, CA - Los Arboles",Jun-12,$184K,2.20%,24.30%,6,-14.30%,-60.00%,8,-11.10%,-27.30%,2,100.00%,100.00%,7,1,-11,107.20%,5.70%,7.00%
"San Jose, CA - Los Arboles",Jul-12,$240K,30.40%,52.90%,5,-16.70%,-66.70%,8,0.00%,-33.30%,3,50.00%,0.00%,8,2,-40,110.40%,3.20%,10.70%
"San Jose, CA - Los Arboles",Aug-12,$183K,-24.00%,13.00%,6,20.00%,-40.00%,6,-25.00%,-45.50%,2,-33.30%,0.00%,13,5,-15,107.60%,-2.80%,7.30%
"San Jose, CA - Los Arboles",Sep-12,$182K,-0.50%,0.80%,8,33.30%,-33.30%,5,-16.70%,-66.70%,,,,13,0,-20,108.10%,0.50%,4.40%
"San Jose, CA - Los Arboles",Oct-12,$180K,-0.80%,-2.70%,9,12.50%,0.00%,4,-20.00%,-60.00%,1,,-50.00%,11,-3,4,108.90%,0.80%,5.00%
"San Jose, CA - Los Arboles",Nov-12,$177K,-1.70%,-4.30%,6,-33.30%,-45.50%,2,-50.00%,-80.00%,,,,8,-3,1,112.30%,3.40%,7.00%
"San Jose, CA - Los Arboles",Dec-12,$175K,-1.10%,3.10%,5,-16.70%,-58.30%,1,-50.00%,-87.50%,,,,26,18,19,120.70%,8.40%,18.50%
"San Jose, CA - Los Arboles",Jan-13,$175K,0.00%,4.80%,2,-60.00%,-81.80%,2,100.00%,-80.00%,1,,-50.00%,29,3,18,137.60%,16.80%,34.50%
"San Jose, CA - Los Arboles",Feb-13,$175K,0.00%,8.40%,4,100.00%,-60.00%,4,100.00%,-55.60%,1,0.00%,-50.00%,17,-12,6,123.80%,-13.70%,22.90%
"San Jose, CA - Los Arboles",Mar-13,$270K,54.30%,58.80%,3,-25.00%,-57.10%,8,100.00%,0.00%,2,100.00%,0.00%,16,-1,3,109.80%,-14.00%,10.70%
"San Jose, CA - Los Arboles",Apr-13,$270K,0.00%,54.30%,5,66.70%,-44.40%,8,0.00%,0.00%,4,100.00%,300.00%,16,0,10,104.40%,-5.40%,4.90%
"San Jose, CA - Los Arboles",May-13,$293K,8.30%,62.50%,4,-20.00%,-42.90%,10,25.00%,11.10%,4,0.00%,300.00%,13,-3,7,101.60%,-2.80%,0.10%
"San Jose, CA - Los Arboles",Jun-13,$288K,-1.70%,56.30%,6,50.00%,0.00%,8,-20.00%,0.00%,3,-25.00%,50.00%,21,8,15,103.10%,1.50%,-4.10%
"San Jose, CA - Los Arboles",Jul-13,$295K,2.60%,22.90%,5,-16.70%,0.00%,14,75.00%,75.00%,8,166.70%,166.70%,18,-3,10,108.00%,4.80%,-2.40%
"San Jose, CA - Los Arboles",Aug-13,$300K,1.70%,64.40%,6,20.00%,0.00%,12,-14.30%,100.00%,7,-12.50%,250.00%,21,3,8,105.10%,-2.90%,-2.60%
"San Jose, CA - Los Arboles",Sep-13,$304K,1.30%,67.50%,6,0.00%,-25.00%,14,16.70%,180.00%,10,42.90%,,14,-7,1,101.20%,-3.90%,-6.90%
"San Jose, CA - Los Arboles",Oct-13,$302K,-0.70%,67.80%,7,16.70%,-22.20%,11,-21.40%,175.00%,11,10.00%,1000.00%,13,-1,3,99.30%,-1.90%,-9.60%
"San Jose, CA - Los Arboles",Nov-13,$296K,-2.00%,67.20%,6,-14.30%,0.00%,12,9.10%,500.00%,9,-18.20%,,12,-2,4,100.40%,1.00%,-11.90%
"San Jose, CA - Los Arboles",Dec-13,$303K,2.20%,72.90%,6,0.00%,20.00%,11,-8.30%,1000.00%,11,22.20%,,52,40,26,99.70%,-0.70%,-21.10%
"San Jose, CA - Los Arboles",Jan-14,$310K,2.50%,77.10%,7,16.70%,250.00%,7,-36.40%,250.00%,3,-72.70%,200.00%,39,-13,11,99.70%,0.00%,-37.90%
"San Jose, CA - Los Arboles",Feb-14,$310K,0.00%,77.10%,13,85.70%,225.00%,6,-14.30%,50.00%,2,-33.30%,100.00%,84,45,67,99.90%,0.20%,-24.00%
"San Jose, CA - Los Arboles",Mar-14,$305K,-1.60%,13.00%,13,0.00%,333.30%,4,-33.30%,-50.00%,2,0.00%,0.00%,56,-28,40,100.20%,0.40%,-9.60%
"San Jose, CA - Los Arboles",Apr-14,$295K,-3.30%,9.30%,10,-23.10%,100.00%,7,75.00%,-12.50%,3,50.00%,-25.00%,70,14,54,100.10%,-0.10%,-4.30%
"San Jose, CA - Los Arboles",May-14,$303K,2.50%,3.40%,8,-20.00%,100.00%,11,57.10%,10.00%,2,-33.30%,-50.00%,9,-62,-5,101.10%,1.00%,-0.50%
"San Jose, CA - Los Arboles",Jun-14,$314K,3.80%,9.20%,8,0.00%,33.30%,10,-9.10%,25.00%,,,,8,-1,-14,101.20%,0.10%,-1.90%
"San Jose, CA - Los Arboles",Jul-14,$318K,1.30%,7.80%,9,12.50%,80.00%,10,0.00%,-28.60%,3,,-62.50%,8,1,-10,101.30%,0.10%,-6.70%
"San Jose, CA - Los Arboles",Aug-14,$323K,1.60%,7.70%,8,-11.10%,33.30%,6,-40.00%,-50.00%,3,0.00%,-57.10%,19,11,-3,99.60%,-1.70%,-5.50%
"San Jose, CA - Los Arboles",Sep-14,$322K,-0.30%,5.90%,6,-25.00%,0.00%,8,33.30%,-42.90%,3,0.00%,-70.00%,18,-1,4,99.80%,0.20%,-1.40%
"San Jose, CA - Los Arboles",Oct-14,$322K,0.00%,6.60%,6,0.00%,-14.30%,5,-37.50%,-54.50%,4,33.30%,-63.60%,26,8,13,99.00%,-0.80%,-0.40%
"San Jose, CA - Los Arboles",Nov-14,$280K,-13.00%,-5.40%,5,-16.70%,-16.70%,6,20.00%,-50.00%,4,0.00%,-55.60%,54,28,43,100.20%,1.30%,-0.20%
"San Jose, CA - Los Arboles",Dec-14,$289K,3.00%,-4.60%,4,-20.00%,-33.30%,6,0.00%,-45.50%,5,25.00%,-54.50%,65,11,13,99.80%,-0.40%,0.10%
"San Jose, CA - Los Arboles",Jan-15,$270K,-6.40%,-12.90%,3,-25.00%,-57.10%,7,16.70%,0.00%,4,-20.00%,33.30%,54,-11,15,100.80%,1.00%,1.10%
"San Jose, CA - Los Arboles",Feb-15,$329K,21.90%,6.10%,2,-33.30%,-84.60%,7,0.00%,16.70%,6,50.00%,200.00%,42,-12,-42,103.70%,2.80%,3.80%
"San Jose, CA - Los Arboles",Mar-15,$329K,0.00%,7.90%,2,0.00%,-84.60%,6,-14.30%,50.00%,4,-33.30%,100.00%,42,0,-14,103.70%,0.00%,3.50%
"San Jose, CA - Los Arboles",Apr-15,$352K,6.80%,19.20%,6,200.00%,-40.00%,5,-16.70%,-28.60%,4,0.00%,33.30%,41,-2,-30,101.40%,-2.20%,1.30%
"San Jose, CA - Los Arboles",May-15,$350K,-0.40%,15.70%,5,-16.70%,-37.50%,4,-20.00%,-63.60%,4,0.00%,100.00%,50,10,42,101.70%,0.30%,0.60%
"San Jose, CA - Los Arboles",Jun-15,$353K,0.70%,12.30%,6,20.00%,-25.00%,4,0.00%,-60.00%,5,25.00%,,41,-10,33,101.70%,-0.10%,0.40%
"San Jose, CA - Los Arboles",Jul-15,$360K,2.10%,13.20%,3,-50.00%,-66.70%,4,0.00%,-60.00%,6,20.00%,100.00%,81,41,73,101.10%,-0.50%,-0.20%
"San Jose, CA - Los Arboles",Aug-15,$368K,2.10%,13.80%,2,-33.30%,-75.00%,3,-25.00%,-50.00%,4,-33.30%,33.30%,42,-40,23,98.10%,-3.10%,-1.50%
"San Jose, CA - Los Arboles",Sep-15,$373K,1.40%,15.70%,4,100.00%,-33.30%,3,0.00%,-62.50%,2,-50.00%,-33.30%,97,55,79,98.00%,-0.10%,-1.80%
"San Jose, CA - Los Arboles",Oct-15,$385K,3.40%,19.60%,4,0.00%,-33.30%,3,0.00%,-40.00%,3,50.00%,-25.00%,65,-32,39,98.30%,0.40%,-0.60%
"San Jose, CA - Los Arboles",Nov-15,$385K,0.00%,37.50%,4,0.00%,-20.00%,3,0.00%,-50.00%,3,0.00%,-25.00%,65,0,11,98.30%,0.00%,-1.90%
"San Jose, CA - Los Arboles",Dec-15,$385K,0.00%,33.40%,3,-25.00%,-25.00%,2,-33.30%,-66.70%,2,-33.30%,-60.00%,12,-53,-53,98.80%,0.50%,-1.00%
"San Jose, CA - Los Arboles",Jan-16,$370K,-3.90%,37.00%,2,-33.30%,-33.30%,1,-50.00%,-85.70%,1,-50.00%,-75.00%,123,111,69,100.10%,1.30%,-0.70%
"San Jose, CA - Los Arboles",Feb-16,$370K,0.00%,12.50%,2,0.00%,0.00%,1,0.00%,-85.70%,1,0.00%,-83.30%,123,0,81,100.10%,0.00%,-3.60%
"San Jose, CA - Los Arboles",Apr-16,$417K,,18.50%,4,,-33.30%,9,,80.00%,4,,0.00%,35,,-6,106.30%,,4.90%
"San Jose, CA - Los Arboles",May-16,$419K,0.60%,19.70%,6,50.00%,20.00%,11,22.20%,175.00%,4,0.00%,0.00%,27,-8,-24,105.30%,-1.10%,3.50%
"San Jose, CA - Los Arboles",Jun-16,$419K,0.00%,18.90%,8,33.30%,33.30%,9,-18.20%,125.00%,6,50.00%,20.00%,27,0,-14,104.30%,-1.00%,2.60%
"San Jose, CA - Los Arboles",Jul-16,$408K,-2.70%,13.20%,6,-25.00%,100.00%,8,-11.10%,100.00%,5,-16.70%,-16.70%,30,4,-51,101.30%,-3.00%,0.10%
"San Jose, CA - Los Arboles",Aug-16,$400K,-1.80%,8.80%,7,16.70%,250.00%,9,12.50%,200.00%,5,0.00%,25.00%,57,27,16,100.90%,-0.40%,2.80%
"San Jose, CA - Los Arboles",Sep-16,$405K,1.30%,8.70%,8,14.30%,100.00%,8,-11.10%,166.70%,4,-20.00%,100.00%,61,4,-36,101.10%,0.20%,3.10%
"San Jose, CA - Los Arboles",Oct-16,$428K,5.60%,11.00%,8,0.00%,100.00%,6,-25.00%,100.00%,3,-25.00%,0.00%,57,-4,-8,101.60%,0.50%,3.20%
"San Jose, CA - Los Arboles",Nov-16,$430K,0.60%,11.70%,7,-12.50%,75.00%,4,-33.30%,33.30%,3,0.00%,0.00%,49,-8,-16,100.50%,-1.10%,2.10%
"San Jose, CA - Los Arboles",Dec-16,$432K,0.50%,12.20%,5,-28.60%,66.70%,4,0.00%,100.00%,3,0.00%,50.00%,52,3,40,99.70%,-0.80%,0.80%
"San Jose, CA - Los Gatos",Jan-12,$552K,-4.00%,,2,100.00%,,,,,,,,122,-20,,98.30%,1.70%,
"San Jose, CA - Los Gatos",Feb-12,$529K,-4.20%,,1,-50.00%,,2,,,,,,102,-20,,100.00%,1.70%,
"San Jose, CA - Los Gatos",Mar-12,$529K,0.00%,,1,0.00%,,3,50.00%,,1,,,102,0,,100.00%,0.00%,
"San Jose, CA - Los Gatos",Apr-12,$600K,13.40%,,1,0.00%,,3,0.00%,,1,0.00%,,9,-93,,97.60%,-2.40%,
"San Jose, CA - Los Gatos",May-12,$600K,0.00%,,1,0.00%,,1,-66.70%,,1,0.00%,,9,0,,97.60%,0.00%,
"San Jose, CA - Los Gatos",Jun-12,$573K,-4.50%,,2,100.00%,,,,,1,0.00%,,13,4,,99.40%,1.80%,
"San Jose, CA - Los Gatos",Jul-12,$546K,-4.70%,,1,-50.00%,,,,,1,0.00%,,16,4,,101.20%,1.80%,
"San Jose, CA - Los Gatos",Aug-12,$546K,0.00%,,1,0.00%,,,,,1,0.00%,,16,0,,101.20%,0.00%,
"San Jose, CA - Los Gatos",Oct-12,$599K,,,2,,,2,,,1,,,92,,,99.90%,,
"San Jose, CA - Los Gatos",Nov-12,$610K,1.80%,6.10%,3,50.00%,200.00%,2,0.00%,,,,,34,-58,-108,99.90%,0.00%,3.30%
"San Jose, CA - Los Gatos",Dec-12,$610K,0.00%,6.10%,3,0.00%,200.00%,2,0.00%,,,,,34,0,-108,99.90%,0.00%,3.30%
"San Jose, CA - Los Gatos",Jan-13,$625K,2.50%,13.20%,1,-66.70%,-50.00%,,,,,,,34,0,-88,100.00%,0.10%,1.70%
"San Jose, CA - Los Gatos",Apr-13,$663K,,10.50%,1,,0.00%,1,,-66.70%,,,,8,,-1,107.80%,,10.20%
"San Jose, CA - Los Gatos",May-13,$663K,0.00%,10.50%,1,0.00%,0.00%,3,200.00%,200.00%,2,,100.00%,8,0,-1,107.80%,0.00%,10.20%
"San Jose, CA - Los Gatos",Jun-13,$663K,0.00%,15.70%,1,0.00%,-50.00%,2,-33.30%,,,,,8,0,-5,107.80%,0.00%,8.40%
"San Jose, CA - Los Gatos",Jul-13,$720K,8.60%,31.90%,1,0.00%,0.00%,2,0.00%,,,,,9,1,-7,103.00%,-4.80%,1.80%
"San Jose, CA - Los Gatos",Aug-13,$720K,0.00%,31.90%,1,0.00%,0.00%,2,0.00%,,2,,100.00%,9,0,-7,103.00%,0.00%,1.80%
"San Jose, CA - Los Gatos",Sep-13,$743K,3.10%,,2,100.00%,,3,50.00%,,1,-50.00%,,15,6,,103.30%,0.20%,
"San Jose, CA - Los Gatos",Oct-13,$626K,-15.70%,4.50%,3,50.00%,50.00%,3,0.00%,50.00%,,,,20,6,-72,100.60%,-2.60%,0.80%
"San Jose, CA - Los Gatos",Nov-13,$626K,0.00%,2.60%,3,0.00%,0.00%,2,-33.30%,0.00%,,,,20,0,-14,100.60%,0.00%,0.70%
"San Jose, CA - Los Gatos",Dec-13,$626K,0.00%,2.60%,3,0.00%,0.00%,1,-50.00%,-50.00%,,,,13,-7,-21,101.40%,0.80%,1.50%
"San Jose, CA - Los Gatos",Jan-14,$655K,4.60%,4.80%,1,-66.70%,0.00%,1,0.00%,,,,,13,0,-21,105.80%,4.40%,5.80%
"San Jose, CA - Los Gatos",Feb-14,$655K,0.00%,,1,0.00%,,,,,,,,13,0,,105.80%,0.00%,
"San Jose, CA - Los Gatos",Apr-14,$650K,,-2.00%,1,,0.00%,2,,100.00%,,,,8,,0,103.30%,,-4.50%
"San Jose, CA - Los Gatos",May-14,$735K,13.10%,10.90%,3,200.00%,200.00%,2,0.00%,-33.30%,,,,8,0,0,105.70%,2.40%,-2.10%
"San Jose, CA - Los Gatos",Jun-14,$735K,0.00%,10.90%,3,0.00%,200.00%,,,,,,,8,0,0,105.70%,0.00%,-2.10%
"San Jose, CA - Los Gatos",Jul-14,$800K,8.80%,11.10%,2,-33.30%,100.00%,1,,-50.00%,1,,,19,11,10,106.90%,1.20%,3.90%
"San Jose, CA - Los Gatos",Oct-14,$705K,,12.60%,1,,-66.70%,1,,-66.70%,,,,8,,-12,104.40%,,3.80%
"San Jose, CA - Los Gatos",Nov-14,$705K,0.00%,12.60%,1,0.00%,-66.70%,1,0.00%,-50.00%,,,,8,0,-12,104.40%,0.00%,3.80%
"San Jose, CA - Los Gatos",Dec-14,$705K,0.00%,12.60%,1,0.00%,-66.70%,,,,,,,8,0,-5,104.40%,0.00%,3.00%
"San Jose, CA - Los Gatos",Apr-15,$930K,,43.10%,1,,0.00%,1,,-50.00%,,,,5,,-3,103.90%,,0.60%
"San Jose, CA - Los Gatos",May-15,$930K,0.00%,26.50%,1,0.00%,-66.70%,1,0.00%,-50.00%,,,,5,0,-3,103.90%,0.00%,-1.80%
"San Jose, CA - Los Gatos",Jun-15,$930K,0.00%,26.50%,1,0.00%,-66.70%,1,0.00%,,,,,5,0,-3,103.90%,0.00%,-1.80%
"San Jose, CA - Los Gatos",Jul-15,$950K,2.20%,18.80%,1,0.00%,-50.00%,1,0.00%,0.00%,,,,10,5,-9,105.80%,1.90%,-1.10%
"San Jose, CA - Los Gatos",Aug-15,$950K,0.00%,,1,0.00%,,2,100.00%,,1,,,10,0,,105.80%,0.00%,
"San Jose, CA - Los Gatos",Sep-15,$950K,0.00%,,1,0.00%,,2,0.00%,,2,100.00%,,10,0,,105.80%,0.00%,
"San Jose, CA - Los Gatos",Nov-15,$930K,,31.90%,1,,0.00%,1,,0.00%,1,,,55,,47,100.50%,,-3.90%
"San Jose, CA - Los Gatos",Dec-15,$905K,-2.70%,28.40%,2,100.00%,100.00%,,,,,,,97,42,89,100.30%,-0.30%,-4.20%
"San Jose, CA - Los Gatos",Jan-16,$905K,0.00%,,2,0.00%,,,,,,,,97,0,,100.30%,0.00%,
"San Jose, CA - Los Gatos",Feb-16,$880K,-2.80%,,1,-50.00%,,,,,,,,139,42,,100.00%,-0.30%,
"San Jose, CA - Los Gatos",Apr-16,$960K,,3.20%,1,,0.00%,2,,100.00%,1,,,9,,4,106.90%,,3.00%
"San Jose, CA - Los Gatos",May-16,$960K,0.00%,3.20%,2,100.00%,100.00%,2,0.00%,100.00%,,,,27,18,22,107.50%,0.60%,3.60%
"San Jose, CA - Los Gatos",Jun-16,$960K,0.00%,3.20%,2,0.00%,100.00%,1,-50.00%,0.00%,,,,27,0,22,107.50%,0.00%,3.60%
"San Jose, CA - Los Gatos",Jul-16,$960K,0.00%,1.10%,1,-50.00%,0.00%,1,0.00%,0.00%,1,,,45,18,35,108.10%,0.60%,2.30%
"San Jose, CA - Los Gatos",Aug-16,$920K,-4.20%,-3.20%,1,0.00%,0.00%,1,0.00%,-50.00%,,,,35,-10,25,102.30%,-5.80%,-3.50%
"San Jose, CA - Los Gatos",Sep-16,$920K,0.00%,-3.20%,1,0.00%,0.00%,1,0.00%,-50.00%,,,,35,0,25,102.30%,0.00%,-3.50%
"San Jose, CA - Los Gatos",Oct-16,$920K,0.00%,,1,0.00%,,,,,,,,35,0,,102.30%,0.00%,
"San Jose, CA - Los Paseos",Jan-12,$349K,0.30%,0.00%,2,-33.30%,100.00%,1,,,1,,0.00%,16,0,-150,99.20%,1.20%,-2.60%
"San Jose, CA - Los Paseos",Feb-12,$348K,-0.30%,-0.30%,1,-50.00%,0.00%,1,0.00%,,1,0.00%,,2,-14,-164,98.00%,-1.10%,-3.80%
"San Jose, CA - Los Paseos",Aug-12,$325K,,-10.70%,1,,0.00%,1,,0.00%,,,,,,,100.00%,,-1.40%
"San Jose, CA - Los Paseos",Sep-12,$331K,1.70%,,2,100.00%,,,,,,,,135,,,103.70%,3.70%,
"San Jose, CA - Los Paseos",Oct-12,$331K,0.00%,-1.30%,2,0.00%,100.00%,,,,,,,135,0,,103.70%,0.00%,8.20%
"San Jose, CA - Los Paseos",Nov-12,$303K,-8.30%,-11.50%,3,50.00%,50.00%,1,,,1,,,51,-84,21,98.60%,-5.10%,0.80%
"San Jose, CA - Los Paseos",Dec-12,$277K,-8.70%,-20.50%,2,-33.30%,-33.30%,2,100.00%,,1,0.00%,,43,-8,27,94.30%,-4.40%,-3.70%
"San Jose, CA - Los Paseos",Jan-13,$303K,9.60%,-13.20%,3,50.00%,50.00%,3,50.00%,200.00%,1,0.00%,0.00%,35,-8,19,99.40%,5.20%,0.30%
"San Jose, CA - Los Paseos",Feb-13,$454K,49.70%,30.30%,2,-33.30%,100.00%,3,0.00%,200.00%,,,,11,-24,9,108.20%,8.80%,10.20%
"San Jose, CA - Los Paseos",Mar-13,$411K,-9.40%,,3,50.00%,,5,66.70%,,,,,8,-3,,122.90%,14.70%,
"San Jose, CA - Los Paseos",Apr-13,$418K,1.70%,,4,33.30%,,4,-20.00%,,,,,7,-1,,113.40%,-9.50%,
"San Jose, CA - Los Paseos",May-13,$425K,1.70%,,5,25.00%,,3,-25.00%,,,,,7,0,,113.20%,-0.20%,
"San Jose, CA - Los Paseos",Jun-13,$450K,5.90%,,4,-20.00%,,1,-66.70%,,,,,8,1,,103.40%,-9.80%,
"San Jose, CA - Los Paseos",Jul-13,$493K,9.60%,,3,-25.00%,,1,0.00%,,,,,10,2,,105.40%,2.00%,
"San Jose, CA - Los Paseos",Aug-13,$500K,1.40%,53.80%,1,-66.70%,0.00%,1,0.00%,0.00%,,,,10,1,,97.20%,-8.20%,-2.80%
"San Jose, CA - Los Paseos",Sep-13,$500K,0.00%,51.30%,1,0.00%,-50.00%,1,0.00%,,,,,10,0,-125,97.20%,0.00%,-6.50%
"San Jose, CA - Los Paseos",Oct-13,$455K,-9.00%,37.70%,1,0.00%,-50.00%,2,100.00%,,1,,,16,6,-119,102.00%,4.90%,-1.60%
"San Jose, CA - Los Paseos",Nov-13,$455K,0.00%,50.20%,1,0.00%,-66.70%,3,50.00%,200.00%,1,0.00%,0.00%,16,0,-35,102.00%,0.00%,3.40%
"San Jose, CA - Los Paseos",Dec-13,$455K,0.00%,64.60%,1,0.00%,-50.00%,2,-33.30%,0.00%,,,,16,0,-27,102.00%,0.00%,7.80%
"San Jose, CA - Los Paseos",Jan-14,$495K,8.80%,63.40%,1,0.00%,-66.70%,1,-50.00%,-66.70%,,,,38,22,3,99.00%,-3.00%,-0.40%
"San Jose, CA - Los Paseos",Feb-14,$495K,0.00%,9.20%,1,0.00%,-50.00%,1,0.00%,-66.70%,1,,,38,0,27,99.00%,0.00%,-9.20%
"San Jose, CA - Los Paseos",Mar-14,$495K,0.00%,20.40%,1,0.00%,-66.70%,2,100.00%,-60.00%,1,0.00%,,38,0,30,99.00%,0.00%,-23.90%
