Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY ,Zip Code
"San Jose, CA - Alexander",12-Jan,$152K,-1%,18.80%,12,-7.70%,100%,12,0%,33.30%,9,50%,-43.80%,19,4,-26,103.40%,2.30%,10.20%,95116
"San Jose, CA - Alexander",12-Feb,$146K,-4%,-1.70%,10,-16.70%,42.90%,11,-8.30%,10%,3,-66.70%,-76.90%,20,2,-23,103.40%,0%,8.90%,95116
"San Jose, CA - Alexander",12-Mar,$146K,0%,-7%,13,30%,116.70%,12,9.10%,-20%,4,33.30%,-73.30%,23,3,-22,102%,-1.40%,4.70%,95116
"San Jose, CA - Alexander",12-Apr,$140K,-3.60%,-7.40%,10,-23.10%,25%,5,-58.30%,-68.80%,3,-25%,-81.30%,24,1,-21,100.50%,-1.50%,2.40%,95116
"San Jose, CA - Alexander",12-May,$150K,7%,12.80%,11,10%,0%,8,60%,-61.90%,2,-33.30%,-87.50%,25,1,-5,100.80%,0.30%,2.30%,95116
"San Jose, CA - Alexander",12-Jun,$134K,-11%,1.90%,6,-45.50%,-53.80%,6,-25%,-66.70%,2,0%,-83.30%,17,-8,-34,100.80%,0%,-0.70%,95116
"San Jose, CA - Alexander",12-Jul,$132K,-1.10%,1.50%,7,16.70%,-53.30%,9,50%,-52.60%,3,50%,-80%,20,3,-23,100.70%,-0.10%,1.20%,95116
"San Jose, CA - Alexander",12-Aug,$126K,-4.50%,-1.20%,6,-14.30%,-62.50%,7,-22.20%,-56.30%,1,-66.70%,-90.90%,24,4,-29,100.60%,-0.10%,1.80%,95116
"San Jose, CA - Alexander",12-Sep,$128K,1.60%,-9.50%,6,0%,-64.70%,8,14.30%,-52.90%,3,200%,-70%,28,4,-16,99.80%,-0.80%,3.70%,95116
"San Jose, CA - Alexander",12-Oct,$128K,0%,-10%,6,0%,-62.50%,5,-37.50%,-73.70%,1,-66.70%,-90.90%,17,-11,-19,99.80%,0%,3%,95116
"San Jose, CA - Alexander",12-Nov,$144K,12.10%,-6.20%,10,66.70%,-23.10%,7,40%,-53.30%,,,,12,-5,-11,104.10%,4.30%,5.70%,95116
"San Jose, CA - Alexander",12-Dec,$162K,13.10%,6%,8,-20%,-38.50%,4,-42.90%,-66.70%,,,,10,-2,-5,106.70%,2.60%,5.50%,95116
"San Jose, CA - Alexander",13-Jan,$170K,4.50%,11.90%,7,-12.50%,-41.70%,4,0%,-66.70%,1,,-88.90%,11,1,-8,107.60%,1%,4.20%,95116
"San Jose, CA - Alexander",13-Feb,$295K,74%,102.70%,1,-85.70%,-90%,4,0%,-63.60%,2,100%,-33.30%,11,0,-9,107.10%,-0.50%,3.70%,95116
"San Jose, CA - Alexander",13-Mar,$223K,-24.30%,53.40%,2,100%,-84.60%,5,25%,-58.30%,,,,10,-1,-13,110.20%,3.20%,8.30%,95116
"San Jose, CA - Alexander",13-Apr,$226K,1.20%,61.10%,3,50%,-70%,11,120%,120%,5,,66.70%,13,3,-11,106.30%,-3.90%,5.80%,95116
"San Jose, CA - Alexander",13-May,$236K,4.20%,57%,8,166.70%,-27.30%,10,-9.10%,25%,4,-20%,100%,9,-4,-16,107%,0.70%,6.20%,95116
"San Jose, CA - Alexander",13-Jun,$251K,6.60%,88%,9,12.50%,50%,16,60%,166.70%,7,75%,250%,15,6,-2,103.90%,-3.10%,3.10%,95116
"San Jose, CA - Alexander",13-Jul,$251K,0%,90.20%,11,22.20%,57.10%,12,-25%,33.30%,4,-42.90%,33.30%,15,0,-5,105.60%,1.70%,4.90%,95116
"San Jose, CA - Alexander",13-Aug,$257K,2.40%,104%,9,-18.20%,50%,13,8.30%,85.70%,6,50%,500%,34,19,11,105.70%,0.10%,5%,95116
"San Jose, CA - Alexander",13-Sep,$249K,-3.10%,94.50%,7,-22.20%,16.70%,12,-7.70%,50%,10,66.70%,233.30%,47,13,20,105.30%,-0.40%,5.50%,95116
"San Jose, CA - Alexander",13-Oct,$232K,-6.80%,81.30%,7,0%,16.70%,15,25%,200%,6,-40%,500%,44,-3,27,100.10%,-5.20%,0.30%,95116
"San Jose, CA - Alexander",13-Nov,$230K,-1%,60.10%,8,14.30%,-20%,15,0%,114.30%,6,0%,,19,-26,7,97.30%,-2.80%,-6.80%,95116
"San Jose, CA - Alexander",13-Dec,$232K,1%,43%,11,37.50%,37.50%,11,-26.70%,175%,5,-16.70%,,18,-1,8,99.50%,2.20%,-7.10%,95116
"San Jose, CA - Alexander",14-Jan,$230K,-0.90%,35.70%,9,-18.20%,28.60%,5,-54.50%,25%,3,-40%,200%,14,-4,3,100.70%,1.20%,-6.90%,95116
"San Jose, CA - Alexander",14-Feb,$243K,5.40%,-17.80%,6,-33.30%,500%,4,-20%,0%,4,33.30%,100%,24,10,13,101.30%,0.60%,-5.70%,95116
"San Jose, CA - Alexander",14-Mar,$220K,-9.30%,-1.50%,5,-16.70%,150%,3,-25%,-40%,2,-50%,,39,16,29,100.90%,-0.50%,-9.40%,95116
"San Jose, CA - Alexander",14-Apr,$229K,4.10%,1.30%,6,20%,100%,3,0%,-72.70%,1,-50%,-80%,48,9,35,101.50%,0.60%,-4.90%,95116
"San Jose, CA - Alexander",14-May,$229K,0%,-2.80%,6,0%,-25%,3,0%,-70%,2,100%,-50%,75,27,66,101.10%,-0.30%,-5.90%,95116
"San Jose, CA - Alexander",14-Jun,$270K,17.70%,7.40%,4,-33.30%,-55.60%,4,33.30%,-75%,2,0%,-71.40%,48,-27,33,102.70%,1.60%,-1.20%,95116
"San Jose, CA - Alexander",14-Jul,$280K,3.90%,11.60%,3,-25%,-72.70%,6,50%,-50%,3,50%,-25%,16,-32,1,100.10%,-2.50%,-5.40%,95116
"San Jose, CA - Alexander",14-Aug,$241K,-14.10%,-6.40%,4,33.30%,-55.60%,8,33.30%,-38.50%,5,66.70%,-16.70%,12,-5,-23,101.60%,1.40%,-4.10%,95116
"San Jose, CA - Alexander",14-Sep,$241K,0%,-3.40%,6,50%,-14.30%,8,0%,-33.30%,4,-20%,-60%,15,4,-32,101.90%,0.30%,-3.40%,95116
"San Jose, CA - Alexander",14-Oct,$247K,2.70%,6.50%,6,0%,-14.30%,11,37.50%,-26.70%,6,50%,0%,13,-3,-32,101.40%,-0.50%,1.40%,95116
"San Jose, CA - Alexander",14-Nov,$258K,4.50%,12.30%,5,-16.70%,-37.50%,9,-18.20%,-40%,4,-33.30%,-33.30%,24,12,6,100%,-1.40%,2.70%,95116
"San Jose, CA - Alexander",14-Dec,$288K,11.40%,23.90%,6,20%,-45.50%,8,-11.10%,-27.30%,3,-25%,-40%,21,-4,3,101%,1%,1.50%,95116
"San Jose, CA - Alexander",15-Jan,$270K,-6.10%,17.40%,5,-16.70%,-44.40%,6,-25%,20%,4,33.30%,33.30%,24,4,10,102.80%,1.90%,2.10%,95116
"San Jose, CA - Alexander",15-Feb,$283K,4.60%,16.50%,6,20%,0%,5,-16.70%,25%,1,-75%,-75%,16,-9,-8,104.60%,1.80%,3.30%,95116
"San Jose, CA - Alexander",15-Mar,$295K,4.40%,34.10%,3,-50%,-40%,5,0%,66.70%,1,0%,-50%,7,-9,-32,103.70%,-0.90%,2.90%,95116
"San Jose, CA - Alexander",15-Apr,$310K,5.10%,35.40%,5,66.70%,-16.70%,4,-20%,33.30%,3,200%,200%,7,0,-41,103.60%,-0.20%,2.10%,95116
"San Jose, CA - Alexander",15-May,$331K,6.80%,44.50%,4,-20%,-33.30%,10,150%,233.30%,7,133.30%,250%,80,73,6,99.90%,-3.60%,-1.20%,95116
"San Jose, CA - Alexander",15-Jun,$352K,6.30%,30.60%,3,-25%,-25%,9,-10%,125%,6,-14.30%,200%,128,48,80,101%,1%,-1.70%,95116
"San Jose, CA - Alexander",15-Jul,$270K,-23.30%,-3.60%,5,66.70%,66.70%,11,22.20%,83.30%,4,-33.30%,33.30%,17,-111,1,98.70%,-2.20%,-1.40%,95116
"San Jose, CA - Alexander",15-Aug,$313K,15.90%,30.10%,9,80%,125%,7,-36.40%,-12.50%,5,25%,0%,17,0,6,100.70%,2%,-0.80%,95116
"San Jose, CA - Alexander",15-Sep,$313K,0%,30.10%,11,22.20%,83.30%,9,28.60%,12.50%,7,40%,75%,17,0,2,100.20%,-0.60%,-1.80%,95116
"San Jose, CA - Alexander",15-Oct,$335K,7%,35.60%,8,-27.30%,33.30%,10,11.10%,-9.10%,9,28.60%,50%,23,6,11,102.40%,2.30%,1%,95116
"San Jose, CA - Alexander",15-Nov,$296K,-11.70%,14.60%,6,-25%,20%,12,20%,33.30%,7,-22.20%,75%,47,24,23,103%,0.50%,3%,95116
"San Jose, CA - Alexander",15-Dec,$345K,16.70%,20%,12,100%,100%,12,0%,50%,3,-57.10%,0%,32,-16,11,104.50%,1.60%,3.50%,95116
"San Jose, CA - Alexander",16-Jan,$338K,-2.20%,25%,14,16.70%,180%,9,-25%,50%,3,0%,-25%,32,1,8,102.40%,-2.10%,-0.50%,95116
"San Jose, CA - Alexander",16-Feb,$365K,8.10%,29.20%,13,-7.10%,116.70%,6,-33.30%,20%,4,33.30%,300%,29,-3,14,102.20%,-0.20%,-2.40%,95116
"San Jose, CA - Alexander",16-Mar,$355K,-2.70%,20.40%,6,-53.80%,100%,7,16.70%,40%,6,50%,500%,28,-1,21,99.90%,-2.40%,-3.90%,95116
"San Jose, CA - Alexander",16-Apr,$365K,2.70%,17.70%,3,-50%,-40%,6,-14.30%,50%,5,-16.70%,66.70%,27,-1,20,101.60%,1.70%,-2%,95116
"San Jose, CA - Alexander",16-May,$346K,-5.30%,4.40%,5,66.70%,25%,8,33.30%,-20%,7,40%,0%,44,17,-36,102.20%,0.70%,2.30%,95116
"San Jose, CA - Alexander",16-Jun,$345K,-0.10%,-2%,5,0%,66.70%,10,25%,11.10%,8,14.30%,33.30%,44,0,-84,101.70%,-0.60%,0.70%,95116
"San Jose, CA - Alexander",16-Jul,$351K,1.70%,30%,9,80%,80%,14,40%,27.30%,7,-12.50%,75%,43,-1,26,101.80%,0.10%,3%,95116
"San Jose, CA - Alexander",16-Aug,$340K,-3.10%,8.60%,10,11.10%,11.10%,12,-14.30%,71.40%,3,-57.10%,-40%,40,-3,23,100.70%,-1.10%,-0.10%,95116
"San Jose, CA - Alexander",16-Sep,$351K,3.20%,12.10%,11,10%,0%,8,-33.30%,-11.10%,2,-33.30%,-71.40%,37,-3,20,101%,0.30%,0.80%,95116
"San Jose, CA - Alexander",16-Oct,$335K,-4.60%,0%,7,-36.40%,-12.50%,5,-37.50%,-50%,4,100%,-55.60%,37,0,14,100.50%,-0.50%,-2%,95116
"San Jose, CA - Alexander",16-Nov,$388K,15.70%,31.10%,4,-42.90%,-33.30%,5,0%,-58.30%,3,-25%,-57.10%,51,14,4,103.70%,3.20%,0.70%,95116
"San Jose, CA - Alexander",16-Dec,$365K,-5.90%,5.80%,5,25%,-58.30%,4,-20%,-66.70%,,,,34,-17,3,102.70%,-1%,-1.80%,95116
"San Jose, CA - Alma-Almaden",12-Jan,$196K,1%,54.90%,8,14.30%,166.70%,6,-33.30%,-33.30%,5,-44.40%,-58.30%,88,18,-30,97.60%,-0.70%,1.30%,95125
"San Jose, CA - Alma-Almaden",12-Feb,$199K,1.50%,-0.50%,8,0%,60%,4,-33.30%,-60%,4,-20%,-69.20%,80,-8,-26,99.80%,2.20%,-0.10%,95125
"San Jose, CA - Alma-Almaden",12-Mar,$200K,0.50%,17.60%,10,25%,150%,3,-25%,-72.70%,1,-75%,-94.70%,48,-32,-120,99.30%,-0.60%,-2.20%,95125
"San Jose, CA - Alma-Almaden",12-Apr,$200K,0%,17.60%,7,-30%,16.70%,3,0%,-70%,1,0%,-93.80%,44,-4,-124,100.50%,1.20%,-0.10%,95125
"San Jose, CA - Alma-Almaden",12-May,$185K,-7.50%,-5.10%,7,0%,16.70%,6,100%,-25%,1,0%,-92.90%,14,-30,-110,100.60%,0.10%,-0.30%,95125
"San Jose, CA - Alma-Almaden",12-Jun,$125K,-32.40%,-34.20%,5,-28.60%,-44.40%,6,0%,0%,1,0%,-92.30%,12,-2,-63,103.20%,2.60%,5.70%,95125
"San Jose, CA - Alma-Almaden",12-Jul,$215K,72%,12%,7,40%,-22.20%,8,33.30%,-11.10%,2,100%,-83.30%,10,-2,-82,113.80%,10.70%,17.20%,95125
"San Jose, CA - Alma-Almaden",12-Aug,$235K,9.30%,19.90%,5,-28.60%,-37.50%,9,12.50%,-35.70%,4,100%,-73.30%,12,2,-107,117.30%,3.40%,21.80%,95125
"San Jose, CA - Alma-Almaden",12-Sep,$235K,0%,16%,7,40%,16.70%,10,11.10%,-16.70%,1,-75%,-91.70%,11,-1,-230,117%,-0.20%,18.10%,95125
"San Jose, CA - Alma-Almaden",12-Oct,$246K,4.70%,23%,9,28.60%,50%,7,-30%,-36.40%,1,0%,-92.30%,11,0,-174,106.70%,-10.30%,6.80%,95125
"San Jose, CA - Alma-Almaden",12-Nov,$246K,0%,25.80%,9,0%,12.50%,5,-28.60%,-44.40%,2,100%,-80%,9,-2,-71,108.90%,2.20%,10.10%,95125
"San Jose, CA - Alma-Almaden",12-Dec,$218K,-11.40%,12.40%,9,0%,28.60%,5,0%,-44.40%,3,50%,-66.70%,9,0,-61,106.60%,-2.30%,8.30%,95125
"San Jose, CA - Alma-Almaden",13-Jan,$180K,-17.30%,-8%,6,-33.30%,-25%,7,40%,16.70%,3,0%,-40%,9,0,-79,107.10%,0.50%,9.50%,95125
"San Jose, CA - Alma-Almaden",13-Feb,$243K,34.80%,22.10%,7,16.70%,-12.50%,6,-14.30%,50%,2,-33.30%,-50%,12,3,-68,103.40%,-3.70%,3.60%,95125
"San Jose, CA - Alma-Almaden",13-Mar,$264K,8.60%,32%,4,-42.90%,-60%,6,0%,100%,1,-50%,0%,41,29,-7,102.10%,-1.30%,2.80%,95125
"San Jose, CA - Alma-Almaden",13-Apr,$274K,3.80%,37%,6,50%,-14.30%,6,0%,100%,1,0%,0%,23,-18,-21,105.50%,3.40%,5%,95125
"San Jose, CA - Alma-Almaden",13-May,$330K,20.40%,78.40%,6,0%,-14.30%,6,0%,0%,3,200%,200%,8,-15,-6,110.80%,5.20%,10.20%,95125
"San Jose, CA - Alma-Almaden",13-Jun,$330K,0%,164%,6,0%,20%,7,16.70%,16.70%,2,-33.30%,100%,8,0,-4,110.80%,0%,7.60%,95125
"San Jose, CA - Alma-Almaden",13-Jul,$337K,2%,56.50%,8,33.30%,14.30%,11,57.10%,37.50%,1,-50%,-50%,8,0,-2,108.10%,-2.60%,-5.70%,95125
"San Jose, CA - Alma-Almaden",13-Aug,$330K,-1.90%,40.40%,9,12.50%,80%,14,27.30%,55.60%,5,400%,25%,9,1,-3,105.30%,-2.80%,-12%,95125
"San Jose, CA - Alma-Almaden",13-Sep,$327K,-0.90%,39.10%,10,11.10%,42.90%,13,-7.10%,30%,4,-20%,300%,9,-1,-3,105.40%,0.10%,-11.60%,95125
"San Jose, CA - Alma-Almaden",13-Oct,$322K,-1.50%,30.90%,8,-20%,-11.10%,8,-38.50%,14.30%,4,0%,300%,13,4,2,102.70%,-2.70%,-4.10%,95125
"San Jose, CA - Alma-Almaden",13-Nov,$260K,-19.30%,5.70%,6,-25%,-33.30%,3,-62.50%,-40%,2,-50%,0%,23,11,14,98.20%,-4.50%,-10.70%,95125
"San Jose, CA - Alma-Almaden",13-Dec,$255K,-1.90%,17%,7,16.70%,-22.20%,1,-66.70%,-80%,2,0%,-33.30%,28,5,19,96%,-2.30%,-10.60%,95125
"San Jose, CA - Alma-Almaden",14-Jan,$258K,1%,42.90%,4,-42.90%,-33.30%,5,400%,-28.60%,5,150%,66.70%,35,7,26,93.20%,-2.70%,-13.90%,95125
"San Jose, CA - Alma-Almaden",14-Feb,$343K,33%,40.90%,4,0%,-42.90%,5,0%,-16.70%,5,0%,150%,21,-15,9,99.20%,6%,-4.10%,95125
"San Jose, CA - Alma-Almaden",14-Mar,$345K,0.70%,30.70%,3,-25%,-25%,5,0%,-16.70%,2,-60%,100%,13,-8,-28,102.90%,3.60%,0.80%,95125
"San Jose, CA - Alma-Almaden",14-Apr,$345K,0%,25.90%,5,66.70%,-16.70%,3,-40%,-50%,3,50%,200%,45,32,22,101.40%,-1.50%,-4.20%,95125
"San Jose, CA - Alma-Almaden",14-May,$260K,-24.60%,-21.20%,5,0%,-16.70%,4,33.30%,-33.30%,3,0%,0%,45,0,37,100.10%,-1.30%,-10.70%,95125
"San Jose, CA - Alma-Almaden",14-Jun,$290K,11.50%,-12.10%,6,20%,0%,6,50%,-14.30%,1,-66.70%,-50%,34,-12,26,100.50%,0.40%,-10.30%,95125
"San Jose, CA - Alma-Almaden",14-Jul,$345K,19%,2.50%,5,-16.70%,-37.50%,5,-16.70%,-54.50%,2,100%,100%,8,-26,0,100.90%,0.40%,-7.20%,95125
"San Jose, CA - Alma-Almaden",14-Aug,$345K,0%,4.50%,6,20%,-33.30%,8,60%,-42.90%,2,0%,-60%,8,0,-1,100.90%,0%,-4.40%,95125
"San Jose, CA - Alma-Almaden",14-Sep,$345K,0%,5.50%,7,16.70%,-30%,8,0%,-38.50%,3,50%,-25%,8,0,-1,101.10%,0.20%,-4.30%,95125
"San Jose, CA - Alma-Almaden",14-Oct,$348K,0.70%,7.90%,8,14.30%,0%,8,0%,0%,3,0%,-25%,8,0,-5,100.50%,-0.60%,-2.20%,95125
"San Jose, CA - Alma-Almaden",14-Nov,$350K,0.70%,34.60%,5,-37.50%,-16.70%,4,-50%,33.30%,2,-33.30%,0%,15,7,-8,100.20%,-0.30%,2%,95125
"San Jose, CA - Alma-Almaden",14-Dec,$358K,2.10%,40.20%,6,20%,-14.30%,3,-25%,200%,,,,47,32,19,98.70%,-1.50%,2.70%,95125
"San Jose, CA - Alma-Almaden",15-Jan,$358K,0%,38.80%,4,-33.30%,0%,1,-66.70%,-80%,,,,47,0,12,99%,0.30%,5.80%,95125
"San Jose, CA - Alma-Almaden",15-Feb,$365K,2.10%,6.60%,5,25%,25%,2,100%,-60%,,,,46,-1,26,101.70%,2.60%,2.40%,95125
"San Jose, CA - Alma-Almaden",15-Mar,$411K,12.50%,19%,1,-80%,-66.70%,1,-50%,-80%,,,,14,-32,1,112.20%,10.60%,9.30%,95125
"San Jose, CA - Alma-Almaden",15-Apr,$411K,0%,19%,1,0%,-80%,2,100%,-33.30%,1,,-66.70%,14,0,-31,112.20%,0%,10.80%,95125
"San Jose, CA - Alma-Almaden",15-May,$415K,1.10%,59.60%,1,0%,-80%,3,50%,-25%,,,,10,-4,-35,103.80%,-8.50%,3.60%,95125
"San Jose, CA - Alma-Almaden",15-Jun,$440K,6%,51.70%,3,200%,-50%,5,66.70%,-16.70%,2,,100%,10,0,-24,102.20%,-1.60%,1.70%,95125
"San Jose, CA - Alma-Almaden",15-Jul,$440K,0%,27.50%,3,0%,-40%,4,-20%,-20%,2,0%,0%,10,0,2,102.20%,0%,1.30%,95125
"San Jose, CA - Alma-Almaden",15-Aug,$440K,0%,27.50%,3,0%,-50%,2,-50%,-75%,1,-50%,-50%,13,3,5,100.90%,-1.30%,0%,95125
"San Jose, CA - Alma-Almaden",15-Sep,$363K,-17.60%,5.10%,2,-33.30%,-71.40%,3,50%,-62.50%,3,200%,0%,69,56,61,101.90%,0.90%,0.70%,95125
"San Jose, CA - Alma-Almaden",15-Oct,$285K,-21.40%,-18%,3,50%,-62.50%,4,33.30%,-50%,2,-33.30%,-33.30%,56,-13,48,101.20%,-0.60%,0.70%,95125
"San Jose, CA - Alma-Almaden",15-Nov,$430K,50.90%,22.90%,3,0%,-40%,5,25%,25%,2,0%,0%,29,-27,14,101.60%,0.30%,1.30%,95125
"San Jose, CA - Alma-Almaden",15-Dec,$430K,0%,20.30%,3,0%,-50%,2,-60%,-33.30%,1,-50%,,29,0,-18,102.30%,0.70%,3.60%,95125
"San Jose, CA - Alma-Almaden",16-Jan,$438K,1.70%,22.40%,4,33.30%,0%,2,0%,100%,1,0%,,39,10,-8,101.70%,-0.60%,2.70%,95125
"San Jose, CA - Alma-Almaden",16-Feb,$448K,2.30%,22.60%,4,0%,-20%,4,100%,100%,2,100%,,39,0,-7,102.70%,1%,1%,95125
"San Jose, CA - Alma-Almaden",16-Mar,$448K,0%,9%,6,50%,500%,7,75%,600%,2,0%,,33,-6,19,102.70%,0%,-9.50%,95125
"San Jose, CA - Alma-Almaden",16-Apr,$450K,0.60%,9.60%,7,16.70%,600%,8,14.30%,300%,2,0%,100%,29,-4,15,102.10%,-0.60%,-10.10%,95125
"San Jose, CA - Alma-Almaden",16-May,$450K,0%,8.40%,7,0%,600%,6,-25%,100%,1,-50%,,17,-13,7,102.20%,0.10%,-1.60%,95125
"San Jose, CA - Alma-Almaden",16-Jun,$460K,2.20%,4.50%,7,0%,133.30%,4,-33.30%,-20%,,,,11,-6,1,101.40%,-0.80%,-0.70%,95125
"San Jose, CA - Alma-Almaden",16-Jul,$470K,2.20%,6.80%,5,-28.60%,66.70%,2,-50%,-50%,,,,7,-4,-3,102.80%,1.30%,0.60%,95125
"San Jose, CA - Alma-Almaden",16-Aug,$465K,-1.10%,5.70%,4,-20%,33.30%,2,0%,0%,1,,0%,11,4,-2,102.10%,-0.70%,1.20%,95125
"San Jose, CA - Alma-Almaden",16-Sep,$468K,0.50%,29%,2,-50%,0%,3,50%,0%,2,100%,-33.30%,17,6,-52,101.80%,-0.40%,-0.10%,95125
"San Jose, CA - Alma-Almaden",16-Oct,$390K,-16.60%,36.80%,3,50%,0%,5,66.70%,25%,1,-50%,-50%,26,10,-30,103.90%,2.10%,2.60%,95125
"San Jose, CA - Alma-Almaden",16-Nov,$366K,-6.20%,-14.90%,4,33.30%,33.30%,4,-20%,-20%,1,0%,-50%,24,-2,-5,104.20%,0.30%,2.70%,95125
"San Jose, CA - Alma-Almaden",16-Dec,$342K,-6.60%,-20.50%,3,-25%,0%,4,0%,100%,3,200%,200%,22,-2,-7,105.20%,1%,2.90%,95125
"San Jose, CA - Almaden Meadows",12-Jan,$768K,0%,-4%,10,66.70%,11.10%,4,-50%,0%,2,-33.30%,0%,25,1,-32,99.40%,-0.70%,0.40%,95120
"San Jose, CA - Almaden Meadows",12-Feb,$771K,0.40%,0.50%,9,-10%,12.50%,2,-50%,-60%,2,0%,-60%,27,2,-32,98.20%,-1.10%,-0.40%,95120
"San Jose, CA - Almaden Meadows",12-Mar,$750K,-2.70%,2%,7,-22.20%,0%,6,200%,-14.30%,3,50%,-62.50%,23,-4,-34,100.30%,2%,-0.60%,95120
"San Jose, CA - Almaden Meadows",12-Apr,$708K,-5.60%,1.80%,3,-57.10%,50%,6,0%,-50%,3,0%,-70%,11,-12,-33,103.80%,3.50%,-2%,95120
"San Jose, CA - Almaden Meadows",12-May,$785K,10.90%,-1.90%,5,66.70%,66.70%,8,33.30%,-38.50%,4,33.30%,-55.60%,126,115,99,101.20%,-2.60%,-1.20%,95120
"San Jose, CA - Almaden Meadows",12-Jun,$848K,8%,3.60%,5,0%,-37.50%,7,-12.50%,-53.30%,3,-25%,-70%,126,0,110,98.70%,-2.50%,0%,95120
"San Jose, CA - Almaden Meadows",12-Jul,$855K,0.80%,4.50%,7,40%,-30%,11,57.10%,10%,8,166.70%,14.30%,28,-98,12,99.10%,0.50%,0.20%,95120
"San Jose, CA - Almaden Meadows",12-Aug,$848K,-0.80%,14.70%,7,0%,-36.40%,12,9.10%,33.30%,8,0%,0%,18,-10,3,99.90%,0.80%,1.60%,95120
"San Jose, CA - Almaden Meadows",12-Sep,$760K,-10.40%,7.80%,9,28.60%,28.60%,13,8.30%,160%,7,-12.50%,75%,21,3,2,100.20%,0.30%,1.70%,95120
"San Jose, CA - Almaden Meadows",12-Oct,$788K,3.60%,9.80%,10,11.10%,66.70%,10,-23.10%,11.10%,5,-28.60%,-28.60%,17,-5,-9,99.80%,-0.40%,2%,95120
"San Jose, CA - Almaden Meadows",12-Nov,$848K,7.70%,18.20%,12,20%,200%,8,-20%,-11.10%,1,-80%,-83.30%,26,10,9,99%,-0.80%,-3.30%,95120
"San Jose, CA - Almaden Meadows",12-Dec,$880K,3.80%,14.60%,11,-8.30%,83.30%,5,-37.50%,-37.50%,1,0%,-66.70%,24,-2,-1,98.60%,-0.40%,-1.50%,95120
"San Jose, CA - Almaden Meadows",13-Jan,$817K,-7.20%,6.40%,9,-18.20%,-10%,6,20%,50%,2,100%,0%,28,4,3,98.80%,0.20%,-0.60%,95120
"San Jose, CA - Almaden Meadows",13-Feb,$910K,11.40%,18%,7,-22.20%,-22.20%,9,50%,350%,4,100%,100%,11,-17,-16,101.60%,2.80%,3.30%,95120
"San Jose, CA - Almaden Meadows",13-Mar,$962K,5.70%,28.30%,7,0%,0%,13,44.40%,116.70%,4,0%,33.30%,8,-3,-15,102.60%,1.10%,2.30%,95120
"San Jose, CA - Almaden Meadows",13-Apr,$956K,-0.60%,35%,10,42.90%,233.30%,14,7.70%,133.30%,4,0%,33.30%,14,6,3,101.30%,-1.30%,-2.40%,95120
"San Jose, CA - Almaden Meadows",13-May,$954K,-0.20%,21.50%,15,50%,200%,13,-7.10%,62.50%,3,-25%,-25%,13,-2,-114,101.20%,-0.10%,0.10%,95120
"San Jose, CA - Almaden Meadows",13-Jun,$951K,-0.30%,12.10%,14,-6.70%,180%,17,30.80%,142.90%,8,166.70%,166.70%,15,3,-111,101.50%,0.30%,2.90%,95120
"San Jose, CA - Almaden Meadows",13-Jul,$954K,0.30%,11.60%,13,-7.10%,85.70%,20,17.60%,81.80%,7,-12.50%,-12.50%,13,-3,-16,102.30%,0.80%,3.20%,95120
"San Jose, CA - Almaden Meadows",13-Aug,$990K,3.70%,16.70%,14,7.70%,100%,19,-5%,58.30%,5,-28.60%,-37.50%,17,5,-1,101.40%,-0.90%,1.50%,95120
"San Jose, CA - Almaden Meadows",13-Sep,$978K,-1.20%,28.60%,14,0%,55.60%,11,-42.10%,-15.40%,5,0%,-28.60%,17,-1,-5,101.40%,-0.10%,1.20%,95120
"San Jose, CA - Almaden Meadows",13-Oct,$982K,0.40%,24.60%,12,-14.30%,20%,9,-18.20%,-10%,5,0%,0%,17,1,1,100.80%,-0.60%,1%,95120
"San Jose, CA - Almaden Meadows",13-Nov,$960K,-2.20%,13.20%,11,-8.30%,-8.30%,7,-22.20%,-12.50%,,,,20,3,-6,100.70%,-0.10%,1.70%,95120
"San Jose, CA - Almaden Meadows",13-Dec,"$1,013K",5.50%,15.10%,12,9.10%,9.10%,8,14.30%,60%,,,,24,4,-1,100.30%,-0.30%,1.80%,95120
"San Jose, CA - Almaden Meadows",14-Jan,"$1,042K",2.90%,27.50%,12,0%,33.30%,5,-37.50%,-16.70%,1,,-50%,14,-10,-15,101.90%,1.60%,3.10%,95120
"San Jose, CA - Almaden Meadows",14-Feb,"$1,125K",8%,23.60%,6,-50%,-14.30%,6,20%,-33.30%,2,100%,-50%,8,-6,-4,103.80%,1.90%,2.30%,95120
"San Jose, CA - Almaden Meadows",14-Mar,"$1,061K",-5.70%,10.30%,4,-33.30%,-42.90%,10,66.70%,-23.10%,4,100%,0%,7,-1,-2,105.50%,1.70%,2.90%,95120
"San Jose, CA - Almaden Meadows",14-Apr,"$1,140K",7.40%,19.20%,6,50%,-40%,13,30%,-7.10%,2,-50%,-50%,10,3,-5,105.70%,0.20%,4.30%,95120
"San Jose, CA - Almaden Meadows",14-May,"$1,128K",-1.10%,18.20%,12,100%,-20%,19,46.20%,46.20%,6,200%,100%,10,1,-3,104.80%,-0.90%,3.50%,95120
