Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY ,Zip Code
"San Jose, CA - Branham-Jarvis",12-Aug,$695K,21.80%,17.30%,11,-8.30%,-8.30%,14,-17.60%,40%,4,-42.90%,-69.20%,15,-7,-18,100.10%,0.30%,1.70%,95118
"San Jose, CA - Branham-Jarvis",12-Sep,$650K,-6.50%,11.40%,10,-9.10%,0%,11,-21.40%,10%,4,0%,-66.70%,22,7,-27,101.20%,1.20%,3.70%,95118
"San Jose, CA - Branham-Jarvis",12-Oct,$640K,-1.50%,5.40%,13,30%,85.70%,11,0%,-15.40%,3,-25%,-75%,15,-7,-67,101.50%,0.20%,4.30%,95118
"San Jose, CA - Branham-Jarvis",12-Nov,$625K,-2.30%,5.60%,14,7.70%,180%,11,0%,-8.30%,3,0%,-76.90%,13,-2,-73,101.80%,0.30%,3.70%,95118
"San Jose, CA - Branham-Jarvis",12-Dec,$635K,1.50%,22.70%,14,0%,250%,11,0%,22.20%,2,-33.30%,-81.80%,11,-2,-43,103.30%,1.50%,3%,95118
"San Jose, CA - Branham-Jarvis",13-Jan,$669K,5.50%,35.20%,12,-14.30%,140%,7,-36.40%,-22.20%,1,-50%,-87.50%,10,-2,-78,105.60%,2.40%,6%,95118
"San Jose, CA - Branham-Jarvis",13-Feb,$772K,15.30%,35.80%,8,-33.30%,-20%,11,57.10%,22.20%,3,200%,-50%,9,-1,-58,108.80%,3.20%,10.40%,95118
"San Jose, CA - Branham-Jarvis",13-Mar,$785K,1.70%,29.90%,9,12.50%,-25%,15,36.40%,66.70%,3,0%,-40%,7,-2,-47,106.90%,-1.90%,6.80%,95118
"San Jose, CA - Branham-Jarvis",13-Apr,$748K,-4.80%,23.70%,14,55.60%,16.70%,21,40%,162.50%,2,-33.30%,100%,9,2,-45,104.90%,-2%,5%,95118
"San Jose, CA - Branham-Jarvis",13-May,$753K,0.70%,44.70%,20,42.90%,81.80%,21,0%,110%,4,100%,33.30%,10,1,-40,105.40%,0.50%,4.10%,95118
"San Jose, CA - Branham-Jarvis",13-Jun,$750K,-0.30%,33.90%,21,5%,90.90%,20,-4.80%,42.90%,4,0%,-20%,10,0,-25,107.20%,1.80%,7.60%,95118
"San Jose, CA - Branham-Jarvis",13-Jul,$808K,7.70%,41.50%,16,-23.80%,33.30%,16,-20%,-5.90%,3,-25%,-57.10%,10,-1,-12,109.50%,2.30%,9.70%,95118
"San Jose, CA - Branham-Jarvis",13-Aug,$796K,-1.50%,14.50%,14,-12.50%,27.30%,15,-6.30%,7.10%,5,66.70%,25%,10,1,-5,107.90%,-1.60%,7.80%,95118
"San Jose, CA - Branham-Jarvis",13-Sep,$733K,-7.90%,12.80%,14,0%,40%,16,6.70%,45.50%,3,-40%,-25%,15,5,-7,104.30%,-3.60%,3.10%,95118
"San Jose, CA - Branham-Jarvis",13-Oct,$710K,-3.10%,10.90%,15,7.10%,15.40%,16,0%,45.50%,5,66.70%,66.70%,16,1,1,102%,-2.30%,0.50%,95118
"San Jose, CA - Branham-Jarvis",13-Nov,$703K,-1.10%,12.40%,12,-20%,-14.30%,12,-25%,9.10%,3,-40%,0%,12,-4,-1,102%,0%,0.20%,95118
"San Jose, CA - Branham-Jarvis",13-Dec,$690K,-1.80%,8.70%,11,-8.30%,-21.40%,7,-41.70%,-36.40%,2,-33.30%,0%,15,3,4,100%,-1.90%,-3.20%,95118
"San Jose, CA - Branham-Jarvis",14-Jan,$630K,-8.70%,-5.90%,9,-18.20%,-25%,5,-28.60%,-28.60%,,,,26,11,16,99.90%,-0.10%,-5.70%,95118
"San Jose, CA - Branham-Jarvis",14-Feb,$723K,14.70%,-6.40%,10,11.10%,25%,10,100%,-9.10%,3,,0%,21,-5,12,101.30%,1.40%,-7.50%,95118
"San Jose, CA - Branham-Jarvis",14-Mar,$813K,12.50%,3.50%,8,-20%,-11.10%,12,20%,-20%,3,0%,0%,12,-9,5,105.60%,4.30%,-1.40%,95118
"San Jose, CA - Branham-Jarvis",14-Apr,$839K,3.30%,12.20%,8,0%,-42.90%,14,16.70%,-33.30%,3,0%,50%,12,0,3,106.90%,1.40%,2.10%,95118
"San Jose, CA - Branham-Jarvis",14-May,$839K,0%,11.50%,10,25%,-50%,12,-14.30%,-42.90%,4,33.30%,0%,12,0,2,106.60%,-0.40%,1.20%,95118
"San Jose, CA - Branham-Jarvis",14-Jun,$887K,5.70%,18.20%,11,10%,-47.60%,18,50%,-10%,7,75%,75%,12,0,2,107.20%,0.60%,0%,95118
"San Jose, CA - Branham-Jarvis",14-Jul,$873K,-1.60%,8%,16,45.50%,0%,19,5.60%,18.80%,7,0%,133.30%,10,-2,1,106.10%,-1%,-3.40%,95118
"San Jose, CA - Branham-Jarvis",14-Aug,$875K,0.30%,10%,16,0%,14.30%,16,-15.80%,6.70%,4,-42.90%,-20%,13,3,3,105.90%,-0.30%,-2%,95118
"San Jose, CA - Branham-Jarvis",14-Sep,$870K,-0.60%,18.70%,15,-6.30%,7.10%,10,-37.50%,-37.50%,3,-25%,0%,16,3,1,103.50%,-2.40%,-0.80%,95118
"San Jose, CA - Branham-Jarvis",14-Oct,$870K,0%,22.50%,11,-26.70%,-26.70%,9,-10%,-43.80%,4,33.30%,-20%,16,0,0,102.90%,-0.50%,0.90%,95118
"San Jose, CA - Branham-Jarvis",14-Nov,$780K,-10.30%,11%,9,-18.20%,-25%,10,11.10%,-16.70%,4,0%,33.30%,23,7,11,102%,-0.90%,0%,95118
"San Jose, CA - Branham-Jarvis",14-Dec,$780K,0%,13%,9,0%,-18.20%,8,-20%,14.30%,2,-50%,0%,11,-12,-4,102.30%,0.30%,2.30%,95118
"San Jose, CA - Branham-Jarvis",15-Jan,$780K,0%,23.80%,7,-22.20%,-22.20%,7,-12.50%,40%,3,50%,,11,0,-15,103.70%,1.40%,3.80%,95118
"San Jose, CA - Branham-Jarvis",15-Feb,$880K,12.80%,21.80%,5,-28.60%,-50%,5,-28.60%,-50%,2,-33.30%,-33.30%,21,10,0,102.50%,-1.20%,1.20%,95118
"San Jose, CA - Branham-Jarvis",15-Mar,$808K,-8.20%,-0.60%,4,-20%,-50%,11,120%,-8.30%,7,250%,133.30%,16,-5,4,103.50%,1%,-2.10%,95118
"San Jose, CA - Branham-Jarvis",15-Apr,$750K,-7.20%,-10.60%,9,125%,12.50%,9,-18.20%,-35.70%,3,-57.10%,0%,13,-3,1,105.80%,2.30%,-1.10%,95118
"San Jose, CA - Branham-Jarvis",15-May,$750K,0.10%,-10.60%,11,22.20%,10%,14,55.60%,16.70%,4,33.30%,0%,13,0,1,108.50%,2.70%,1.90%,95118
"San Jose, CA - Branham-Jarvis",15-Jun,$832K,10.90%,-6.10%,13,18.20%,18.20%,17,21.40%,-5.60%,5,25%,-28.60%,11,-3,-2,109.30%,0.80%,2.10%,95118
"San Jose, CA - Branham-Jarvis",15-Jul,"$1,008K",21.10%,15.50%,16,23.10%,0%,22,29.40%,15.80%,6,20%,-14.30%,9,-2,-1,110.80%,1.60%,4.70%,95118
"San Jose, CA - Branham-Jarvis",15-Aug,$958K,-5%,9.40%,20,25%,25%,26,18.20%,62.50%,9,50%,125%,10,1,-3,109%,-1.80%,3.20%,95118
"San Jose, CA - Branham-Jarvis",15-Sep,$958K,0%,10.10%,18,-10%,20%,22,-15.40%,120%,4,-55.60%,33.30%,11,1,-6,108.60%,-0.40%,5.10%,95118
"San Jose, CA - Branham-Jarvis",15-Oct,$895K,-6.50%,2.90%,20,11.10%,81.80%,19,-13.60%,111.10%,4,0%,0%,22,11,6,105.40%,-3.20%,2.40%,95118
"San Jose, CA - Branham-Jarvis",15-Nov,$895K,0%,14.70%,14,-30%,55.60%,13,-31.60%,30%,3,-25%,-25%,27,5,4,104.60%,-0.80%,2.60%,95118
"San Jose, CA - Branham-Jarvis",15-Dec,$880K,-1.70%,12.80%,19,35.70%,111.10%,8,-38.50%,0%,1,-66.70%,-50%,27,1,16,104.50%,-0.10%,2.20%,95118
"San Jose, CA - Branham-Jarvis",16-Jan,$850K,-3.40%,9%,9,-52.60%,28.60%,9,12.50%,28.60%,4,300%,33.30%,27,0,16,103.20%,-1.30%,-0.60%,95118
"San Jose, CA - Branham-Jarvis",16-Feb,$805K,-5.30%,-8.60%,10,11.10%,100%,7,-22.20%,40%,2,-50%,0%,28,1,7,103.70%,0.50%,1.20%,95118
"San Jose, CA - Branham-Jarvis",16-Mar,"$1,120K",39.20%,38.60%,7,-30%,75%,14,100%,27.30%,3,50%,-57.10%,24,-4,8,107%,3.30%,3.50%,95118
"San Jose, CA - Branham-Jarvis",16-Apr,"$1,120K",0%,49.30%,11,57.10%,22.20%,21,50%,133.30%,10,233.30%,233.30%,10,-14,-3,108.70%,1.70%,2.90%,95118
"San Jose, CA - Branham-Jarvis",16-May,"$1,136K",1.40%,51.40%,16,45.50%,45.50%,26,23.80%,85.70%,9,-10%,125%,13,3,0,107.60%,-1.10%,-1%,95118
"San Jose, CA - Branham-Jarvis",16-Jun,"$1,034K",-9%,24.20%,19,18.80%,46.20%,25,-3.80%,47.10%,8,-11.10%,60%,26,13,15,105.30%,-2.20%,-3.90%,95118
"San Jose, CA - Branham-Jarvis",16-Jul,$988K,-4.40%,-1.90%,21,10.50%,31.30%,19,-24%,-13.60%,8,0%,33.30%,30,4,21,103%,-2.40%,-7.90%,95118
"San Jose, CA - Branham-Jarvis",16-Aug,$988K,0%,3.20%,19,-9.50%,-5%,19,0%,-26.90%,10,25%,11.10%,31,1,21,102%,-0.90%,-7%,95118
"San Jose, CA - Branham-Jarvis",16-Sep,$939K,-5%,-1.90%,15,-21.10%,-16.70%,16,-15.80%,-27.30%,11,10%,175%,33,3,23,101%,-1%,-7.60%,95118
"San Jose, CA - Branham-Jarvis",16-Oct,"$1,089K",16%,21.70%,11,-26.70%,-45%,13,-18.80%,-31.60%,12,9.10%,200%,36,3,15,101%,-0.10%,-4.40%,95118
"San Jose, CA - Branham-Jarvis",16-Nov,$902K,-17.20%,0.80%,7,-36.40%,-50%,9,-30.80%,-30.80%,7,-41.70%,133.30%,49,13,23,99.40%,-1.60%,-5.20%,95118
"San Jose, CA - Branham-Jarvis",16-Dec,"$1,070K",18.60%,21.60%,10,42.90%,-47.40%,8,-11.10%,0%,2,-71.40%,100%,34,-15,7,102.70%,3.30%,-1.80%,95118
"San Jose, CA - Branham-Kirk",12-Jan,$415K,-39.10%,45.60%,5,-28.60%,25%,3,-40%,-25%,,,,26,0,-36,101.30%,0.40%,4.40%,95118
"San Jose, CA - Branham-Kirk",12-Feb,$342K,-17.50%,26.80%,6,20%,100%,3,0%,-40%,1,,-83.30%,21,-6,-19,102.10%,0.80%,5.20%,95118
"San Jose, CA - Branham-Kirk",12-Mar,$230K,-32.80%,-43.60%,3,-50%,50%,6,100%,-14.30%,1,0%,-80%,19,-2,-44,101.30%,-0.70%,4%,95118
"San Jose, CA - Branham-Kirk",12-Apr,$265K,15.30%,-36.10%,4,33.30%,-20%,7,16.70%,-30%,1,0%,-85.70%,14,-6,-8,110.50%,9.20%,12.80%,95118
"San Jose, CA - Branham-Kirk",12-May,$301K,13.30%,-30.50%,5,25%,-16.70%,7,0%,-41.70%,1,0%,-83.30%,8,-6,-23,110.60%,0.10%,13.20%,95118
"San Jose, CA - Branham-Kirk",12-Jun,$484K,60.90%,3.30%,8,60%,-11.10%,7,0%,-36.40%,1,0%,-80%,10,2,-12,108.60%,-2%,10.10%,95118
"San Jose, CA - Branham-Kirk",12-Jul,$367K,-24.10%,-20%,9,12.50%,12.50%,12,71.40%,9.10%,5,400%,0%,9,-1,-10,104.30%,-4.20%,5.40%,95118
"San Jose, CA - Branham-Kirk",12-Aug,$637K,73.70%,50.10%,8,-11.10%,-33.30%,13,8.30%,44.40%,3,-40%,-25%,10,1,-7,105.20%,0.90%,5.50%,95118
"San Jose, CA - Branham-Kirk",12-Sep,$661K,3.70%,96%,9,12.50%,-10%,12,-7.70%,50%,4,33.30%,33.30%,9,-1,-8,106.40%,1.10%,6.50%,95118
"San Jose, CA - Branham-Kirk",12-Oct,$747K,12.90%,20.40%,10,11.10%,11.10%,8,-33.30%,33.30%,,,,10,1,-9,104%,-2.40%,4.10%,95118
"San Jose, CA - Branham-Kirk",12-Nov,$430K,-42.40%,-36.90%,14,40%,180%,10,25%,100%,1,,0%,11,2,-15,102.90%,-1.10%,3.70%,95118
"San Jose, CA - Branham-Kirk",12-Dec,$410K,-4.70%,-39.80%,13,-7.10%,85.70%,10,0%,100%,1,0%,0%,11,-1,-16,105.10%,2.20%,4.20%,95118
"San Jose, CA - Branham-Kirk",13-Jan,$424K,3.40%,2.20%,14,7.70%,180%,10,0%,233.30%,2,100%,,12,2,-14,106.40%,1.30%,5.10%,95118
"San Jose, CA - Branham-Kirk",13-Feb,$445K,5%,29.90%,11,-21.40%,83.30%,9,-10%,200%,3,50%,200%,12,0,-9,109.40%,3.10%,7.30%,95118
"San Jose, CA - Branham-Kirk",13-Mar,$785K,76.40%,241.30%,9,-18.20%,200%,6,-33.30%,0%,,,,12,0,-7,107.10%,-2.30%,5.80%,95118
"San Jose, CA - Branham-Kirk",13-Apr,$613K,-22%,130.90%,6,-33.30%,50%,4,-33.30%,-42.90%,1,,0%,12,0,-2,108.60%,1.50%,-1.90%,95118
"San Jose, CA - Branham-Kirk",13-May,$850K,38.80%,182.90%,3,-50%,-40%,3,-25%,-57.10%,1,0%,0%,12,0,4,106.30%,-2.30%,-4.30%,95118
"San Jose, CA - Branham-Kirk",13-Jun,$668K,-21.50%,38.10%,2,-33.30%,-75%,9,200%,28.60%,3,200%,200%,22,10,12,108.90%,2.60%,0.30%,95118
"San Jose, CA - Branham-Kirk",13-Jul,$538K,-19.50%,46.50%,6,200%,-33.30%,14,55.60%,16.70%,5,66.70%,0%,11,-11,2,112%,3.10%,7.70%,95118
"San Jose, CA - Branham-Kirk",13-Aug,$538K,0%,-15.70%,10,66.70%,25%,14,0%,7.70%,4,-20%,33.30%,12,1,2,108.60%,-3.50%,3.40%,95118
"San Jose, CA - Branham-Kirk",13-Sep,$520K,-3.30%,-21.30%,11,10%,22.20%,16,14.30%,33.30%,7,75%,75%,11,-1,2,106.70%,-1.90%,0.30%,95118
"San Jose, CA - Branham-Kirk",13-Oct,$543K,4.40%,-27.30%,12,9.10%,20%,11,-31.30%,37.50%,2,-71.40%,,11,0,2,102.20%,-4.50%,-1.70%,95118
"San Jose, CA - Branham-Kirk",13-Nov,$456K,-16%,6%,13,8.30%,-7.10%,10,-9.10%,0%,1,-50%,0%,11,0,0,101.30%,-0.90%,-1.60%,95118
"San Jose, CA - Branham-Kirk",13-Dec,$630K,38.20%,53.70%,13,0%,0%,3,-70%,-70%,1,0%,0%,27,16,17,100.70%,-0.60%,-4.40%,95118
"San Jose, CA - Branham-Kirk",14-Jan,$650K,3.20%,53.30%,7,-46.20%,-50%,5,66.70%,-50%,1,0%,-50%,72,45,60,99.90%,-0.80%,-6.50%,95118
"San Jose, CA - Branham-Kirk",14-Feb,$765K,17.70%,71.90%,3,-57.10%,-72.70%,7,40%,-22.20%,1,0%,-66.70%,76,4,64,99.20%,-0.70%,-10.30%,95118
"San Jose, CA - Branham-Kirk",14-Mar,$765K,0%,-2.50%,3,0%,-66.70%,9,28.60%,50%,1,0%,,8,-68,-4,109%,9.90%,1.90%,95118
"San Jose, CA - Branham-Kirk",14-Apr,$603K,-21.20%,-1.60%,10,233.30%,66.70%,8,-11.10%,100%,1,0%,0%,8,0,-4,106.40%,-2.70%,-2.20%,95118
"San Jose, CA - Branham-Kirk",14-May,$517K,-14.20%,-39.20%,10,0%,233.30%,6,-25%,100%,,,,8,0,-4,106.40%,0%,0%,95118
"San Jose, CA - Branham-Kirk",14-Jun,$449K,-13.20%,-32.80%,10,0%,400%,7,16.70%,-22.20%,1,,-66.70%,9,1,-13,103.60%,-2.80%,-5.30%,95118
"San Jose, CA - Branham-Kirk",14-Jul,$504K,12.40%,-6.20%,6,-40%,0%,9,28.60%,-35.70%,1,0%,-80%,10,2,-1,100.70%,-2.90%,-11.30%,95118
"San Jose, CA - Branham-Kirk",14-Aug,$755K,49.80%,40.50%,9,50%,-10%,10,11.10%,-28.60%,,,,10,0,-2,102.90%,2.20%,-5.60%,95118
"San Jose, CA - Branham-Kirk",14-Sep,$724K,-4.10%,39.20%,10,11.10%,-9.10%,9,-10%,-43.80%,3,,-57.10%,10,-1,-2,104.30%,1.30%,-2.40%,95118
"San Jose, CA - Branham-Kirk",14-Oct,$950K,31.20%,75%,9,-10%,-25%,7,-22.20%,-36.40%,,,,10,1,-1,105.50%,1.20%,3.30%,95118
"San Jose, CA - Branham-Kirk",14-Nov,$693K,-27.10%,51.90%,8,-11.10%,-38.50%,8,14.30%,-20%,,,,10,0,-1,107.20%,1.70%,5.90%,95118
"San Jose, CA - Branham-Kirk",14-Dec,$935K,35%,48.40%,7,-12.50%,-46.20%,7,-12.50%,133.30%,1,,0%,10,0,-17,110.40%,3.20%,9.70%,95118
"San Jose, CA - Branham-Kirk",15-Jan,$869K,-7.10%,33.70%,6,-14.30%,-14.30%,8,14.30%,60%,2,100%,100%,8,-3,-65,109.80%,-0.60%,9.90%,95118
"San Jose, CA - Branham-Kirk",15-Feb,$803K,-7.60%,5%,5,-16.70%,66.70%,7,-12.50%,0%,2,0%,100%,6,-2,-70,114%,4.20%,14.80%,95118
"San Jose, CA - Branham-Kirk",15-Mar,$515K,-35.90%,-32.70%,8,60%,166.70%,6,-14.30%,-33.30%,1,-50%,0%,10,4,2,114.70%,0.70%,5.70%,95118
"San Jose, CA - Branham-Kirk",15-Apr,$540K,4.90%,-10.40%,8,0%,-20%,5,-16.70%,-37.50%,,,,10,1,2,116.60%,1.90%,10.20%,95118
"San Jose, CA - Branham-Kirk",15-May,$900K,66.70%,74.10%,9,12.50%,-10%,9,80%,50%,2,,,9,-1,1,116.90%,0.20%,10.50%,95118
"San Jose, CA - Branham-Kirk",15-Jun,"$1,069K",18.80%,138.40%,8,-11.10%,-20%,10,11.10%,42.90%,1,-50%,0%,9,0,1,116.60%,-0.30%,13%,95118
"San Jose, CA - Branham-Kirk",15-Jul,"$1,122K",5%,122.60%,9,12.50%,50%,13,30%,44.40%,3,200%,200%,9,0,-1,115.10%,-1.50%,14.40%,95118
"San Jose, CA - Branham-Kirk",15-Aug,$821K,-26.90%,8.70%,10,11.10%,11.10%,11,-15.40%,10%,4,33.30%,,13,4,3,108.70%,-6.40%,5.70%,95118
"San Jose, CA - Branham-Kirk",15-Sep,$625K,-23.80%,-13.70%,11,10%,10%,11,0%,22.20%,2,-50%,-33.30%,21,8,12,104.70%,-4%,0.40%,95118
"San Jose, CA - Branham-Kirk",15-Oct,$584K,-6.60%,-38.50%,10,-9.10%,11.10%,8,-27.30%,14.30%,2,0%,,25,4,15,104.80%,0.10%,-0.70%,95118
"San Jose, CA - Branham-Kirk",15-Nov,$608K,4%,-12.30%,8,-20%,0%,4,-50%,-50%,,,,29,4,19,103.90%,-0.90%,-3.30%,95118
"San Jose, CA - Branham-Kirk",15-Dec,$608K,0%,-35%,4,-50%,-42.90%,2,-50%,-71.40%,,,,25,-4,15,107.50%,3.60%,-2.90%,95118
"San Jose, CA - Branham-Kirk",16-Jan,$615K,1.20%,-29.20%,3,-25%,-50%,3,50%,-62.50%,2,,0%,35,11,28,105.80%,-1.70%,-3.90%,95118
"San Jose, CA - Branham-Kirk",16-Feb,$553K,-10.10%,-31.10%,3,0%,-40%,6,100%,-14.30%,4,100%,100%,23,-12,17,114.60%,8.80%,0.60%,95118
"San Jose, CA - Branham-Kirk",16-Mar,$553K,0%,7.40%,3,0%,-62.50%,7,16.70%,16.70%,1,-75%,0%,30,7,21,111.10%,-3.50%,-3.60%,95118
"San Jose, CA - Branham-Kirk",16-Apr,$553K,0%,2.40%,5,66.70%,-37.50%,8,14.30%,60%,2,100%,,25,-5,15,109.20%,-1.90%,-7.40%,95118
"San Jose, CA - Branham-Kirk",16-May,$811K,46.70%,-9.90%,7,40%,-22.20%,9,12.50%,0%,4,100%,100%,18,-7,9,109.30%,0.10%,-7.50%,95118
"San Jose, CA - Branham-Kirk",16-Jun,$811K,0%,-24.10%,9,28.60%,12.50%,9,0%,-10%,2,-50%,100%,25,7,16,106.90%,-2.50%,-9.70%,95118
"San Jose, CA - Branham-Kirk",16-Jul,$700K,-13.70%,-37.60%,9,0%,0%,7,-22.20%,-46.20%,2,0%,-33.30%,28,3,19,105.20%,-1.70%,-9.90%,95118
"San Jose, CA - Branham-Kirk",16-Aug,$650K,-7.10%,-20.80%,7,-22.20%,-30%,4,-42.90%,-63.60%,1,-50%,-75%,41,13,28,102.10%,-3.10%,-6.60%,95118
"San Jose, CA - Branham-Kirk",16-Sep,$815K,25.40%,30.40%,4,-42.90%,-63.60%,8,100%,-27.30%,4,300%,100%,31,-10,10,101.80%,-0.30%,-2.80%,95118
"San Jose, CA - Branham-Kirk",16-Oct,$828K,1.50%,41.70%,6,50%,-40%,9,12.50%,12.50%,3,-25%,50%,24,-7,-1,102.60%,0.80%,-2.20%,95118
"San Jose, CA - Branham-Kirk",16-Nov,$920K,11.20%,51.40%,6,0%,-25%,10,11.10%,150%,2,-33.30%,,24,0,-5,103.60%,1%,-0.30%,95118
"San Jose, CA - Branham-Kirk",16-Dec,$888K,-3.50%,46.10%,8,33.30%,100%,6,-40%,200%,2,0%,,17,-7,-8,105.10%,1.50%,-2.40%,95118
"San Jose, CA - Brigadoon",12-Jan,$326K,1.90%,-7%,12,-7.70%,-25%,10,-37.50%,-28.60%,3,-25%,-66.70%,27,-8,-4,100.10%,-0.70%,1.80%,95121
"San Jose, CA - Brigadoon",12-Feb,$343K,5.10%,-11.50%,12,0%,9.10%,9,-10%,-25%,4,33.30%,-55.60%,34,7,1,99.20%,-1%,1.30%,95121
"San Jose, CA - Brigadoon",12-Mar,$339K,-1.20%,-4%,12,0%,100%,9,0%,-43.80%,2,-50%,-83.30%,15,-20,-21,101.60%,2.50%,5.60%,95121
"San Jose, CA - Brigadoon",12-Apr,$330K,-2.50%,-9.60%,10,-16.70%,42.90%,10,11.10%,-41.20%,4,100%,-63.60%,15,1,-1,101.40%,-0.20%,0%,95121
"San Jose, CA - Brigadoon",12-May,$340K,3%,-6.80%,11,10%,57.10%,10,0%,-37.50%,4,0%,-60%,9,-6,-3,102.40%,0.90%,1.80%,95121
"San Jose, CA - Brigadoon",12-Jun,$440K,29.40%,23.40%,7,-36.40%,0%,9,-10%,-10%,3,-25%,-62.50%,9,0,-11,102%,-0.40%,0.50%,95121
"San Jose, CA - Brigadoon",12-Jul,$440K,0%,14.30%,11,57.10%,22.20%,9,0%,80%,2,-33.30%,-77.80%,13,4,-38,104.90%,2.90%,4.70%,95121
"San Jose, CA - Brigadoon",12-Aug,$453K,2.80%,19.10%,8,-27.30%,-27.30%,5,-44.40%,-44.40%,,,,28,15,-38,106.40%,1.60%,6%,95121
"San Jose, CA - Brigadoon",12-Sep,$420K,-7.20%,18.10%,9,12.50%,-43.80%,5,0%,-58.30%,1,,-83.30%,33,6,-32,103.80%,-2.60%,2.80%,95121
"San Jose, CA - Brigadoon",12-Oct,$430K,2.40%,41.20%,5,-44.40%,-66.70%,7,40%,-58.80%,4,300%,-33.30%,32,-1,5,100.80%,-3%,-0.50%,95121
"San Jose, CA - Brigadoon",12-Nov,$430K,0%,34.40%,3,-40%,-80%,9,28.60%,-47.10%,5,25%,25%,32,0,19,99.30%,-1.50%,-2.60%,95121
"San Jose, CA - Brigadoon",12-Dec,$430K,0%,34.40%,1,-66.70%,-92.30%,7,-22.20%,-56.30%,5,0%,25%,21,-11,-14,102.40%,3.10%,1.50%,95121
"San Jose, CA - Brigadoon",13-Jan,$400K,-7%,22.70%,3,200%,-75%,6,-14.30%,-40%,5,0%,66.70%,26,5,-2,113.30%,10.90%,13.20%,95121
"San Jose, CA - Brigadoon",13-Feb,$400K,0%,16.80%,5,66.70%,-58.30%,5,-16.70%,-44.40%,4,-20%,0%,9,-17,-25,112.40%,-0.90%,13.20%,95121
"San Jose, CA - Brigadoon",13-Mar,$513K,28.10%,51.40%,7,40%,-41.70%,5,0%,-44.40%,3,-25%,50%,11,2,-4,110.30%,-2.10%,8.70%,95121
"San Jose, CA - Brigadoon",13-Apr,$535K,4.40%,62.10%,5,-28.60%,-50%,4,-20%,-60%,2,-33.30%,-50%,21,10,6,105.50%,-4.80%,4.10%,95121
"San Jose, CA - Brigadoon",13-May,$504K,-5.90%,48.10%,4,-20%,-63.60%,5,25%,-50%,2,0%,-50%,21,0,12,103.70%,-1.80%,1.30%,95121
"San Jose, CA - Brigadoon",13-Jun,$469K,-6.90%,6.60%,6,50%,-14.30%,7,40%,-22.20%,3,50%,0%,15,-6,6,112.80%,9.10%,10.90%,95121
"San Jose, CA - Brigadoon",13-Jul,$425K,-9.40%,-3.40%,7,16.70%,-36.40%,6,-14.30%,-33.30%,1,-66.70%,-50%,14,-1,1,113.50%,0.70%,8.70%,95121
"San Jose, CA - Brigadoon",13-Aug,$442K,3.90%,-2.40%,8,14.30%,0%,7,16.70%,40%,4,300%,,14,0,-14,112.30%,-1.20%,5.90%,95121
"San Jose, CA - Brigadoon",13-Sep,$399K,-9.70%,-5.10%,4,-50%,-55.60%,5,-28.60%,0%,2,-50%,100%,5,-10,-29,106.50%,-5.80%,2.70%,95121
"San Jose, CA - Brigadoon",13-Oct,$440K,10.40%,2.30%,4,0%,-20%,6,20%,-14.30%,2,0%,-50%,14,9,-19,106.90%,0.40%,6.10%,95121
"San Jose, CA - Brigadoon",13-Nov,$408K,-7.20%,-5.10%,4,0%,33.30%,3,-50%,-66.70%,3,50%,-40%,39,25,7,108.30%,1.30%,9%,95121
"San Jose, CA - Brigadoon",13-Dec,$387K,-5.30%,-10.10%,5,25%,400%,6,100%,-14.30%,1,-66.70%,-80%,61,23,40,105.90%,-2.40%,3.50%,95121
"San Jose, CA - Brigadoon",14-Jan,$386K,-0.20%,-3.60%,4,-20%,33.30%,5,-16.70%,-16.70%,,,,90,29,64,103%,-2.90%,-10.30%,95121
"San Jose, CA - Brigadoon",14-Feb,$387K,0.30%,-3.30%,4,0%,-20%,8,60%,60%,4,,0%,50,-40,41,100.40%,-2.60%,-11.90%,95121
"San Jose, CA - Brigadoon",14-Mar,$413K,6.70%,-19.50%,4,0%,-42.90%,8,0%,60%,3,-25%,0%,25,-25,14,102.40%,1.90%,-7.90%,95121
"San Jose, CA - Brigadoon",14-Apr,$470K,13.90%,-12.10%,8,100%,60%,12,50%,200%,,,,18,-7,-3,104.30%,2%,-1.20%,95121
"San Jose, CA - Brigadoon",14-May,$513K,9%,1.80%,10,25%,150%,10,-16.70%,100%,,,,17,-2,-4,105.40%,1%,1.60%,95121
"San Jose, CA - Brigadoon",14-Jun,$505K,-1.50%,7.70%,13,30%,116.70%,9,-10%,28.60%,1,,-66.70%,14,-3,-1,104.40%,-1%,-8.50%,95121
"San Jose, CA - Brigadoon",14-Jul,$521K,3.10%,22.50%,8,-38.50%,14.30%,6,-33.30%,0%,1,0%,0%,15,1,1,104.30%,-0.10%,-9.20%,95121
"San Jose, CA - Brigadoon",14-Aug,$481K,-7.60%,8.90%,8,0%,0%,8,33.30%,14.30%,4,300%,0%,12,-3,-2,102.60%,-1.70%,-9.70%,95121
"San Jose, CA - Brigadoon",14-Sep,$385K,-20%,-3.40%,5,-37.50%,25%,7,-12.50%,40%,4,0%,100%,18,6,14,108.20%,5.70%,1.70%,95121
